"25-16 Crescent Street, Unit 1",Astoria,3800,3 BD,2 BA
"31-57 31st Street, Unit PHB",Astoria,4075,2 BD,2 BA
"61-55 Junction Boulevard, Unit 18R",Rego Park,2875,1 BD,1 BA
"21-12 33rd Avenue, Unit 2",Astoria,3300,3 BD,2 BA
"14-43 28th Avenue, Unit 5B",Astoria,1750,Studio,1 BA
"42-12 28th Street, Unit 44C",Long Island City,6760,3 BD,2 BA
"42-12 28th Street, Unit 57E",Long Island City,2775,Studio,1 BA
"42-12 28th Street, Unit 53F",Long Island City,4164,1 BD,1 BA
"102-21 63rd Road, Unit B33",Rego Park,1800,1 BD,1 BA
"4-75 48th Avenue, Unit 423",Hunters Point,3300,1 BD,1 BA
"41-58 74th Street, Unit 1",Elmhurst,1700,1 BD,1 BA
"61-55 Junction Boulevard, Unit 18R",Rego Park,2875,1 BD,1 BA
"47-37 45th, Unit 5K",Sunnyside,1790,1 BD,1 BA
"43-25 Hunter Street, Unit 437E",Long Island City,3536,1 BD,1 BA
"104-20 Queens Boulevard, Unit 7T",Rego Park,2330,1 BD,1 BA
20-45 49th Street,Steinway,6900,3 BD,4 BA
"5-11 47th Avenue, Unit PHD",Hunters Point,3259,Studio,1 BA
"2-40 51st Avenue, Unit 4B",Hunters Point,3600,1 BD,1 BA
"38-19 27th Street, Unit 2",Long Island City,2500,3 BD,1 BA
"43-22 Queens Street, Unit 714",Long Island City,6004,2 BD,2 BA
43-22 Queens Street,Long Island City,4092,1 BD,1 BA
"43-22 Queens Street, Unit 910",Long Island City,4078,1 BD,1 BA
"1724 Greene, Unit 2L",Ridgewood,2800,3 BD,1.5 BA
"34-09 83rd Street, Unit D42",Jackson Heights,1850,1 BD,1 BA
"83-40 Britton Avenue, Unit 3H",Elmhurst,1790,Studio,1 BA
"43-23 40th Street, Unit 4F",Sunnyside,1975,1 BD,1 BA
"43-08 40th Street, Unit 1H",Sunnyside,1800,Studio,1 BA
"35-16 34th Street, Unit 6A",New Astoria,1855,Studio,1 BA
"73-12 35th Avenue, Unit C56",Jackson Heights,2595,1 BD,1 BA
"26-38 21st Street, Unit 3J",Astoria,3500,2 BD,1 BA
"40-07 73rd Street, Unit 6D",Elmhurst,4400,2 BD,2 BA
"40-07 73rd Street, Unit 4",Elmhurst,2566,2 BD,2 BA
"90-02 Queens Boulevard, Unit 401",Elmhurst,3000,3 BD,1 BA
"122-20 Ocean Promenade, Unit 7H",Rockaway Park,1825,1 BD,1 BA
"109-02 177th Street, Unit 2",Jamaica,2450,3 BD,1 BA
"43-25 Hunter Street, Unit 4312W",Long Island City,4389,2 BD,2 BA
"33-53 82nd Street, Unit E210",Jackson Heights,3000,3 BD,1 BA
"21-17 22nd Road, Unit 2",Ditmars,2550,3 BD,1 BA
50 39th Avenue,Woodside,4000,Studio,empty Bath
"1803 Starr Street, Unit 1",Ridgewood,3500,3 BD,1.5 BA
"18-10 27th Avenue, Unit 4D",Astoria,2360,1 BD,1 BA
"42-08 Union Street, Unit 2",Flushing,2300,2 BD,2 BA
"42-08 Union Street, Unit 3",Flushing,2900,3 BD,3 BA
"31-72 31st Street, Unit 4A",Astoria,2150,1 BD,1 BA
"34-15 Parsons Boulevard, Unit 3CC",Murray Hill - Flushing,1916,Studio,1 BA
"41-22 24th Street, Unit 9C",Long Island City,3812,2 BD,2 BA
"41-22 24th Street, Unit 9C",Long Island City,3812,2 BD,2 BA
97-20 57th Avenue,South Corona,3283,3 BD,2 BA
"104-60 Queens Boulevard, Unit 1W",Rego Park,2655,2 BD,1 BA
"65-44 Saunders Street, Unit 406",Rego Park,2268,1 BD,1 BA
"98-05 67th Avenue, Unit 12F",Rego Park,2067,1 BD,1 BA
"48-50 37th Street, Unit 2L",Sunnyside,2245,1 BD,1 BA
"1738 Harman Street, Unit 1R",Ridgewood,2700,1 BD,1.5 BA
"1738 Harman Street, Unit 1R",Ridgewood,2700,1 BD,1.5 BA
"75-25 153rd Street, Unit 353",Kew Gardens Hills,2258,1 BD,1 BA
"17-07 Gates Avenue, Unit 1R",Ridgewood,2250,2 BD,1 BA
"25-04 44th Street, Unit 3",Astoria,2750,2 BD,1 BA
"41-18 Crescent Street, Unit 9B",Long Island City,3300,1 BD,1 BA
"42-60 Crescent Street, Unit 3C",Long Island City,4200,2 BD,2 BA
"147-36 94th Avenue, Unit 20K",Jamaica,2170,1 BD,1 BA
"4-74 48th Avenue, Unit 34G",Hunters Point,2900,1 BD,1 BA
"104-60 Queens Boulevard, Unit 2N",Rego Park,2000,Studio,1 BA
"39-54 65th Place, Unit 2",Woodside,2500,3 BD,1 BA
"143-40 41st Avenue, Unit 2",Downtown Flushing,1790,1 BD,1 BA
64-09 102nd Street,Rego Park,2200,2 BD,1 BA
"20-42 Steinway Street, Unit 1A",Steinway,3200,3 BD,1 BA
"44-41 Purves Street, Unit 1305",Long Island City,3250,1 BD,1 BA
"44-41 Purves Street, Unit 2408",Long Island City,5600,3 BD,2 BA
"36-08 30th Avenue, Unit 2R",Astoria,1900,1 BD,1 BA
"104-20 Queens Boulevard, Unit 7L",Rego Park,2340,1 BD,1 BA
"30-90 38th Street, Unit 4R",Astoria,2337,4 BD,1 BA
"47-50 59th Street, Unit 5C",Woodside,2159,2 BD,1 BA
"31-50 33rd Street, Unit 7A",Astoria,2595,2 BD,1 BA
"37-14 36th Street, Unit 11E",Long Island City,4329,2 BD,2.5 BA
"4-74 48th Avenue, Unit 34A",Hunters Point,4800,2 BD,2 BA
"48-16 46th Street, Unit C3",Sunnyside,1750,1 BD,1 BA
"43-22 Queens Street, Unit 602",Long Island City,4381,1 BD,1 BA
41-43 39th Place,Sunnyside,2850,2 BD,1.5 BA
"1727 Harman Street, Unit 2",Ridgewood,2495,2 BD,1 BA
"1736 Harman Street, Unit 4",Ridgewood,2700,2 BD,1 BA
"1736 Harman Street, Unit 4",Ridgewood,2700,2 BD,1 BA
"86-02 Forest Parkway, Unit 2F",Woodhaven,1875,1 BD,1 BA
"119-21 Metropolitan Avenue, Unit 4K",Kew Gardens,2025,1 BD,1 BA
"99-65 64th Road, Unit 5H",Rego Park,2028,1 BD,1 BA
"2507 24th Avenue, Unit 1B",Astoria,2250,3 BD,1 BA
"41-25 Case Street, Unit 5T",Elmhurst,2100,1 BD,1 BA
"41-26 73rd Street, Unit D43",Elmhurst,2000,1 BD,1 BA
"37-37 88th Street, Unit F9",Jackson Heights,2075,1 BD,1 BA
"43-09 47th Avenue, Unit 5L",Sunnyside,1850,Studio,1 BA
"32-42 33rd Street, Unit F9",Astoria,2100,1 BD,1 BA
"45-02 Ditmars Boulevard, Unit 427",Astoria,2350,1 BD,1 BA
"28-40 Jackson Avenue, Unit 25H",Long Island City,3695,1 BD,1 BA
"25-31 Crescent Street, Unit 2",Astoria,2300,3 BD,1 BA
"28-40 Jackson Avenue, Unit 22L",Long Island City,3746,1 BD,1 BA
"45-02 Ditmars Boulevard, Unit 424",Astoria,2400,1 BD,1 BA
377 Onderdonk Avenue,Ridgewood,2900,3 BD,1 BA
"104-20 Queens Boulevard, Unit 9H",Rego Park,2970,2 BD,1 BA
"152 Beach 125th Street, Unit 2",Rockaway Park,1600,1 BD,1 BA
"1625 Putnam Avenue, Unit 5H",Ridgewood,2750,3 BD,1 BA
"48-38 42nd Street, Unit 2",Sunnyside,2950,2 BD,1 BA
"143-40 41st, Unit 2",Downtown Flushing,1790,1 BD,1 BA
"42 Crescent Street, Unit 5D",Upper West Side,4500,2 BD,2 BA
"32-37 47th Street, Unit 2",Astoria,2700,2 BD,1 BA
"44-41 Purves Street, Unit 1401",Long Island City,4550,2 BD,2 BA
97-05 Horace Harding Expressway,LeFrak City,2398,1 BD,1 BA
"48-36 47th Street, Unit 3F",Sunnyside,2150,2 BD,1 BA
"62-60 99th Street, Unit 205",Rego Park,2490,2 BD,2 BA
"131 Beach 119th Street, Unit 4D",Rockaway Park,1595,1 BD,1 BA
"131 Beach 119th Street, Unit 3E",Rockaway Park,1395,Studio,1 BA
"45-55 48th Street, Unit 1E",Sunnyside,1600,1 BD,1 BA
"61-55 Junction Boulevard, Unit 12G",Rego Park,3795,2 BD,2 BA
"67-15 Dartmouth Street, Unit 1D",Rego Park,1863,1 BD,1 BA
"105-40 62nd Road, Unit 5R",Forest Hills,1674,Studio,1 BA
"48-50 38th Street, Unit 2B",Sunnyside,2268,1 BD,1 BA
"64-20 Saunders Street, Unit 715",Rego Park,2114,1 BD,1 BA
"64-20 Saunders Street, Unit 611",Rego Park,2592,2 BD,1 BA
"137-20 45th Avenue, Unit 5V",Flushing,1998,1 BD,1 BA
"43-10 Crescent Street, Unit 2011",Long Island City,3588,1 BD,1 BA
"10 Halletts Point, Unit 702",Astoria,2632,1 BD,1 BA
"44-28 Purves Street, Unit 16L",Long Island City,4150,1 BD,1 BA
"42-12 28th Street, Unit 18F",Long Island City,3405,1 BD,1 BA
"42-17 27th Street, Unit 18F",Long Island City,2779,Studio,1 BA
"65-15 Yellowstone Boulevard, Unit 3D",Forest Hills,1675,1 BD,1 BA
"68-12 Yellowstone Boulevard, Unit 2S",Forest Hills Ward,2400,1 BD,1 BA
"32-06 Astoria Boulevard, Unit 5F",Astoria,2099,Studio,1 BA
"63-35 60th Place, Unit 1",Ridgewood,2100,3 BD,1 BA
"103-44 68th Avenue, Unit K",Forest Hills Ward,3199,2 BD,2 BA
"61-55 Junction Boulevard, Unit 12G",Rego Park,3795,2 BD,2 BA
"23-31 33rd, Unit 1",Astoria,2350,2 BD,1 BA
"31-57 31st Street, Unit PHA",Astoria,2699,Studio,1 BA
"99-12 65th Road, Unit 2D",Rego Park,3231,3 BD,2 BA
"29-22 Northern Boulevard, Unit 1604",Long Island City,5575,3 BD,2 BA
"29-22 Northern Boulevard, Unit 1602",Long Island City,5340,3 BD,2 BA
"29-22 Northern Boulevard, Unit 1601",Long Island City,5460,3 BD,2 BA
"29-22 Northern Boulevard, Unit 1609",Long Island City,5600,3 BD,2 BA
"29-22 Northern Boulevard, Unit 1509",Long Island City,5475,3 BD,2 BA
"29-22 Northern Boulevard, Unit 1504",Long Island City,5430,3 BD,2 BA
"29-22 Northern Boulevard, Unit 1501",Long Island City,5350,3 BD,2 BA
"29-22 Northern Boulevard, Unit 1404",Long Island City,5405,3 BD,2 BA
"29-22 Northern Boulevard, Unit 1202",Long Island City,5175,3 BD,2 BA
"29-22 Northern Boulevard, Unit 1401",Long Island City,5290,3 BD,2 BA
"41-47 68th Street, Unit 2F",Woodside,1750,1 BD,1 BA
"104-20 Queens Boulevard, Unit 19J",Rego Park,3715,3 BD,2 BA
"53 Skillman Avenue, Unit 3R",Woodside,2600,2 BD,1 BA
"29-22 Northern Boulevard, Unit 1708",Long Island City,2494,Studio,1 BA
"29-22 Northern Boulevard, Unit 1709",Long Island City,3505,1 BD,1 BA
"29-22 Northern Boulevard, Unit 1706",Long Island City,2980,Studio,1 BA
"82-46 135th Street, Unit 3U",Briarwood,1650,1 BD,1 BA
"10 Jackson Avenue, Unit 3E",Hunters Point,2700,1 BD,1 BA
"4-74 48th Avenue, Unit 29A",Hunters Point,4875,2 BD,1 BA
"164-20 Highland Avenue, Unit 4S",Jamaica Hills,1500,Studio,1 BA
"137-01 83rd Avenue, Unit 3U",Briarwood,1650,1 BD,1 BA
"109-02 177th Street, Unit 1",Jamaica,450000,3 BD,1 BA
"220-26 138th Avenue, Unit 2",Laurelton,4000,5 BD,2 BA
"21-16 35th Street, Unit 1F",Steinway,2400,2 BD,1 BA
"46-30 Center Boulevard, Unit 205",Hunters Point,7100,3 BD,3 BA
"7715 79th Place, Unit 1",Glendale,2225,2 BD,1 BA
"104-60 Queens Boulevard, Unit 6R",Rego Park,2075,Studio,1 BA
"26-48 29th Street, Unit 3A",Astoria,2350,1 BD,1 BA
"26-48 29th Street, Unit 1A",Astoria,1725,Studio,1 BA
"47-07 39th Street, Unit C16",Sunnyside,2200,2 BD,1 BA
"60-68 Putnam Avenue, Unit 1",Ridgewood,3400,4 BD,2 BA
"42-12 28th Street, Unit 38G",Long Island City,2700,Studio,1 BA
"23-10 Queens Plaza South, Unit 6F",Long Island City,3197,1 BD,1 BA
"19-19 24th Avenue, Unit R116",Astoria,2250,1 BD,1 BA
"34-04 34th Avenue, Unit B1",New Astoria,3575,4 BD,1 BA
"1819 Palmetto Street, Unit 3",Ridgewood,2600,3 BD,1 BA
"166-24 Gothic Drive, Unit A",Jamaica Hillcrest,1600,1 BD,1 BA
"44-28 Purves Street, Unit 29A",Long Island City,3715,1 BD,1 BA
"104-60 Queens Boulevard, Unit 21U",Rego Park,2445,1 BD,1 BA
"14-05 31st Avenue, Unit 4A",Astoria,1800,1 BD,1 BA
"47-05 Center Boulevard, Unit 2407",Hunters Point,3525,1 BD,1 BA
"25-40 32nd Street, Unit 2",Astoria,2850,3 BD,1 BA
"47-05 Center Boulevard, Unit 1010",Hunters Point,3800,1 BD,1 BA
"40-40 79th Street, Unit B201",Elmhurst,1875,1 BD,1 BA
"10 51st Avenue, Unit 2",Hunters Point,2500,1 BD,1 BA
"87-11 78th Avenue, Unit 2",Glendale,2750,3 BD,1 BA
"14-36 28th Avenue, Unit 2L",Astoria,2295,2 BD,1 BA
"7311 67th Drive, Unit 1",Middle Village,3500,4 BD,2 BA
"37-33 11th Street, Unit 2",Long Island City,2500,3 BD,1 BA
"153-50 89th Avenue, Unit 531",Jamaica,2550,2 BD,2 BA
"30-02 39th Avenue, Unit B907",Long Island City,4680,2 BD,2 BA
"24-15 Queens Plaza North, Unit 7D",Long Island City,4000,2 BD,2 BA
"6208 77th Place, Unit 2",Middle Village,2100,1 BD,2 BA
"38-53 12th Street, Unit 1",Long Island City,2850,2 BD,2 BA
"41-41 47th Street, Unit 2",Sunnyside,2800,3 BD,1 BA
"43-25 Hunter Street, Unit 818W",Long Island City,3571,1 BD,1 BA
"43-25 Hunter Street, Unit 3208W",Long Island City,3466,1 BD,1 BA
"5-11 47th Avenue, Unit 6Y",Hunters Point,2885,Studio,1 BA
"59-10 Norman Street, Unit 1",Ridgewood,3495,2 BD,1 BA
"1885 Dekalb Avenue, Unit 2",Ridgewood,2000,2 BD,1 BA
"5-11 47th Avenue, Unit 6Y",Hunters Point,2885,Studio,1 BA
"104-20 Queens Boulevard, Unit 2B",Rego Park,4260,4 BD,2 BA
"41-22 24th Street, Unit 6G",Long Island City,3146,1 BD,1 BA
"41-22 24th Street, Unit 6G",Long Island City,3146,1 BD,1 BA
"97-50 Queens Boulevard, Unit 214",Rego Park,2106,1 BD,1 BA
"155-01 90th Avenue, Unit M",Jamaica,1575,Studio,1 BA
"43-10 Crescent Street, Unit 1519",Long Island City,3728,1 BD,1 BA
"43-25 Hunter Street, Unit 3812W",Long Island City,4729,2 BD,2 BA
"43-25 Hunter Street, Unit 731E",Long Island City,3699,1 BD,1 BA
"43-25 Hunter Street, Unit 4012W",Long Island City,3588,1 BD,1 BA
"43-25 Hunter Street, Unit 3608W",Long Island City,3486,1 BD,1 BA
"30-02 39th Avenue, Unit A706",Long Island City,3406,1 BD,1 BA
"2-14 50th Avenue, Unit 706E",Hunters Point,3480,1 BD,1 BA
"45-02 Ditmars Boulevard, Unit 530",Astoria,2550,1 BD,1 BA
"26-80 30th Street, Unit 6N",Astoria,1995,1 BD,1 BA
"74-07 64th Place, Unit 2",Glendale,2200,3 BD,1 BA
"22-06 38th Street, Unit 4J",Astoria,1900,1 BD,1 BA
"25-04 44th Street, Unit 15",Astoria,3350,3 BD,1 BA
"156-21 79th, Unit 2",Lindenwood,1800,2 BD,1 BA
"156-21 79th Street, Unit 2",Lindenwood,1800,2 BD,1 BA
"44-41 Purves Street, Unit 2206",Long Island City,4700,2 BD,2 BA
"43-22 Queens Street, Unit 3604",Long Island City,3094,Studio,1 BA
"43-22 Queens Street, Unit 657",Long Island City,2679,Studio,1 BA
"1941 76th Street, Unit 2",Astoria Heights,2800,3 BD,2 BA
"84-20 Austin Street, Unit 4H",Kew Gardens,2349,2 BD,1 BA
"105-40 62nd Road, Unit 2F",Forest Hills,1782,Studio,1 BA
"44-15 Colden Street, Unit 2T",Flushing,1863,1 BD,1 BA
"98-05 67th Avenue, Unit 6N",Rego Park,2173,1 BD,1 BA
"64-20 Saunders Street, Unit 617",Rego Park,2268,1 BD,1 BA
"44-35 Colden Street, Unit 3C",Flushing,2322,2 BD,1 BA
"98-01 67th Avenue, Unit 12K",Rego Park,1749,Studio,1 BA
"137-20 45th Avenue, Unit 1U",Flushing,1755,Studio,1 BA
"43-25 Hunter Street, Unit 3818W",Long Island City,4811,2 BD,2 BA
"42-12 28th Street, Unit 40C",Long Island City,6640,3 BD,2 BA
"42-12 28th Street, Unit 10F",Long Island City,3275,1 BD,1 BA
"31-43 Vernon Boulevard, Unit 802",Astoria,4721,2 BD,2 BA
"34 75th Street, Unit 2",Jackson Heights,2000,2 BD,1 BA
"34-06 32nd Street, Unit 6C",New Astoria,2550,2 BD,1 BA
"27-37 27th Street, Unit 1I",Astoria,2800,2 BD,1 BA
"28-10 Jackson Avenue, Unit 39S",Long Island City,5202,2 BD,1 BA
"40-28 College Pt Boulevard, Unit 806",Flushing,3100,2 BD,2 BA
"26-38 21st Street, Unit 6G",Astoria,2750,1 BD,1 BA
"104-60 Queens Boulevard, Unit 21J",Rego Park,3665,3 BD,2 BA
"29-22 Northern Boulevard, Unit 3514",Long Island City,3945,1 BD,1 BA
"43-25 Hunter Street, Unit 3410W",Long Island City,3476,1 BD,1 BA
"43-25 Hunter Street, Unit 1020W",Long Island City,3360,1 BD,1 BA
"43-25 Hunter Street, Unit 3903W",Long Island City,2842,Studio,1 BA
42-17 27th Street,Long Island City,3354,1 BD,1 BA
"43-25 Hunter Street, Unit 4106W",Long Island City,4851,2 BD,2 BA
43-25 Hunter Street,Long Island City,3648,1 BD,1 BA
"22-22 Jackson Avenue, Unit 814",Hunters Point,3133,1 BD,1 BA
"104-40 Queens Boulevard, Unit 17F",Rego Park,2825,2 BD,1 BA
"24-15 Queens Plaza North, Unit 9B",Long Island City,3000,1 BD,1 BA
"153-50 89th Avenue, Unit 310",Jamaica,1775,Studio,1 BA
"145-73 181st Street, Unit 2",Springfield Gardens,2500,3 BD,1 BA
"23-01 21st Avenue, Unit 1F",Ditmars,2400,1 BD,1 BA
"34-47 90th Street, Unit H42",Jackson Heights,2054,Studio,1 BA
"17802 Hillside Avenue, Unit 409",Eastwood,3675,2 BD,2 BA
"17802 Hillside Avenue, Unit 406",Eastwood,2250,1 BD,1 BA
"47-05 Center Boulevard, Unit 1709",Hunters Point,5400,2 BD,2 BA
"77-16 25th Avenue, Unit F2",Jackson Heights,2695,3 BD,1 BA
"30-44 32nd Street, Unit B4",Astoria,3369,3 BD,1 BA
"45-45 Center Boulevard, Unit 3602",Hunters Point,4615,2 BD,2 BA
"30-44 32nd Street, Unit B1",Astoria,2686,3 BD,1 BA
"104-40 Queens Boulevard, Unit 2W",Rego Park,2740,2 BD,1 BA
43-22 Queens Street,Long Island City,4074,1 BD,1 BA
"43-22 Queens Street, Unit 5202",Long Island City,3743,1 BD,1 BA
"43-22 Queens Street, Unit 5007",Long Island City,3541,1 BD,1 BA
"43-22 Queens Street, Unit 3405",Long Island City,3529,1 BD,1 BA
"43-22 Queens Street, Unit 612",Long Island City,3409,1 BD,1 BA
41-22 24th Street,Long Island City,3857,2 BD,1 BA
41-22 24th Street,Long Island City,3857,2 BD,1 BA
"53 Skillman Avenue, Unit 1L",Woodside,2450,2 BD,1 BA
"43-10 Crescent Street, Unit 318",Long Island City,2730,Studio,1 BA
2704 Hoyt Avenue South,Astoria,4000,2 BD,2 BA
"44-28 Purves Street, Unit 1PD",Long Island City,4590,2 BD,2 BA
"6049 Linden Street, Unit 2",Ridgewood,2500,2 BD,1 BA
6134 Linden Street,Ridgewood,2700,3 BD,2 BA
"43-07 31st Avenue, Unit 1F",Astoria,1900,Studio,1 BA
"11712 Ocean Promenade, Unit 3C",Rockaway Park,1625,1 BD,1 BA
"23-10 Queens Plaza South, Unit 24J",Long Island City,3383,1 BD,1 BA
97-11 Horace Harding Expressway,LeFrak City,2727,2 BD,1 BA
"137-20 45th Avenue, Unit 7V",Flushing,1890,1 BD,1 BA
"43-25 Hunter Street, Unit 1043E",Long Island City,2995,Studio,1 BA
"2-14 50th Avenue, Unit 805E",Hunters Point,5409,2 BD,2 BA
"23-10 Queens Plaza South, Unit 25G",Long Island City,2776,Studio,1 BA
"6015 Myrtle Avenue, Unit D",Ridgewood,3400,3 BD,2 BA
"1865 Madison Street, Unit 1R",Ridgewood,2000,2 BD,1 BA
"30-90 23rd Street, Unit 1R",Astoria,2150,1 BD,1 BA
"30-90 23rd Street, Unit 2R",Astoria,2250,2 BD,1 BA
"10-17 Jackson Avenue, Unit 7I",Hunters Point,5300,2 BD,2 BA
"104-60 Queens Boulevard, Unit 11A",Rego Park,2741,1 BD,1 BA
"104-60 Queens Boulevard, Unit 6E",Rego Park,3016,1 BD,1 BA
"104-40 Queens Boulevard, Unit 6A",Rego Park,2746,1 BD,1 BA
"104-20 Queens Boulevard, Unit 6B",Rego Park,4535,4 BD,2 BA
"144-30 35th Avenue, Unit A22",Murray Hill - Flushing,1750,1 BD,1 BA
43-25 Hunter Street,Long Island City,2989,Studio,1 BA
"25-19 43rd Avenue, Unit 202",Long Island City,3200,1 BD,1 BA
"72-47 Metropolitan Avenue, Unit 2F",Middle Village,1700,1 BD,1 BA
"26-38 21st Street, Unit 6F",Astoria,2750,1 BD,1 BA
"26-38 21st Street, Unit 13D",Astoria,2775,1 BD,1 BA
"26-38 21st Street, Unit 5A",Astoria,2300,Studio,1 BA
"39-42 58th Street, Unit 2",Woodside,2395,2 BD,1 BA
"43-10 Crescent Street, Unit 3012",Long Island City,3545,1 BD,1 BA
"31-23 47th Street, Unit 1E",Astoria,2050,1 BD,1 BA
"41-23 53rd Street, Unit 2",Woodside,2300,3 BD,1 BA
"11-51 47th Avenue, Unit 10D",Hunters Point,6000,3 BD,2 BA
"31-57 31st Street, Unit PHJ",Astoria,4499,2 BD,2 BA
"11-02 49th Avenue, Unit 8L",Hunters Point,2950,1 BD,1 BA
"19-42 77th Street, Unit 2",Astoria Heights,2395,2 BD,1 BA
"25-90 35th Street, Unit 3L",Astoria,2100,1 BD,1 BA
"48-21 5th Street, Unit 4M",Hunters Point,4975,2 BD,2 BA
"209-46 41st Avenue, Unit B",Bayside,2000,2 BD,1 BA
96-08 57th Avenue,South Corona,2393,1 BD,1 BA
"59 108th Street, Unit 6I",South Corona,2500,2 BD,1 BA
"45-15 Colden Street, Unit 7A",Queensboro Hill,1701,Studio,1 BA
"65-44 Saunders Street, Unit 509",Rego Park,2511,2 BD,1 BA
"65-44 Saunders Street, Unit 411",Rego Park,2214,1 BD,1 BA
"45-15 Colden Street, Unit 1B",Queensboro Hill,1890,1 BD,1 BA
"65-44 Saunders Street, Unit 210",Rego Park,2106,1 BD,1 BA
"105-40 62nd Road, Unit 5T",Forest Hills,2025,1 BD,1 BA
"98-05 67th Avenue, Unit 1L",Rego Park,2305,1 BD,2 BA
"48-50 38th Street, Unit 5B",Sunnyside,2229,1 BD,1 BA
"102-50 62nd Road, Unit 4K",Rego Park,1938,1 BD,1 BA
"48-50 37th Street, Unit 4D",Sunnyside,1836,Studio,1 BA
"48-50 37th Street, Unit 1S",Sunnyside,2106,1 BD,1 BA
"64-20 Saunders Street, Unit 312",Rego Park,2160,1 BD,1 BA
"64-20 Saunders Street, Unit 220",Rego Park,1782,Studio,1 BA
"98-01 67th Avenue, Unit 3D",Rego Park,2358,1 BD,1 BA
"98-01 67th Avenue, Unit 6D",Rego Park,2305,1 BD,1 BA
"98-01 67th Avenue, Unit 2O",Rego Park,1934,1 BD,1 BA
"82-74 Austin Street, Unit 72R",Richmond Hill Kew Gardens,1995,2 BD,1 BA
"122-20 Ocean Promenade, Unit 4C",Rockaway Park,2155,2 BD,1 BA
"7821 73rd Place, Unit 1",Glendale,1500,1 BD,1 BA
"64-26 65th Place, Unit 1",Middle Village,1800,2 BD,1 BA
"37-25 33rd Street, Unit 2E",Long Island City,2600,1 BD,1 BA
"28-10 Jackson Avenue, Unit 40B",Long Island City,3248,Studio,1 BA
"37-25 33rd Street, Unit 3F",Long Island City,3200,1 BD,1 BA
"50-46 45th Street, Unit 2",Sunnyside,2795,3 BD,1 BA
"37-25 33rd Street, Unit 2C",Long Island City,2500,1 BD,1 BA
"3094 Crescent Street, Unit 6D",Astoria,2450,1 BD,1 BA
"37-25 33rd Street, Unit PHA",Long Island City,3995,1 BD,1 BA
"11-02 49th Avenue, Unit 6B",Hunters Point,4400,2 BD,2 BA
"98-05 67th Avenue, Unit 10A",Rego Park,1881,Studio,1 BA
"50-22 40th Street, Unit 5E",Sunnyside,1795,1 BD,1 BA
"77-16 25th Avenue, Unit 2L",Jackson Heights,2700,3 BD,1 BA
"28-10 Jackson Avenue, Unit 23N",Long Island City,6496,3 BD,2 BA
"11-02 49th Avenue, Unit 2C",Hunters Point,4500,2 BD,2 BA
"28-10 Jackson Avenue, Unit 28K",Long Island City,3786,1 BD,1 BA
"25-40 Shore Boulevard, Unit 21N",Astoria,4500,2 BD,1 BA
"42-12 28th Street, Unit 38C",Long Island City,6580,3 BD,2 BA
"42-12 28th Street, Unit 48A",Long Island City,5010,2 BD,2 BA
"42-12 28th Street, Unit 31K",Long Island City,2940,Studio,1 BA
"42-12 28th Street, Unit 27I",Long Island City,4750,2 BD,2 BA
"44-28 Purves Street, Unit 29G",Long Island City,5353,2 BD,2 BA
"41-42 24th Street, Unit 413",Long Island City,2599,1 BD,1 BA
"67-14 108th Street, Unit 2D",Forest Hills,1450,Studio,1 BA
"37-40 27th Street, Unit 6E",Long Island City,3675,2 BD,1 BA
"153-50 89th Avenue, Unit 1112",Jamaica,2225,1 BD,1 BA
"122-23 161st Place, Unit 2",South Jamaica,1800,2 BD,1 BA
"99-31 64th Avenue, Unit B14",Rego Park,2650,2 BD,2 BA
"23-27 27th Street, Unit 1",Astoria,2500,3 BD,1 BA
"42-51 Hunter Street, Unit PHC",Long Island City,4308,2 BD,2 BA
41-43 39th,Sunnyside,2850,2 BD,1.5 BA
"18-05 27th Avenue, Unit 2A",Astoria,3100,2 BD,2 BA
"43-25 Hunter Street, Unit 939E",Long Island City,3614,1 BD,1 BA
"43-10 Crescent Street, Unit 707",Long Island City,2964,Studio,1 BA
"43-10 Crescent Street, Unit 1016",Long Island City,2981,Studio,1 BA
"98-05 67th Avenue, Unit 3F",Rego Park,2173,1 BD,1 BA
"88 144th Street, Unit D5",Jamaica,1800,1 BD,1 BA
"42-17 27th Street, Unit 24C",Long Island City,4400,2 BD,2 BA
"27-21 44th Drive, Unit 1205",Long Island City,2650,Studio,1 BA
"135-15 83rd Avenue, Unit 5N",Briarwood,1700,1 BD,1 BA
"25-04 44th Street, Unit 1",Astoria,2400,1 BD,1 BA
"34-18 91st Street, Unit D13",Jackson Heights,2124,1 BD,1 BA
"5-11 47th Avenue, Unit 12D",Hunters Point,3235,Studio,1 BA
"144-30 35th Avenue, Unit B42",Murray Hill - Flushing,1750,1 BD,1 BA
"43-22 Queens Street, Unit 649",Long Island City,3263,1 BD,1 BA
"4 48th Avenue, Unit 28J",Hunters Point,3050,1 BD,1 BA
"5-11 47th Avenue, Unit 12D",Hunters Point,3235,Studio,1 BA
"67-14 73rd Place, Unit 2",Middle Village,2399,3 BD,2 BA
"42-12 28th Street, Unit 43J",Long Island City,3420,1 BD,1 BA
"42-17 27th Street, Unit 20E",Long Island City,3550,1 BD,1 BA
"5278 74th Street, Unit 3",Maspeth,2600,3 BD,2 BA
"45-10 Pearson Street, Unit 2",Long Island City,2600,1 BD,1 BA
"44-27 Purves Street, Unit 8D",Long Island City,2950,1 BD,1.5 BA
