"422 East 84th Street - Upper East Side, New York",25000,Single Family Townhouse,4 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 3,300"
"70 Vestry Street, 6C - TriBeCa, New York",25000,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,906"
"70 Vestry Street, 6C - TriBeCa, New York",25000,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,906"
"The Visionaire, 70 Little West Street, 30AB - Battery Park City, New York",25000,"Condo, Doorman",4 Beds | 4 Baths,"Approximate Sq. Feet: 3,655"
"60 Riverside Boulevard, PH3601 - Lincoln Square, New York",24500,"Condo, Doorman",4 Beds | 4 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,930"
"133 West 22nd Street, PHA - Chelsea, New York",24000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 2,248 | Approximate Exterior Sq. Ft: 625"
"23 Greene Street, PH - SoHo - Nolita, New York",23950,Rental,Loft | 4 Beds | 4 Baths | 1 Half Bath,"Approximate Sq. Feet: 4,000 | Approximate Exterior Sq. Ft: 800"
"One57, 157 West 57th Street, 41B - Central Park South, New York",23950,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,988"
"111 Murray Street, 36WEST - TriBeCa, New York",23500,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,280"
"TURTLE BAY TOWERS, 310 East 46th Street, PHHJ - Turtle Bay, New York",23000,"Condo/Cooperative, Doorman",6 Beds | 4 Baths | 1 Half Bath,"Approximate Sq. Feet: 4,511 | Approximate Exterior Sq. Ft: 1886"
"THE MUNITIONS, 60 Warren Street, 4 - TriBeCa, New York",22500,"Condo, Doorman",Loft | 4 Beds | 4 Baths,"Approximate Sq. Feet: 4,157"
"HASTING BUILDING, 71 Murray Street, 5 - TriBeCa, New York",22500,"Condo, Doorman",Loft | 4 Beds | 3 Baths,"Approximate Sq. Feet: 4,000"
"284 Lafayette Street, 2C - SoHo - Nolita, New York",22000,Cooperative,Loft | 3 Beds | 3 Baths,"Approximate Sq. Feet: 3,000"
"250 West Street, 2D - TriBeCa, New York",22000,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,505"
"300 Spring Street, COMMERCIAL - SoHo - Nolita, New York",22000,Commercial,| 2 Baths,"Approximate Sq. Feet: 1,729"
"THE PARK LAUREL, 15 West 63rd Street, 23A - Lincoln Square, New York",22000,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,466"
"800 Fifth Avenue, 28F - Upper East Side, New York",21650,"Rental, Doorman",2 Beds | 3 Baths,Listing ID: 3883463
"985 Fifth Avenue, 11B - Upper East Side, New York",21575,"Rental, Doorman",4 Beds | 4 Baths,"Approximate Sq. Feet: 2,000"
"821 Ninth Avenue, COMM - Clinton, New York",21000,Commercial,,Listing ID: 3803721
"The Lucida, 151 East 85th Street, 15C - Upper East Side, New York",21000,"Condo, Doorman",4 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,350"
"40 East 66th Street, 4B - Upper East Side, New York",20500,"Condo, Doorman",3 Beds | 4 Baths,"Approximate Sq. Feet: 2,455"
"456 Washington Street, 6D - TriBeCa, New York",20225,Rental,3 Beds | 3 Baths,"Approximate Sq. Feet: 2,200"
"Grand Tier, 1930 Broadway, 28C - Lincoln Square, New York",20000,"Rental, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 2,000"
"Museum Tower, 15 West 53rd Street, 23BC - Midtown, New York",20000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 2,890"
"232 West 15th Street, 1 - Chelsea, New York",20000,Multi-Family,2 Beds | 4 Baths,"Approximate Sq. Feet: 3,000"
"Essex House, 160 Central Park South, 2118/2120 - Central Park South, New York",20000,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,350"
"545 West 20th Street, 3B - Chelsea, New York",20000,"Condo, Doorman",Loft | 4 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 4,017"
"Four Seasons, 30 Park Pl, 73C - TriBeCa, New York",20000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,815"
"40 East 66th Street, 8C - Upper East Side, New York",20000,"Condo, Doorman",3 Beds | 4 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,458"
"160 Leroy Street, NORTH4A - West Village - Meatpacking District, New York",19999,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,046"
"333 East 65th Street - Upper East Side, New York",19750,Single Family Townhouse,5 Beds | 5 Baths | 1 Half Bath,"Approximate Sq. Feet: 4,500"
"Hawthorn Park, 160 West 62nd Street, 45C - Lincoln Square, New York",19732,"Rental, Doorman",3 Beds | 3 Baths,Listing ID: 3855176
"800 Fifth Avenue, 23F - Upper East Side, New York",19500,"Rental, Doorman",2 Beds | 3 Baths,Listing ID: 3785298
"Chelsea Mercantile, 252 Seventh Avenue, PHA - Chelsea, New York",19500,"Condo, Doorman",Loft | 3 Beds | 3 Baths,"Approximate Sq. Feet: 2,185 | Approximate Exterior Sq. Ft: 529"
"RIVER LOFTS, 92 Laight Street, 11A - TriBeCa, New York",19000,"Condo, Doorman",Loft | 3 Beds | 4 Baths,"Approximate Sq. Feet: 2,666"
"985 Fifth Avenue, 5B - Upper East Side, New York",19000,"Rental, Doorman",4 Beds | 4 Baths,Listing ID: 3823017
"48 Bond Street, 9 - Greenwich Village, New York",19000,"Condo/Cooperative, Doorman",3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,478"
