"343 East 21st Street, Unit Retail",Gramercy,2100,empty Beds,empty Bath
"350 Lenox Avenue, Unit 3N",Harlem,3255,3 BD,1 BA
"161 West 16th Street, Unit 15E",Chelsea,3550,Studio,1 BA
"2375 Adam Clayton Powell Junior Boulevard, Unit 11",Harlem,2626,2 BD,2 BA
"123 Washington Street, Unit 27C",Financial District,3650,Studio,1 BA
"45 Tudor City Place, Unit 1903",Midtown East,2300,Studio,1 BA
21 East 81st Street,Upper East Side,12500,3 BD,2 BA
"366 West 11th Street, Unit 7A",West Village,3500,Alcove,1 BA
"350 Lenox Avenue, Unit 1R",Harlem,2660,2 BD,1 BA
"551 Hudson Street, Unit 1",West Village,4767,2 BD,1 BA
"150 West 56th Street, Unit 4602",Theater District,5995,1 BD,1.5 BA
"251 West 89th Street, Unit 3F",Upper West Side,12995,3 BD,2 BA
"150 Sullivan Street, Unit 21",SoHo,4600,3 BD,1 BA
1955 Adam Clayton Powell Junior Boulevard,Harlem,4750,Studio,2 BA
"120 Greenwich Street, Unit 9F",Financial District,3850,1 BD,1 BA
"160 East 91st Street, Unit 3K",Upper East Side,2530,1 BD,1 BA
"101 West 81st Street, Unit 416",Upper West Side,6000,2 BD,2 BA
"97 Lexington Avenue, Unit 2C",Kips Bay,2850,1 BD,1 BA
"590 West 204th Street, Unit B23",Inwood,2699,3 BD,2 BA
"845 United Nations Plaza, Unit 63E",Midtown East,9500,1 BD,2 BA
"55 Wall Street, New York, NY, USA, Unit 834",Financial District,4300,1 BD,1 BA
"243 East 120th Street, Unit 5F",East Harlem,2200,2 BD,1 BA
"252 South Street, Unit 28D",Lower East Side,6953,2 BD,2 BA
"79 Laight Street, Unit 2B",TriBeCa,14000,3 BD,2.5 BA
"343 East 21st Street, Unit Retail",Gramercy,2100,empty Beds,empty Bath
"155 East 34th Street, Unit 7T",Murray Hill,3600,2 BD,1 BA
"225 Rector Place, Unit 5G",Battery Park City,3495,Alcove,1 BA
"325 West 84th Street, Unit 1",Upper West Side,6250,1 BD,1 BA
"200 East 69th Street, Unit 1N",Upper East Side,4000,1 BD,1 BA
"709 9th Avenue, Unit 2FS",Hell's Kitchen,2850,2 BD,1 BA
"55 Wall Street, New York, NY, USA, Unit 834",Financial District,4300,1 BD,1 BA
"250 Mercer Street, Unit D603",Greenwich Village,5375,1 BD,1 BA
"305 West 16th Street, Unit 6E",Chelsea,10250,2 BD,2 BA
"221 West 78th Street, Unit 3F",Upper West Side,2395,1 BD,1 BA
"504 West 110th Street, Unit 3B",Upper West Side,2850,1 BD,1 BA
458 West 51st Street,Hell's Kitchen,4985,2 BD,1 BA
"386 Columbus Avenue, Unit 14B",Upper West Side,7000,2 BD,2 BA
"130 West 79th Street, Unit Penthouse A",Upper West Side,9500,3 BD,2 BA
"175 West 12th Street, Unit 15B",West Village,6000,1 BD,1 BA
"838 West End Avenue, Unit 1D",Upper West Side,9000,3 BD,2.5 BA
"422 Amsterdam Avenue, Unit 3A",Upper West Side,3350,2 BD,1 BA
"123 Washington Street, Unit 53H",Financial District,4350,1 BD,1 BA
"25 Central Park West, Unit 23K",Upper West Side,14000,2 BD,2 BA
"310 East 53rd Street, Unit 17A",Midtown East,11500,2 BD,2.5 BA
"117 East 57th Street, Unit 27B",Midtown East,7000,2 BD,2 BA
"117 East 57th Street, Unit 25G",Midtown East,3800,1 BD,1 BA
"150 West 51st Street, Unit 908",Theater District,4000,1 BD,1 BA
"245 East 37th Street, Unit 1G",Murray Hill,3000,1 BD,1 BA
"21 West 86th Street, Unit 14A",Upper West Side,12995,3 BD,3.5 BA
"31 Jane Street, Unit 11E",West Village,3200,Alcove,1 BA
"14 Jones Street, Unit 3A",West Village,2925,1 BD,1 BA
"20 West Street, Unit 22M",Financial District,3200,Alcove,empty Bath
"640 Broadway, Unit PH9A",NoHo,18000,3 BD,3 BA
"40 East 78th Street, Unit 15C",Upper East Side,8900,2 BD,2 BA
"328 East 94th Street, Unit 3C",Upper East Side,2650,2 BD,2 BA
"183 Christopher Street, Unit 1",West Village,10000,2 BD,1 BA
"104 West 70th Street, Unit 2F",Upper West Side,3200,1 BD,1 BA
"61 West 62nd Street, Unit 22A",Upper West Side,3495,1 BD,1 BA
"35 West 33rd Street, Unit 12A",Midtown South,3025,Studio,1 BA
"35 West 33rd Street, Unit 11F",Midtown South,4217,1 BD,1 BA
"80 Park Avenue, Unit 5L",Murray Hill,3350,1 BD,1 BA
"50 East 80th Street, Unit 5B",Upper East Side,2250,1 BD,1 BA
"121 East 22nd Street, Unit N205",Gramercy,6995,1 BD,1 BA
"60 East 55th Street, Unit 14D",Midtown East,5500,1 BD,1 BA
"1160 3rd Avenue, Unit 14BCD",Upper East Side,9000,4 BD,3 BA
"25 Ann Street, Unit 6",Financial District,11500,3 BD,2 BA
"182 9th Avenue, Unit 3",Chelsea,6500,2 BD,2 BA
"15 Hudson Yards, Unit 69D",Hudson Yards,18000,2 BD,2.5 BA
"433 West 34th Street, Unit 7H",Hudson Yards,2275,Studio,1 BA
"817 West End Avenue, Unit 8D",Upper West Side,11000,3 BD,3 BA
"35 East 63rd Street, Unit 3B",Upper East Side,8250,1 BD,1.5 BA
"303 East 57th Street, Unit 10J",Midtown East,4500,2 BD,1.5 BA
"1049 5th Avenue, Unit 5B",Upper East Side,10500,2 BD,2 BA
"31 Jane Street, Unit 11E",West Village,3200,Alcove,1 BA
"14 Jones Street, Unit 3A",West Village,2925,1 BD,1 BA
"20 West Street, Unit 22M",Financial District,3200,Alcove,empty Bath
"640 Broadway, Unit PH9A",NoHo,18000,3 BD,3 BA
"40 East 78th Street, Unit 15C",Upper East Side,8900,2 BD,2 BA
"328 East 94th Street, Unit 3C",Upper East Side,2650,2 BD,2 BA
"183 Christopher Street, Unit 1",West Village,10000,2 BD,1 BA
"104 West 70th Street, Unit 2F",Upper West Side,3200,1 BD,1 BA
"61 West 62nd Street, Unit 22A",Upper West Side,3495,1 BD,1 BA
"35 West 33rd Street, Unit 12A",Midtown South,3025,Studio,1 BA
"35 West 33rd Street, Unit 11F",Midtown South,4217,1 BD,1 BA
"80 Park Avenue, Unit 5L",Murray Hill,3350,1 BD,1 BA
"50 East 80th Street, Unit 5B",Upper East Side,2250,1 BD,1 BA
"121 East 22nd Street, Unit N205",Gramercy,6995,1 BD,1 BA
"60 East 55th Street, Unit 14D",Midtown East,5500,1 BD,1 BA
"1160 3rd Avenue, Unit 14BCD",Upper East Side,9000,4 BD,3 BA
"25 Ann Street, Unit 6",Financial District,11500,3 BD,2 BA
"182 9th Avenue, Unit 3",Chelsea,6500,2 BD,2 BA
"15 Hudson Yards, Unit 69D",Hudson Yards,18000,2 BD,2.5 BA
"433 West 34th Street, Unit 7H",Hudson Yards,2275,Studio,1 BA
"817 West End Avenue, Unit 8D",Upper West Side,11000,3 BD,3 BA
"35 East 63rd Street, Unit 3B",Upper East Side,8250,1 BD,1.5 BA
"303 East 57th Street, Unit 10J",Midtown East,4500,2 BD,1.5 BA
"1049 5th Avenue, Unit 5B",Upper East Side,10500,2 BD,2 BA
"1443 York Avenue, Unit 5W",Upper East Side,2995,2 BD,1 BA
"340 East 23rd Street, Unit 11G",Gramercy,3000,Studio,1 BA
"129 West 20th Street, Unit PHBA",Chelsea,26995,5 BD,4.5 BA
"330 East 38th Street, Unit 32J",Murray Hill,4000,1 BD,1 BA
"200 East 21st Street, Unit 10B",Gramercy,5750,1 BD,1 BA
"606 West 148th Street, Unit 3",Hamilton Heights,3300,3 BD,2 BA
"40 East 78th Street, Unit 10C",Upper East Side,8450,2 BD,2 BA
"1280 5th Avenue, Unit 16A",East Harlem,8900,3 BD,3.5 BA
"323 East 8th Street, Unit 6C",East Village,2200,Alcove,1 BA
"302B West 121st Street, Unit Garden",Harlem,5500,3 BD,2 BA
"100 Park Avenue, Unit Retail",Murray Hill,23982,empty Beds,empty Bath
"123 East 64th Street, Unit COMMERCIAL",Upper East Side,2000,Studio,1 BA
"12 5th Avenue, Unit 21",Greenwich Village,5495,2 BD,2 BA
"180 West End Avenue, Unit 21J",Upper West Side,2650,Alcove,1 BA
"2322 Adam Clayton Powell Junior Boulevard, Unit 5G",Harlem,3000,2 BD,1 BA
"471 West 141st Street, Unit 4",Hamilton Heights,2850,2 BD,1 BA
"30 East 9th Street, Unit 2BB",Greenwich Village,6000,2 BD,1 BA
"213 East 88th Street, Unit 4B",Upper East Side,2300,1 BD,1 BA
"350 West 50th Street, Unit 3NN",Hell's Kitchen,2900,Studio,1 BA
"88 Greenwich Street, Unit 2301",Financial District,6100,2 BD,2 BA
"1 Central Park South, Unit 1604",Central Park South,11995,2 BD,2 BA
"1050 6th Avenue, Unit 24A",Midtown South,13200,2 BD,2 BA
"4 West 22nd Street, Unit PH",Flatiron,14500,3 BD,2 BA
"45 Tudor City Place, Unit 2101",Midtown East,2300,Studio,1 BA
"342 Manhattan Avenue, Unit 3N",Harlem,3300,3 BD,1 BA
"540 Main Street, Unit 450",Roosevelt Island,3600,2 BD,1 BA
"20 West 64th Street, Unit 42S",Upper West Side,4550,1 BD,1 BA
"539 Malcolm X Boulevard, Unit 4F",Harlem,2700,2 BD,1 BA
"116 West 121st Street, Unit PARLOR",Harlem,3000,2 BD,empty Bath
"346 East 119th Street, Unit 5B",East Harlem,2500,1 BD,1 BA
"401 East 60th Street, Unit 29B",Upper East Side,7995,3 BD,3 BA
"441 East 57th Street, Unit 5",Midtown East,15000,4 BD,4 BA
"188 East 64th Street, Unit 707",Upper East Side,4900,1 BD,1 BA
"422 West 20th Street, Unit 4F",Chelsea,5250,2 BD,1 BA
"20 Pine Street, Unit 3204",Financial District,8500,2 BD,2 BA
"1107 Broadway, Unit 6B",NoMad,18500,3 BD,2.5 BA
"123 Washington Street, Unit PH56B",Financial District,20000,2 BD,2 BA
"400 Park Avenue South, Unit 27A",NoMad,6200,1 BD,1 BA
"435 East 79th Street, Unit 4T",Upper East Side,3375,1 BD,1 BA
"415 East 54th Street, Unit 9E",Midtown East,5400,1 BD,1.5 BA
"101 Leonard Street, Unit 3D",TriBeCa,8300,2 BD,2 BA
199 Lafayette Street,SoHo,79657,empty Beds,empty Bath
"200 East 61st Street, Unit 32B",Upper East Side,5400,1 BD,1 BA
"39 Christopher Street, Unit 2D",West Village,3900,2 BD,1 BA
"306 West 48th Street, Unit 34C",Hell's Kitchen,5862,2 BD,2 BA
"186 West 80th Street, Unit 4B",Upper West Side,3200,1 BD,1 BA
"250 East 30th Street, Unit 10D",Kips Bay,3354,1 BD,1 BA
"333 7th Avenue, Unit Retail",Chelsea,18666,empty Beds,empty Bath
"540 West 49th Street, Unit 107S",Hell's Kitchen,5250,2 BD,2 BA
"350 West 42nd Street, Unit 5B",Hudson Yards,3650,1 BD,1 BA
150 East 2nd Street,East Village,4561,Studio,1 BA
"520 Park Avenue, Fl 25",Upper East Side,62000,4 BD,5 BA
"88 Greenwich Street, Unit 329",Financial District,3200,Alcove,1 BA
"457 West 57th Street, Unit 1616",Hell's Kitchen,2500,Studio,1 BA
"40 Mercer Street, Unit 5",SoHo,20000,3 BD,3.5 BA
"71 2nd Avenue, Unit 5",East Village,6600,3 BD,1 BA
"462 West 58th Street, Unit 4A",Hell's Kitchen,8000,3 BD,2.5 BA
"306 West 48th Street, Unit 27C",Hell's Kitchen,4463,1 BD,1 BA
"115 Elizabeth Street, Unit A",Little Italy,4600,2 BD,2 BA
"1565 2nd Avenue, Unit #3",Upper East Side,4000,3 BD,1 BA
"346 Lenox Avenue, Unit 4A",Harlem,3050,2 BD,1 BA
"555 West 59th Street, Unit 17B",Upper West Side,10000,3 BD,3 BA
"225 East 34th Street, Unit 18B",Murray Hill,7300,2 BD,2 BA
"282 11th Avenue, Unit 513",Chelsea,4000,1 BD,1 BA
"415 East 54th Street, Unit 21H",Midtown East,5000,1 BD,1.5 BA
"539 Lenox Avenue, Unit 4D",Harlem,3300,3 BD,1 BA
"542 West 153rd Street, Unit 306",Hamilton Heights,3740,2 BD,1 BA
"71 2nd Avenue, Unit 4",East Village,6600,3 BD,1 BA
"44 East End Avenue, Unit TH2",Upper East Side,4750,1 BD,2 BA
"55 Wall Street, Unit 620",Financial District,4500,1 BD,1 BA
"260 Park Avenue South, Unit 7F",Flatiron,6600,1 BD,1.5 BA
"2109 Broadway, Unit 9157",Upper West Side,5000,2 BD,1.5 BA
"540 West 49th Street, Unit 107S",Hell's Kitchen,5250,2 BD,2 BA
"350 West 42nd Street, Unit 5B",Hudson Yards,3650,1 BD,1 BA
150 East 2nd Street,East Village,4561,Studio,1 BA
"520 Park Avenue, Fl 25",Upper East Side,62000,4 BD,5 BA
"88 Greenwich Street, Unit 329",Financial District,3200,Alcove,1 BA
"457 West 57th Street, Unit 1616",Hell's Kitchen,2500,Studio,1 BA
"40 Mercer Street, Unit 5",SoHo,20000,3 BD,3.5 BA
"71 2nd Avenue, Unit 5",East Village,6600,3 BD,1 BA
"462 West 58th Street, Unit 4A",Hell's Kitchen,8000,3 BD,2.5 BA
"306 West 48th Street, Unit 27C",Hell's Kitchen,4463,1 BD,1 BA
"115 Elizabeth Street, Unit A",Little Italy,4600,2 BD,2 BA
"1565 2nd Avenue, Unit #3",Upper East Side,4000,3 BD,1 BA
"346 Lenox Avenue, Unit 4A",Harlem,3050,2 BD,1 BA
"555 West 59th Street, Unit 17B",Upper West Side,10000,3 BD,3 BA
"225 East 34th Street, Unit 18B",Murray Hill,7300,2 BD,2 BA
"282 11th Avenue, Unit 513",Chelsea,4000,1 BD,1 BA
"415 East 54th Street, Unit 21H",Midtown East,5000,1 BD,1.5 BA
"539 Lenox Avenue, Unit 4D",Harlem,3300,3 BD,1 BA
"542 West 153rd Street, Unit 306",Hamilton Heights,3740,2 BD,1 BA
"71 2nd Avenue, Unit 4",East Village,6600,3 BD,1 BA
"44 East End Avenue, Unit TH2",Upper East Side,4750,1 BD,2 BA
"55 Wall Street, Unit 620",Financial District,4500,1 BD,1 BA
"260 Park Avenue South, Unit 7F",Flatiron,6600,1 BD,1.5 BA
"2109 Broadway, Unit 9157",Upper West Side,5000,2 BD,1.5 BA
"108 West 129th Street, Unit 1",Harlem,5950,3 BD,3 BA
"55 Walker Street, Unit 4A",TriBeCa,7995,2 BD,2 BA
"328 West 86th Street, Unit 5C",Upper West Side,4800,2 BD,1.5 BA
"120 West 21st Street, Unit 1504",Chelsea,5350,1 BD,1 BA
"4 Manhattan Avenue, Unit 2B",Upper West Side,4800,4 BD,2 BA
"5 East 22nd Street, Unit 27F",Flatiron,5800,2 BD,2 BA
"330 East 38th Street, Unit 6O",Murray Hill,2850,Studio,1 BA
"33 5th Avenue, Unit 4D",Greenwich Village,5900,1 BD,1 BA
"2259 Adam Clayton Powell Junior Boulevard, Unit 2E",Harlem,4300,4 BD,2 BA
"2373 Broadway, Unit 1928",Upper West Side,7325,2 BD,2.5 BA
"130 East 18th Street, Unit 5H",Gramercy,3500,1 BD,1 BA
"243 Henry Street, Unit 22",Lower East Side,4000,3 BD,1 BA
"2109 Broadway, Unit 531",Upper West Side,3100,1 BD,1 BA
"522 west 29th street, Unit Maisonette A",Chelsea,16500,3 BD,3 BA
"2259 Adam Clayton Powell Junior Boulevard, Unit 2E",Harlem,4300,4 BD,2 BA
"2041 Adam Clayton Powell Junior Boulevard, Unit 1B",Harlem,4400,4 BD,2 BA
"302 West 12th Street, Unit 17B",West Village,6950,1 BD,1 BA
"20 W. 64th Street, Unit 11V",Upper West Side,3950,1 BD,1 BA
"120 East 86th Street, Unit Retail",Upper East Side,91758,empty Beds,empty Bath
"530 Park Avenue, Unit 17A",Upper East Side,19000,2 BD,2.5 BA
"521 West 23rd Street, Unit 3R",Chelsea,8950,1 BD,2 BA
"30 East 9th Street, Unit 2II",Greenwich Village,4750,1 BD,1 BA
"306 West 48th Street, Unit 11C",Hell's Kitchen,4069,1 BD,1 BA
"15 Charlton Street, Unit 2",SoHo,5400,1 BD,1 BA
"106 Central Park South, Unit 14D",Central Park South,2800,Studio,1 BA
"456 West 19th Street, Unit Penthouse-I",Chelsea,22500,2 BD,2.5 BA
"7 East 86th Street, Unit 11C",Upper East Side,2800,Alcove,1 BA
"21 West 86th Street, Unit 6G",Upper West Side,6800,2 BD,2 BA
"372 Central Park West, Unit 3Y",Upper West Side,3200,1 BD,1 BA
"319 East 73rd Street, Unit 4D",Upper East Side,2995,1 BD,1 BA
"532 East 83rd Street, Unit 3R",Upper East Side,4395,4 BD,1 BA
"2259 Adam Clayton Powell Junior Boulevard, Unit 3W",Harlem,3400,3 BD,1 BA
"130 West 118th Street, Unit Duplex",Harlem,7950,4 BD,3.5 BA
"101 West 79th Street, Unit 7D",Upper West Side,7500,2 BD,2 BA
"235 West 132nd Street, Unit 2",Harlem,4500,3 BD,2.5 BA
"635 West 42nd Street, Unit 19F",Hell's Kitchen,3800,1 BD,1 BA
"167 Perry Street, Unit 4K",West Village,4510,1 BD,1 BA
"145 West 4th Street, Unit B1",Greenwich Village,3900,2 BD,1 BA
"135 West 16th Street, Unit 20",Chelsea,4800,2 BD,1 BA
"123 Washington Street, Unit 52D",Financial District,6795,2 BD,2 BA
"125 East 12th Street, Unit PHC",Greenwich Village,13500,3 BD,2 BA
"200 West 106th Street, Unit 5C",Upper West Side,6000,5 BD,2 BA
"109 West 105th Street, Unit 1C",Upper West Side,3750,3 BD,1 BA
"129 West 78th Street, Unit GARDEN",Upper West Side,2500,Studio,1 BA
"21 West 86th Street, Unit 2B",Upper West Side,8769,3 BD,3 BA
"627 West 136th Street, Unit 7",Hamilton Heights,2550,2 BD,1 BA
"211 West 19th Street, Unit RETAIL",Chelsea,31875,Studio,0.5 BA
"254 Park Avenue South, Unit 6B",Flatiron,5500,1 BD,2 BA
"280 Park Avenue South, Unit 12L",Flatiron,4950,1 BD,1 BA
"15 Broad Street, Unit 1606",Financial District,6200,2 BD,1 BA
"116 Franklin Street, Unit 3",TriBeCa,7750,2 BD,1 BA
"359 East 68th Street, Unit 8th Floor",Upper East Side,9000,2 BD,3 BA
"106 Central Park South, Unit 7O",Central Park South,3250,Studio,1 BA
"505 East 79th Street, Unit 10G",Upper East Side,3700,1 BD,1 BA
"620 West 149th Street, Unit 4C",Hamilton Heights,2995,2 BD,2 BA
"400 East 70th Street, Unit 2605",Upper East Side,5999,2 BD,2.5 BA
"92 Perry Street, Unit 14",West Village,5200,1 BD,1 BA
"136 East Broadway, Unit 3B",Chinatown,2750,1 BD,1 BA
"205 West 103rd Street, Unit 6B",Upper West Side,5500,5 BD,2 BA
"106 West 116th Street, Unit 2A",Harlem,3700,2 BD,2 BA
325 Lexington Avenue,Murray Hill,3500,Studio,1 BA
"325 East 10th Street, Unit F5A",East Village,4000,2 BD,2 BA
"322 West 57th Street, Unit 27B",Hell's Kitchen,4850,1 BD,1 BA
"532 Laguardia Place, Unit 3",Greenwich Village,7775,2 BD,2 BA
"10 West 65th Street, Unit 6N",Upper West Side,4500,1 BD,1 BA
"20 Pine Street, Unit 2310",Financial District,3150,Studio,1 BA
"211 West 70th Street, Unit 4A",Upper West Side,4375,2 BD,1.5 BA
143 West 78th Street,Upper West Side,18000,6 BD,6 BA
"235 East 55th Street, Unit 35A",Midtown East,6000,2 BD,2 BA
"8 West 119th Street, Unit 12A",Harlem,2495,1 BD,1 BA
"170 2nd Avenue, Unit 16B",East Village,11500,2 BD,1.5 BA
"418 East 59th Street, Unit 35A",Midtown East,7500,2 BD,2.5 BA
"280 Park Avenue South, Unit 12L",Flatiron,4950,1 BD,1 BA
"15 Broad Street, Unit 1606",Financial District,6200,2 BD,1 BA
"116 Franklin Street, Unit 3",TriBeCa,7750,2 BD,1 BA
"359 East 68th Street, Unit 8th Floor",Upper East Side,9000,2 BD,3 BA
"106 Central Park South, Unit 7O",Central Park South,3250,Studio,1 BA
"505 East 79th Street, Unit 10G",Upper East Side,3700,1 BD,1 BA
"620 West 149th Street, Unit 4C",Hamilton Heights,2995,2 BD,2 BA
"400 East 70th Street, Unit 2605",Upper East Side,5999,2 BD,2.5 BA
"92 Perry Street, Unit 14",West Village,5200,1 BD,1 BA
"136 East Broadway, Unit 3B",Chinatown,2750,1 BD,1 BA
"205 West 103rd Street, Unit 6B",Upper West Side,5500,5 BD,2 BA
"106 West 116th Street, Unit 2A",Harlem,3700,2 BD,2 BA
325 Lexington Avenue,Murray Hill,3500,Studio,1 BA
"325 East 10th Street, Unit F5A",East Village,4000,2 BD,2 BA
"322 West 57th Street, Unit 27B",Hell's Kitchen,4850,1 BD,1 BA
"532 Laguardia Place, Unit 3",Greenwich Village,7775,2 BD,2 BA
"10 West 65th Street, Unit 6N",Upper West Side,4500,1 BD,1 BA
"20 Pine Street, Unit 2310",Financial District,3150,Studio,1 BA
"211 West 70th Street, Unit 4A",Upper West Side,4375,2 BD,1.5 BA
143 West 78th Street,Upper West Side,18000,6 BD,6 BA
"235 East 55th Street, Unit 35A",Midtown East,6000,2 BD,2 BA
"8 West 119th Street, Unit 12A",Harlem,2495,1 BD,1 BA
"170 2nd Avenue, Unit 16B",East Village,11500,2 BD,1.5 BA
"418 East 59th Street, Unit 35A",Midtown East,7500,2 BD,2.5 BA
"255 West 108th Street, Unit 8A",Upper West Side,3950,2 BD,1 BA
"687 Greenwich St, Unit House 6",West Village,25000,4 BD,2.5 BA
"250 East 74th Street, Unit GR",Upper East Side,5500,3 BD,2 BA
"312 West 101st Street, Unit 8",Upper West Side,2800,1 BD,1 BA
"604 East 9th Street, Unit 4","Manhattan, NY 10009",3000,1 BD,1 BA
"15 William Street, Unit 38E",Financial District,6995,2 BD,2 BA
"319 West 116th Street, Unit 5D",Harlem,2795,2 BD,1 BA
"23 East 22nd Street, Unit 24A",Flatiron,30000,3 BD,3.5 BA
"321 West 110th Street, Unit 14A",Harlem,6500,2 BD,2 BA
"130 West 15th Street, Unit 8R",Chelsea,5595,1 BD,1 BA
"310 East 46th Street, Unit 10C",Midtown East,3200,1 BD,1 BA
"403 Manhattan Avenue, Unit 2",Harlem,2700,2 BD,1 BA
"8 East 30th Street, Unit 4A",NoMad,3000,2 BD,1 BA
"90 East End Avenue, Unit 22APH",Upper East Side,30000,4 BD,6 BA
"199 2nd Avenue, Unit 3",East Village,6750,3 BD,1 BA
"252 South Street, Unit 50J",Lower East Side,4900,1 BD,1 BA
"149 West 117th Street, Unit GARDEN",Harlem,4300,2 BD,1 BA
"8 Spruce Street, Unit 19B",Financial District,4560,1 BD,1 BA
"10 East 14th Street, Unit 6",Greenwich Village,15950,3 BD,2.5 BA
"157 East 72nd Street, Unit 2D",Upper East Side,5200,2 BD,1 BA
"195 Prince Street, Unit 2S",SoHo,4300,1 BD,1 BA
"50 West Street, Unit 20B",Financial District,16995,3 BD,3.5 BA
"170 2nd Avenue, Unit 16B",East Village,10500,2 BD,1.5 BA
"28 East 130th Street, Unit 2A",East Harlem,1950,Alcove,1 BA
"1 Irving Place, Unit V9D",Gramercy,4500,1 BD,1 BA
"310 East 46th Street, Unit 4T",Midtown East,3100,Studio,1 BA
"11 East 36th Street, Unit 704",Midtown South,3700,1 BD,1 BA
"1628 2nd Avenue, Unit 4A",Upper East Side,2700,Studio,1 BA
"26 Bethune Street, Unit 2",West Village,8350,3 BD,2.5 BA
"65 West 70th Street, Unit 3N",Upper West Side,6600,4 BD,3 BA
"140 West 12th Street, Unit 302",Greenwich Village,29500,4 BD,4.5 BA
"7 Essex Street, Unit 7A",Chinatown,5950,2 BD,2 BA
"510 West 110th Street, Unit 3E",Upper West Side,2950,1 BD,1 BA
"306 West 48th Street, Unit 33A",Hell's Kitchen,3981,1 BD,1 BA
"95 West 95th Street, Unit 5F",Upper West Side,3200,1 BD,1 BA
"250 East 53rd Street, Unit 1002",Midtown East,7000,2 BD,2 BA
"196 Orchard Street, Unit 9F",Lower East Side,10000,2 BD,2 BA
"230 Riverside Drive, Unit 12F",Upper West Side,2495,Studio,1 BA
"28 East 130th Street, Unit 1B",East Harlem,2290,Studio,1.5 BA
"305 East 51st Street, Unit 30B",Midtown East,5684,1 BD,1.5 BA
"306 West 48th Street, Unit 20B",Hell's Kitchen,4200,1 BD,1 BA
"235 West End Avenue, Unit 2H",Upper West Side,4800,2 BD,2 BA
"25 Tudor City Place, Unit 1209",Murray Hill,2000,Studio,1 BA
"32 East 74th Street, Unit 2",Upper East Side,13000,3 BD,3 BA
"300 East 40th Street, Unit 26A",Murray Hill,2700,Alcove,1 BA
"542 West 153rd Street, Unit 401",Hamilton Heights,3750,2 BD,1 BA
"20 West Street, Unit 14H",Financial District,3700,1 BD,1 BA
"179 Sherman Avenue, Unit Store",Inwood,4500,empty Beds,empty Bath
"172 West 79th Street, Unit 4D",Upper West Side,3650,1 BD,1 BA
"2300 Frederick Douglass Boulevard, Unit 11C",Harlem,3800,1 BD,1 BA
"301 West 118th Street, Unit 5C",Harlem,4600,2 BD,2 BA
"542 West 153rd Street, Unit 305",Hamilton Heights,3670,2 BD,1 BA
"342 East 110th Street, Unit 3E",East Harlem,3250,2 BD,2 BA
"31 8th Avenue, Unit 4",West Village,2950,Studio,1 BA
"217-219 West Broadway, Unit 3",TriBeCa,27500,3 BD,3.5 BA
"206 Rivington Street, Unit 2E",Lower East Side,3070,2 BD,1 BA
"330 West 43rd Street, Unit 3",Hell's Kitchen,2295,1 BD,1 BA
"100 Barclay Street, Unit 11J",TriBeCa,8600,1 BD,1.5 BA
"120 East 13th Street, Unit 3R",Greenwich Village,5100,1 BD,1 BA
"143 Mott Street, Unit 3",Little Italy,2950,2 BD,1 BA
"1795 Lexington Avenue, Unit LL",East Harlem,3850,Studio,1 BA
"1 Irving Place, Unit V15D",Gramercy,4400,1 BD,1 BA
95 Pitt Street,Lower East Side,2000,1 BD,1 BA
9th Avenue,Hell's Kitchen,2400,Studio,1 BA
"150 West 51st Street, Unit 730",Theater District,3500,1 BD,1 BA
"223 West 105th Street, Unit 4RW",Upper West Side,2395,1 BD,1 BA
"223 West 105th Street, Unit 3FE",Upper West Side,2300,Studio,1 BA
"235 West 48th Street, Unit 30E",Theater District,3919,1 BD,1 BA
"150 West 51st Street, Unit 1720",Theater District,4500,1 BD,1 BA
"300 East 39th Street, Unit 22D",Murray Hill,4809,1 BD,1 BA
"555 West 151st Street, Unit 62",Hamilton Heights,1700,1 BD,1 BA
"19 Commerce Street, Unit 10",West Village,3095,1 BD,1 BA
"107 East 63rd Street, Unit 3B",Upper East Side,3850,2 BD,1 BA
"200 East 71st Street, Unit 2L",Upper East Side,3000,Studio,1 BA
"334 East 82nd Street, Unit 4FE",Upper East Side,2390,1 BD,1 BA
"326 East 58th Street, Unit 5C",Midtown East,2000,Studio,1 BA
"214 East 51st Street, Unit 1D",Midtown East,2295,Studio,1 BA
"207 Madison Street, Unit 3",Lower East Side,3450,2 BD,1 BA
"12 5th Avenue, Unit 62",Greenwich Village,2650,Studio,1 BA
"301 East 21st Street, Unit 15K",Gramercy,4300,1 BD,1 BA
"59 West 69th Street, Unit 4F",Upper West Side,2550,1 BD,1 BA
"300 West 12th Street, Unit 3I",West Village,3995,1 BD,1 BA
"521 West 175th Street, Unit 42",Washington Heights,2400,3 BD,1 BA
"632-634 East 11th Street, Unit 2",East Village,2900,1 BD,1 BA
"310 Greenwich Street, Unit 24F",TriBeCa,5295,2 BD,1 BA
"437 West 46th Street, Unit 3RE",Hell's Kitchen,2850,1 BD,1 BA
"555 10th Avenue, Unit 40I",Hudson Yards,5325,1 BD,1 BA
"555 10th Avenue, Unit 40I",Hudson Yards,5325,1 BD,1 BA
"190 Wadsworth Avenue, Unit 40",Washington Heights,3500,4 BD,2 BA
"201 2nd Avenue, Unit G",East Village,4495,2 BD,1 BA
"260 West 52nd Street, Unit 23A",Theater District,5315,2 BD,2 BA
"260 West 52nd Street, Unit 21C",Theater District,5920,2 BD,2 BA
