"847 Madison Street, Unit 3A",Bedford-Stuyvesant,2700,1 BD,1 BA,Brooklyn
"25 Lafayette Avenue, Unit 3E",Fort Greene,3750,2 BD,1 BA,Brooklyn
"272 Grand Street, Unit 5",Williamsburg,3500,2 BD,1 BA,Brooklyn
"252 12th Street, Unit 3D",South Slope,2750,2 BD,1 BA,Brooklyn
"21 India Street, Unit T1501",Greenpoint,5800,2 BD,2 BA,Brooklyn
"1215 Ocean Avenue, Unit 4G",Ditmas Park,1800,1 BD,1 BA,Brooklyn
"21 India Street, Unit S304",Greenpoint,5570,2 BD,2 BA,Brooklyn
"504 Myrtle Avenue, Unit 41V",Clinton Hill,3000,1 BD,1 BA,Brooklyn
"504 Myrtle Avenue, Unit 40X",Clinton Hill,2750,Studio,1 BA,Brooklyn
"504 Myrtle Avenue, Unit 51T",Clinton Hill,3100,1 BD,1 BA,Brooklyn
"504 Myrtle Avenue, Unit 50X",Clinton Hill,2550,Studio,1 BA,Brooklyn
"170 Woodruff Avenue, Unit 2A",Flatbush,2500,3 BD,1 BA,Brooklyn
"665 Central Avenue, Unit 1R",Bushwick,2300,2 BD,1 BA,Brooklyn
120 Nassau Street,Downtown Brooklyn,4415,1 BD,1 BA,Brooklyn
"99 Lafayette Avenue, Unit 3G",Fort Greene,2838,1 BD,1 BA,Brooklyn
"2425 Nostrand Avenue, Unit 117",Midwood,1575,Studio,1 BA,Brooklyn
120 Nassau Street,Downtown Brooklyn,4380,1 BD,1 BA,Brooklyn
"120 Nassau Street, Unit B28",Downtown Brooklyn,4680,1 BD,1 BA,Brooklyn
"504 Myrtle Avenue, Unit 31T",Clinton Hill,3100,1 BD,1 BA,Brooklyn
120 Nassau Street,Downtown Brooklyn,3635,1 BD,1 BA,Brooklyn
"1677 8th Avenue, Unit 1R",South Slope,2222,1 BD,1 BA,Brooklyn
"505 East 22nd Street, Unit 4L",Ditmas Park,1550,1 BD,1 BA,Brooklyn
"663 Central Avenue, Unit 2L",Bushwick,2000,2 BD,1 BA,Brooklyn
"216 6th Avenue, Unit 4A",North Slope,1900,Studio,1 BA,Brooklyn
"1000 Park Place, Unit 3A",Crown Heights,3000,3 BD,1 BA,Brooklyn
"20 Bushwick Avenue, Unit 2L",East Williamsburg,2700,2 BD,1 BA,Brooklyn
"156 North 4th Street, Unit 9W",Williamsburg,3485,1 BD,1 BA,Brooklyn
"120 Nassau Street, Unit D24",Downtown Brooklyn,4170,1 BD,1 BA,Brooklyn
"384 Bergen Street, Unit 2",North Slope,3495,2 BD,1 BA,Brooklyn
"120 Nassau Street, Unit F28",Downtown Brooklyn,4580,1 BD,1 BA,Brooklyn
"412 East 54th Street, Unit 2",East Flatbush,1999,2 BD,1 BA,Brooklyn
"565 Morgan Avenue, Unit 1",Greenpoint,2200,1 BD,1 BA,Brooklyn
"201 Seventh Avenue, Unit 4B",Central Slope,4150,2 BD,1 BA,Brooklyn
"202 9th Street, Unit 3",Gowanus,3600,3 BD,1 BA,Brooklyn
"1726 84th Street, Unit 12",Bensonhurst,1900,2 BD,1 BA,Brooklyn
"157 Norman Avenue, Unit 2R",Greenpoint,2800,1 BD,1 BA,Brooklyn
"335 61st Street, Unit 2A",Sunset Park,1900,2 BD,1 BA,Brooklyn
"328 Madison Street, Unit C1",Bedford-Stuyvesant,2566,2 BD,1 BA,Brooklyn
"66 Rockwell Place, Unit 40B",Fort Greene,2994,Studio,1 BA,Brooklyn
"78 8th Avenue, Unit 3F",North Slope,2150,Studio,1 BA,Brooklyn
"467 Keap Street, Unit 5A",East Williamsburg,4395,2 BD,2 BA,Brooklyn
"276 Sumpter Street, Unit 1",Bedford-Stuyvesant,2100,2 BD,1 BA,Brooklyn
"244 6th Avenue, Unit 3",North Slope,2700,2 BD,1 BA,Brooklyn
"15 Lincoln Place, Unit 3",North Slope,3600,2 BD,1 BA,Brooklyn
"272 Henry Street, Unit 4F",Brooklyn Heights,2500,1 BD,1 BA,Brooklyn
"146 Nelson Street, Unit 2",Carroll Gardens,2600,1 BD,1 BA,Brooklyn
"219 5th Avenue, Unit 4L",North Slope,3300,2 BD,1 BA,Brooklyn
"532 Clinton Street, Unit 3",Carroll Gardens,2600,1 BD,1 BA,Brooklyn
"518 Bainbridge Street, Unit 2A",Bedford-Stuyvesant,1800,1 BD,1 BA,Brooklyn
"2611 East 13th Street, Unit 4J",Sheepshead Bay,2475,2 BD,1 BA,Brooklyn
"7410 Ridge Boulevard, Unit 4M",Bay Ridge,2255,1 BD,1 BA,Brooklyn
"4114 9th Avenue, Unit 2G",Sunset Park,2640,2 BD,1.5 BA,Brooklyn
"500 Sterling Place, Unit 2G",Crown Heights,2292,Studio,1 BA,Brooklyn
"166 Schaefer Street, Unit 1A",Bushwick,2300,2 BD,1 BA,Brooklyn
"45 Newel Street, Unit 5B",Greenpoint,4300,3 BD,1 BA,Brooklyn
"86 Fleet Place, Unit 19N",Downtown Brooklyn,2955,Studio,1 BA,Brooklyn
"287 Prospect Avenue, Unit 2G",South Slope,2263,1 BD,1 BA,Brooklyn
"257 15th Street, Unit 104",Park Slope,3250,2 BD,1 BA,Brooklyn
"486 Dekalb Avenue, Unit 2",Clinton Hill,3200,3 BD,1 BA,Brooklyn
"250 North 10th, Unit 333",Williamsburg,5335,2 BD,2 BA,Brooklyn
"282 Degraw Street, Unit 1",Carroll Gardens,3000,1 BD,1 BA,Brooklyn
"1153 President Street, Unit 1153",Crown Heights,3185,3 BD,1 BA,Brooklyn
"1 North 4th Place, Unit 28J",Williamsburg,3988,1 BD,1 BA,Brooklyn
"287 Prospect Avenue, Unit 6D",South Slope,2995,2 BD,2 BA,Brooklyn
"535 Carlton Avenue, Unit 206",Prospect Heights,2720,1 BD,1 BA,Brooklyn
"1 North 4th Place, Unit 20K",Williamsburg,5431,2 BD,2 BA,Brooklyn
"202 Macon Street, Unit 3A",Bedford-Stuyvesant,2950,2 BD,1 BA,Brooklyn
"1 North 4th Place, Unit 22E",Williamsburg,3163,Studio,1 BA,Brooklyn
"1 North 4th Place, Unit 17D",Williamsburg,4550,2 BD,2 BA,Brooklyn
"405 Putnam Avenue, Unit 2",Bedford-Stuyvesant,2500,1 BD,1 BA,Brooklyn
"161 Carroll Street, Unit 2",Carroll Gardens,2600,1 BD,1 BA,Brooklyn
"180 Montague Street, Unit 11E",Brooklyn Heights,3378,1 BD,1 BA,Brooklyn
"343 Gold Street, Unit 1001",Downtown Brooklyn,3544,1 BD,1 BA,Brooklyn
"365 Bond Street, Unit C601",Gowanus,3631,1 BD,1 BA,Brooklyn
"181 Clermont Avenue, Unit 208",Fort Greene,3000,1 BD,1 BA,Brooklyn
"341 Eastern Parkway, Unit 2H",Crown Heights,3803,2 BD,2 BA,Brooklyn
"341 Eastern Parkway, Unit 2H",Crown Heights,4149,2 BD,2 BA,Brooklyn
"354 State Street, Unit 3B",Boerum Hill,2700,1 BD,1 BA,Brooklyn
"259 21st Street, Unit 3G",Greenwood Heights,3200,Studio,1 BA,Brooklyn
"341 Eastern Parkway, Unit J3",Crown Heights,2850,1 BD,1 BA,Brooklyn
"341 Eastern Parkway, Unit J3",Crown Heights,3109,1 BD,1 BA,Brooklyn
"33 Caton Place, Unit 2S",Windsor Terrace,3625,2 BD,2 BA,Brooklyn
"306 Gold Street, Unit 10G",Downtown Brooklyn,4000,2 BD,2 BA,Brooklyn
"373 South 4th Street, Unit 2B",East Williamsburg,3116,2 BD,1 BA,Brooklyn
"416 East 53rd Street, Unit 1",East Flatbush,2350,3 BD,1 BA,Brooklyn
"416 East 53rd Street, Unit 2",East Flatbush,2450,3 BD,1 BA,Brooklyn
50 North 5th Street,Williamsburg,3990,1 BD,1 BA,Brooklyn
440-a 13th Street,South Slope,6000,Studio,1.5 BA,Brooklyn
"59 Rapelye Street, Unit 2",Columbia Street Waterfront,3999,2 BD,2 BA,Brooklyn
"361 Sterling Place, Unit 403",Prospect Heights,2175,Studio,1 BA,Brooklyn
"142 Hicks Street, Unit 5A",Brooklyn Heights,2100,Studio,1 BA,Brooklyn
"203 Huron Street, Unit 1R",Greenpoint,2700,1 BD,1 BA,Brooklyn
"125 Parkside Avenue, Unit 6M",Prospect Park South,4213,2 BD,2 BA,Brooklyn
"212 Linden Boulevard, Unit 5C",Flatbush,2395,1 BD,1 BA,Brooklyn
"191 Classon Avenue, Unit GDN",Clinton Hill,2550,1 BD,1 BA,Brooklyn
"59 Rapelye Street, Unit 3",Columbia Street Waterfront,4250,2 BD,2 BA,Brooklyn
88 Atlantic Avenue,Cobble Hill,5292,3 BD,2 BA,Brooklyn
"685 18th Street, Unit 2F",Windsor Terrace,2100,1 BD,1 BA,Brooklyn
"181 Clermont Avenue, Unit 208",Fort Greene,3000,1 BD,1 BA,Brooklyn
"341 Eastern Parkway, Unit 2H",Crown Heights,3803,2 BD,2 BA,Brooklyn
"341 Eastern Parkway, Unit 2H",Crown Heights,4149,2 BD,2 BA,Brooklyn
"354 State Street, Unit 3B",Boerum Hill,2700,1 BD,1 BA,Brooklyn
"259 21st Street, Unit 3G",Greenwood Heights,3200,Studio,1 BA,Brooklyn
"341 Eastern Parkway, Unit J3",Crown Heights,2850,1 BD,1 BA,Brooklyn
"341 Eastern Parkway, Unit J3",Crown Heights,3109,1 BD,1 BA,Brooklyn
"33 Caton Place, Unit 2S",Windsor Terrace,3625,2 BD,2 BA,Brooklyn
"306 Gold Street, Unit 10G",Downtown Brooklyn,4000,2 BD,2 BA,Brooklyn
"373 South 4th Street, Unit 2B",East Williamsburg,3116,2 BD,1 BA,Brooklyn
"416 East 53rd Street, Unit 1",East Flatbush,2350,3 BD,1 BA,Brooklyn
"416 East 53rd Street, Unit 2",East Flatbush,2450,3 BD,1 BA,Brooklyn
50 North 5th Street,Williamsburg,3990,1 BD,1 BA,Brooklyn
440-a 13th Street,South Slope,6000,Studio,1.5 BA,Brooklyn
"59 Rapelye Street, Unit 2",Columbia Street Waterfront,3999,2 BD,2 BA,Brooklyn
"361 Sterling Place, Unit 403",Prospect Heights,2175,Studio,1 BA,Brooklyn
"142 Hicks Street, Unit 5A",Brooklyn Heights,2100,Studio,1 BA,Brooklyn
"203 Huron Street, Unit 1R",Greenpoint,2700,1 BD,1 BA,Brooklyn
"125 Parkside Avenue, Unit 6M",Prospect Park South,4213,2 BD,2 BA,Brooklyn
"212 Linden Boulevard, Unit 5C",Flatbush,2395,1 BD,1 BA,Brooklyn
"191 Classon Avenue, Unit GDN",Clinton Hill,2550,1 BD,1 BA,Brooklyn
"59 Rapelye Street, Unit 3",Columbia Street Waterfront,4250,2 BD,2 BA,Brooklyn
88 Atlantic Avenue,Cobble Hill,5292,3 BD,2 BA,Brooklyn
"685 18th Street, Unit 2F",Windsor Terrace,2100,1 BD,1 BA,Brooklyn
"85 Garfield Place, Unit 2",North Slope,3850,2 BD,1 BA,Brooklyn
"584 Myrtle Avenue, Unit 1A",Clinton Hill,2900,2 BD,1 BA,Brooklyn
"222 Columbia Street, Unit 2A",Columbia Street Waterfront,2400,1 BD,1 BA,Brooklyn
"145 Borinquen Place, Unit 6",East Williamsburg,2604,1 BD,1 BA,Brooklyn
"459 Keap Street, Unit R1",East Williamsburg,4000,1 BD,1 BA,Brooklyn
"499 Park Place, Unit 4F",Crown Heights,1900,Studio,1 BA,Brooklyn
"333 Atlantic Avenue, Unit 5A",Boerum Hill,3750,2 BD,1 BA,Brooklyn
"243 St Marks Avenue, Unit 2",Prospect Heights,3600,1 BD,1 BA,Brooklyn
"2233 Caton Avenue, Unit 3B",Flatbush,2500,2 BD,2 BA,Brooklyn
"250 Sullivan Place, Unit A",Crown Heights,3300,3 BD,1 BA,Brooklyn
"70 Dahill Road, Unit 1B",Kensington,1895,Studio,1 BA,Brooklyn
"3052 Brighton 1st Street, Unit A10",Brighton Beach,2150,1 BD,1 BA,Brooklyn
"3052 Brighton 1st Street, Unit A4",Brighton Beach,1950,1 BD,1 BA,Brooklyn
"12 Belvidere Street, Unit 1B",Bushwick,4500,4 BD,1.5 BA,Brooklyn
"35 Rogers Avenue, Unit 3B",Crown Heights,2850,3 BD,1.5 BA,Brooklyn
"156 96th Street, Unit 1",Bay Ridge,1800,1 BD,1 BA,Brooklyn
"10 City Point, Unit 44F",Downtown Brooklyn,5077,2 BD,2 BA,Brooklyn
146 Pierrepont Street,Brooklyn Heights,7710,2 BD,2 BA,Brooklyn
146 Pierrepont Street,Brooklyn Heights,7710,2 BD,2 BA,Brooklyn
"2611 East 13th Street, Unit 2H",Sheepshead Bay,1868,1 BD,1 BA,Brooklyn
"86 Hoyt Street, Unit 1",Boerum Hill,3300,2 BD,1 BA,Brooklyn
"180 Myrtle Avenue, Unit 15N",Downtown Brooklyn,4780,2 BD,1 BA,Brooklyn
"180 Myrtle Avenue, Unit 15P",Downtown Brooklyn,4533,2 BD,1 BA,Brooklyn
"1327 Halsey, Unit 2R",Bushwick,2700,3 BD,1 BA,Brooklyn
"645 Leonard Street, Unit 2F",Greenpoint,2850,1 BD,1 BA,Brooklyn
"80 Grove Street, Unit 1R",Bushwick,3500,4 BD,2 BA,Brooklyn
"8504 5th Avenue, Unit 2",Bay Ridge,2400,3 BD,1 BA,Brooklyn
"111 Lawrence Street, Unit 25L",Downtown Brooklyn,3662,1 BD,1 BA,Brooklyn
"152 Richardson Street, Unit 3R",Williamsburg,2150,1 BD,1 BA,Brooklyn
"127 Tompkins Avenue, Unit 2",Bedford-Stuyvesant,2600,3 BD,1 BA,Brooklyn
"1501 Voorhies Avenue, Unit 8K",Sheepshead Bay,3985,2 BD,2 BA,Brooklyn
"335 Lefferts Avenue, Unit C10",Prospect Lefferts Gardens,1875,1 BD,1 BA,Brooklyn
"250 Ashland Place, Unit 33N",Fort Greene,3813,1 BD,1 BA,Brooklyn
250 Ashland Place,Fort Greene,6936,3 BD,2 BA,Brooklyn
250 Ashland Place,Fort Greene,6121,2 BD,2 BA,Brooklyn
"7402 Bay Parkway, Unit C01",Bensonhurst,1750,1 BD,1 BA,Brooklyn
"50 Mac Donough Street, Unit 8",Bedford-Stuyvesant,5667,5 BD,3 BA,Brooklyn
"50 Mac Donough Street, Unit 4",Bedford-Stuyvesant,5000,4 BD,3 BA,Brooklyn
"50 Mac Donough Street, Unit 1",Bedford-Stuyvesant,5958,6 BD,4.5 BA,Brooklyn
"733 Bushwick Avenue, Unit 1",Bushwick,3300,3 BD,1.5 BA,Brooklyn
"160 Ocean Parkway, Unit 5H",Kensington,2500,2 BD,1 BA,Brooklyn
"86 Berry Street, Unit 3L",Williamsburg,3400,2 BD,1 BA,Brooklyn
"340 14th Street, Unit 2",South Slope,3483,1 BD,1 BA,Brooklyn
"207 Prospect Park Southwest, Unit 4E",Windsor Terrace,3000,2 BD,1 BA,Brooklyn
"21 India Street, Unit T1911",Greenpoint,5380,2 BD,2 BA,Brooklyn
"846 Carroll Street, Unit 1A",North Slope,6500,2 BD,2 BA,Brooklyn
"125 Parkside Avenue, Unit 4C",Prospect Park South,4570,2 BD,2 BA,Brooklyn
"420 Kent Avenue, Unit 4280B",Williamsburg,2686,Studio,1 BA,Brooklyn
"645 Leonard Street, Unit 2F",Greenpoint,2850,1 BD,1 BA,Brooklyn
"80 Grove Street, Unit 1R",Bushwick,3500,4 BD,2 BA,Brooklyn
"8504 5th Avenue, Unit 2",Bay Ridge,2400,3 BD,1 BA,Brooklyn
"111 Lawrence Street, Unit 25L",Downtown Brooklyn,3662,1 BD,1 BA,Brooklyn
"152 Richardson Street, Unit 3R",Williamsburg,2150,1 BD,1 BA,Brooklyn
"127 Tompkins Avenue, Unit 2",Bedford-Stuyvesant,2600,3 BD,1 BA,Brooklyn
"1501 Voorhies Avenue, Unit 8K",Sheepshead Bay,3985,2 BD,2 BA,Brooklyn
"335 Lefferts Avenue, Unit C10",Prospect Lefferts Gardens,1875,1 BD,1 BA,Brooklyn
"250 Ashland Place, Unit 33N",Fort Greene,3813,1 BD,1 BA,Brooklyn
250 Ashland Place,Fort Greene,6936,3 BD,2 BA,Brooklyn
250 Ashland Place,Fort Greene,6121,2 BD,2 BA,Brooklyn
"7402 Bay Parkway, Unit C01",Bensonhurst,1750,1 BD,1 BA,Brooklyn
"50 Mac Donough Street, Unit 8",Bedford-Stuyvesant,5667,5 BD,3 BA,Brooklyn
"50 Mac Donough Street, Unit 4",Bedford-Stuyvesant,5000,4 BD,3 BA,Brooklyn
"50 Mac Donough Street, Unit 1",Bedford-Stuyvesant,5958,6 BD,4.5 BA,Brooklyn
"733 Bushwick Avenue, Unit 1",Bushwick,3300,3 BD,1.5 BA,Brooklyn
"160 Ocean Parkway, Unit 5H",Kensington,2500,2 BD,1 BA,Brooklyn
"86 Berry Street, Unit 3L",Williamsburg,3400,2 BD,1 BA,Brooklyn
"340 14th Street, Unit 2",South Slope,3483,1 BD,1 BA,Brooklyn
"207 Prospect Park Southwest, Unit 4E",Windsor Terrace,3000,2 BD,1 BA,Brooklyn
"21 India Street, Unit T1911",Greenpoint,5380,2 BD,2 BA,Brooklyn
"846 Carroll Street, Unit 1A",North Slope,6500,2 BD,2 BA,Brooklyn
"125 Parkside Avenue, Unit 4C",Prospect Park South,4570,2 BD,2 BA,Brooklyn
"420 Kent Avenue, Unit 4280B",Williamsburg,2686,Studio,1 BA,Brooklyn
"381 Myrtle Avenue, Unit G",Fort Greene,10000,Studio,4 BA,Brooklyn
"109 Greene Avenue, Unit 3E",Clinton Hill,3117,1 BD,1 BA,Brooklyn
"76 Rogers Avenue, Unit 2",Crown Heights,2200,2 BD,1 BA,Brooklyn
"420 Kent Avenue, Unit 4250B",Williamsburg,2490,Studio,1 BA,Brooklyn
"101 Lafayette Avenue, Unit 1B",Fort Greene,2400,Studio,1 BA,Brooklyn
"27 Vanderbilt Avenue, Unit 2A",Clinton Hill,2850,2 BD,1 BA,Brooklyn
"123 Parkside Avenue, Unit 3D",Prospect Park South,3370,1 BD,1 BA,Brooklyn
"388 Bridge Street, Unit 38H",Downtown Brooklyn,5500,2 BD,2 BA,Brooklyn
50 North 5th Street,Williamsburg,5525,2 BD,2 BA,Brooklyn
"420 Kent Avenue, Unit 3180B",Williamsburg,2699,Studio,1 BA,Brooklyn
"101 Norman Avenue, Unit 3",Greenpoint,4700,3 BD,2 BA,Brooklyn
"2902 Beverley Road, Unit 2F",Flatbush,2800,3 BD,1 BA,Brooklyn
50 North 5th Street,Williamsburg,6675,2 BD,2 BA,Brooklyn
"92 Atlantic Avenue, Unit 3A",Cobble Hill,4981,3 BD,2 BA,Brooklyn
"420 Kent Avenue, Unit 4160B",Williamsburg,2770,Studio,1 BA,Brooklyn
"27 Vanderbilt Avenue, Unit 3A",Clinton Hill,2850,2 BD,1 BA,Brooklyn
"105 4th Avenue, Unit 3F",North Slope,2800,2 BD,1 BA,Brooklyn
"550 Schenectady Avenue, Unit 2",East Flatbush,2000,2 BD,1 BA,Brooklyn
"76 Rogers Avenue, Unit 1",Crown Heights,1900,1 BD,1 BA,Brooklyn
"178 North 11th Street, Unit 6E",Williamsburg,5945,3 BD,2 BA,Brooklyn
"52 Clark Street, Unit 1N",Brooklyn Heights,2300,Studio,1 BA,Brooklyn
"57 70th Street, Unit 2",Bay Ridge,3100,3 BD,1 BA,Brooklyn
"420 Kent Avenue, Unit 4041B",Williamsburg,3925,1 BD,1 BA,Brooklyn
"1170 Ocean Avenue, Unit 6J",Midwood Park,2175,1 BD,1 BA,Brooklyn
"603 Henry Street, Unit 1",Carroll Gardens,3500,1 BD,1 BA,Brooklyn
"44 Berry Street, Unit 5C",Williamsburg,4665,3 BD,1 BA,Brooklyn
"139 North 10th Street, Unit 1E",Williamsburg,3850,1 BD,1 BA,Brooklyn
"239 North 9th Street, Unit W522",Williamsburg,3132,Studio,1 BA,Brooklyn
"300 Ashland Place, Unit 28R",Fort Greene,3781,1 BD,1 BA,Brooklyn
"43 Cumberland Street, Unit 3L",Fort Greene,2799,2 BD,1 BA,Brooklyn
"180 Myrtle Avenue, Unit 9C",Downtown Brooklyn,3550,1 BD,1 BA,Brooklyn
"753 Lexington Avenue, Unit 2A",Bedford-Stuyvesant,2399,2 BD,1 BA,Brooklyn
"25 Monroe Place, Unit 7D",Brooklyn Heights,3325,1 BD,1 BA,Brooklyn
"4109 7th Avenue, Unit C1",Sunset Park,2245,2 BD,1 BA,Brooklyn
"618 Bushwick Avenue, Unit 622A",Bushwick,2612,1 BD,1 BA,Brooklyn
"548 79th Street, Unit 2",Bay Ridge,3200,3 BD,2 BA,Brooklyn
"116 Pulaski Street, Unit 3",Bedford-Stuyvesant,1899,Studio,1 BA,Brooklyn
"1525 Benson Avenue, Unit 2",Bath Beach,2400,3 BD,1 BA,Brooklyn
"626 Flatbush Avenue, Unit 15N",Prospect Lefferts Gardens,2247,Studio,1 BA,Brooklyn
"8500 4th Avenue, Unit 3A",Bay Ridge,1899,1 BD,1 BA,Brooklyn
"26 West Street, Unit 3K",Greenpoint,3224,1 BD,1 BA,Brooklyn
"81 Washington Street, Unit 3A",DUMBO,5575,1 BD,1 BA,Brooklyn
"74 Grand Avenue, Unit 3M",Clinton Hill,2850,1 BD,1 BA,Brooklyn
"1263 Broadway, Unit 1L",Bushwick,2295,2 BD,1 BA,Brooklyn
"1263 Broadway, Unit 1L",Bushwick,2295,2 BD,1 BA,Brooklyn
"453 Macon Street, Unit 3",Bedford-Stuyvesant,2395,1 BD,1 BA,Brooklyn
"318 Carroll Street, Unit 2",Carroll Gardens,2575,1 BD,1 BA,Brooklyn
"1062 Bergen Street, Unit 1D",Crown Heights,2600,2 BD,1 BA,Brooklyn
"603 Henry Street, Unit 1",Carroll Gardens,3500,1 BD,1 BA,Brooklyn
"44 Berry Street, Unit 5C",Williamsburg,4665,3 BD,1 BA,Brooklyn
"139 North 10th Street, Unit 1E",Williamsburg,3850,1 BD,1 BA,Brooklyn
"239 North 9th Street, Unit W522",Williamsburg,3132,Studio,1 BA,Brooklyn
"300 Ashland Place, Unit 28R",Fort Greene,3781,1 BD,1 BA,Brooklyn
"43 Cumberland Street, Unit 3L",Fort Greene,2799,2 BD,1 BA,Brooklyn
"180 Myrtle Avenue, Unit 9C",Downtown Brooklyn,3550,1 BD,1 BA,Brooklyn
"753 Lexington Avenue, Unit 2A",Bedford-Stuyvesant,2399,2 BD,1 BA,Brooklyn
"25 Monroe Place, Unit 7D",Brooklyn Heights,3325,1 BD,1 BA,Brooklyn
"4109 7th Avenue, Unit C1",Sunset Park,2245,2 BD,1 BA,Brooklyn
"618 Bushwick Avenue, Unit 622A",Bushwick,2612,1 BD,1 BA,Brooklyn
"548 79th Street, Unit 2",Bay Ridge,3200,3 BD,2 BA,Brooklyn
"116 Pulaski Street, Unit 3",Bedford-Stuyvesant,1899,Studio,1 BA,Brooklyn
"1525 Benson Avenue, Unit 2",Bath Beach,2400,3 BD,1 BA,Brooklyn
"626 Flatbush Avenue, Unit 15N",Prospect Lefferts Gardens,2247,Studio,1 BA,Brooklyn
"8500 4th Avenue, Unit 3A",Bay Ridge,1899,1 BD,1 BA,Brooklyn
"26 West Street, Unit 3K",Greenpoint,3224,1 BD,1 BA,Brooklyn
"81 Washington Street, Unit 3A",DUMBO,5575,1 BD,1 BA,Brooklyn
"74 Grand Avenue, Unit 3M",Clinton Hill,2850,1 BD,1 BA,Brooklyn
"1263 Broadway, Unit 1L",Bushwick,2295,2 BD,1 BA,Brooklyn
"1263 Broadway, Unit 1L",Bushwick,2295,2 BD,1 BA,Brooklyn
"453 Macon Street, Unit 3",Bedford-Stuyvesant,2395,1 BD,1 BA,Brooklyn
"318 Carroll Street, Unit 2",Carroll Gardens,2575,1 BD,1 BA,Brooklyn
"1062 Bergen Street, Unit 1D",Crown Heights,2600,2 BD,1 BA,Brooklyn
"862 Union Street, Unit 1B",North Slope,5200,3 BD,2 BA,Brooklyn
"514 86th Street, Unit 3",Bay Ridge,2995,3 BD,1 BA,Brooklyn
"356 State Street, Unit 4C",Boerum Hill,2500,Studio,1 BA,Brooklyn
"19 Seeley Street, Unit 3",Windsor Terrace,3000,3 BD,1.5 BA,Brooklyn
"604 Manhattan Avenue, Unit 1R",Greenpoint,2400,1 BD,1 BA,Brooklyn
"140 Hope Street, Unit 3D",Williamsburg,4400,2 BD,2 BA,Brooklyn
"77 Newel Street, Unit 2",Greenpoint,3750,3 BD,2 BA,Brooklyn
"461 Dean Street, Unit 28C",Prospect Heights,5591,2 BD,2 BA,Brooklyn
"77 Newel Street, Unit 1",Greenpoint,5600,4 BD,4 BA,Brooklyn
"619 Hancock Street, Unit 6",Bedford-Stuyvesant,3595,4 BD,1 BA,Brooklyn
"619 Hancock Street, Unit 6",Bedford-Stuyvesant,3595,4 BD,1 BA,Brooklyn
"242 Utica Avenue, Unit 1",Crown Heights,3300,3 BD,2 BA,Brooklyn
883 Albany Avenue,East Flatbush,2350,3 BD,1 BA,Brooklyn
"214 Duffield Street, Unit 41B",Downtown Brooklyn,4145,1 BD,1 BA,Brooklyn
"561 Clinton Street, Unit 3A",Carroll Gardens,2000,1 BD,1 BA,Brooklyn
"100 Willoughby Street, Unit 27J",Downtown Brooklyn,3435,Studio,1 BA,Brooklyn
"531 Myrtle Avenue, Unit 2C",Clinton Hill,4462,2 BD,2 BA,Brooklyn
"320 Atlantic Avenue, Unit 3",Boerum Hill,3600,2 BD,1 BA,Brooklyn
420 Kent Avenue,Williamsburg,5785,2 BD,2 BA,Brooklyn
"25 Washington Street, Unit 4L",DUMBO,3675,1 BD,1 BA,Brooklyn
"390 Union Street, Unit 2",Carroll Gardens,3000,1 BD,1 BA,Brooklyn
"78-07 64th Street, Unit 1",Glendale,2550,2 BD,1 BA,Brooklyn
"504 Myrtle Avenue, Unit 70K",Clinton Hill,2900,Studio,1 BA,Brooklyn
"266 Washington Avenue, Unit C9",Clinton Hill,2796,2 BD,1 BA,Brooklyn
"1255 Bushwick Avenue, Unit 6E",Bushwick,3500,2 BD,2 BA,Brooklyn
"1 Hanson Place, Unit 16H",Fort Greene,7000,3 BD,2 BA,Brooklyn
"390 Union Street, Unit 3",Carroll Gardens,2950,1 BD,1 BA,Brooklyn
"120 Nassau Street, Unit PHB",Downtown Brooklyn,12000,3 BD,2 BA,Brooklyn
"3400 Snyder Avenue, Unit 4D",East Flatbush,1650,Studio,1 BA,Brooklyn
"1416 Putnam Avenue, Unit 3R",Bushwick,1950,2 BD,1 BA,Brooklyn
"457 15th Street, Unit 3CC",South Slope,2650,1 BD,1 BA,Brooklyn
"1 North 5th Street, Unit 5B",Williamsburg,4995,2 BD,2 BA,Brooklyn
"180 Nassau Street, Unit 5M",Downtown Brooklyn,3861,1 BD,1 BA,Brooklyn
"164 Lefferts Place, Unit 1",Clinton Hill,3300,2 BD,2 BA,Brooklyn
"140 Berkeley Place, Unit 3",North Slope,4000,3 BD,1 BA,Brooklyn
"55 North 5th Street, Unit 501WW",Williamsburg,5067,2 BD,2 BA,Brooklyn
1609 Cortelyou Road,Beverley Square West,6000,Studio,1 BA,Brooklyn
"490 Myrtle Avenue, Unit 7K",Clinton Hill,4696,2 BD,2 BA,Brooklyn
"1 Hanson Place, Unit 32A",Fort Greene,2500,Studio,1 BA,Brooklyn
"224 Atlantic Avenue, Unit 2LR",Cobble Hill,2100,Studio,1 BA,Brooklyn
"425 Keap Street, Unit 4A",East Williamsburg,4300,1 BD,1 BA,Brooklyn
"78 Prospect Park West, Unit 2FF",Central Slope,5500,3 BD,2 BA,Brooklyn
"5 Monroe Street, Unit 1",Clinton Hill,3500,3 BD,2 BA,Brooklyn
"378 Myrtle Avenue, Unit 1",Fort Greene,3400,2 BD,1 BA,Brooklyn
"659 Washington Avenue, Unit 3",Crown Heights,3750,3 BD,2 BA,Brooklyn
"1 Blue Slip, Unit 21N",Greenpoint,3253,1 BD,1 BA,Brooklyn
