Address,Neighborhood,Price,Beds,Baths,Boro,Agency
"93 Herbert Street, Apt. 3",Williamsburg,3342,1 Bed,1 Bath,Brooklyn,Corcoran
Willoughby Avenue,Bushwick,2200,1 Bed,1 Bath,Brooklyn,Corcoran
"682 Union Street, Apt. 3A",Park Slope,4500,1 Bed,1 Bath,Brooklyn,Corcoran
"19 Grace Court, Apt. 4B",Brooklyn Heights,10000,4 Beds,3 Baths,Brooklyn,Corcoran
Washington Park,Fort Greene,2800,1 Bed,1 Bath,Brooklyn,Corcoran
"419 Chauncey Street, Apt. 1C",Bedford-Stuyvesant,2099,1 Bed,1 Bath,Brooklyn,Corcoran
"43 Meserole Street, Apt. A1",Williamsburg,3200,1 Bed,1 Bath,Brooklyn,Corcoran
"555 Waverly Avenue, Apt. 80-J",Clinton Hill,2529,Studio,1 Bath,Brooklyn,Corcoran
"555 Waverly Avenue, Apt. 52-S",Clinton Hill,4429,2 Beds,2 Baths,Brooklyn,Corcoran
"555 Waverly Avenue, Apt. 72-M",Clinton Hill,4325,2 Beds,2 Baths,Brooklyn,Corcoran
"321 Wythe Avenue, Apt. 1006",Williamsburg,5000,2 Beds,1 Bath,Brooklyn,Corcoran
Eastern Parkway,Crown Heights,4555,2 Beds,2 Baths,Brooklyn,Corcoran
86th Street,Bay Ridge,1429,1 Bed,1 Bath,Brooklyn,Corcoran
"171 Eagle Street, Apt. 1A",Greenpoint,4895,2 Beds,2 Baths,Brooklyn,Corcoran
14th Street,Park Slope,2795,2 Beds,1 Bath,Brooklyn,Corcoran
"11 Maple Street, Apt. C-5",Lefferts Gardens,3000,3 Beds,2 Baths,Brooklyn,Corcoran
"555 Waverly Avenue, Apt. 81-L",Clinton Hill,3354,1 Bed,1 Bath,Brooklyn,Corcoran
"555 Waverly Avenue, Apt. 81-B",Clinton Hill,3200,1 Bed,1 Bath,Brooklyn,Corcoran
"555 Waverly Avenue, Apt. 21-P",Clinton Hill,3275,1 Bed,1 Bath,Brooklyn,Corcoran
Eastern Parkway,Crown Heights,3175,1 Bed,1 Bath,Brooklyn,Corcoran
"43 Cumberland Street, Apt. 1R",Fort Greene,3499,4 Beds,2 Baths,Brooklyn,Corcoran
Clinton Street,Brooklyn Heights,10995,3 Beds,3 Baths,Brooklyn,Corcoran
"39 ARGYLE Road, Apt. 4A",Ditmas Park,2800,3 Beds,1 Bath,Brooklyn,Corcoran
"535 45th Street, Apt. 6-C",Sunset Park,1950,2 Beds,1 Bath,Brooklyn,Corcoran
7TH Avenue,Park Slope,2000,Studio,1 Bath,Brooklyn,Corcoran
Schenectady Avenue,Crown Heights,2500,3 Beds,1 Bath,Brooklyn,Corcoran
Dean Street,Crown Heights,3350,2 Beds,1 Bath,Brooklyn,Corcoran
"254 Wyckoff Street, Apt. 2R",Boerum Hill,3000,1 Bed,1 Bath,Brooklyn,Corcoran
"429 Kent Avenue, Apt. 804",Williamsburg,5200,2 Beds,2 Baths,Brooklyn,Corcoran
"2288 Atlantic Avenue, Apt. 5-A",Bedford-Stuyvesant,2245,2 Beds,1 Bath,Brooklyn,Corcoran
"307 Baltic Street, Apt. 4A",Boerum Hill,4800,2 Beds,1 Bath,Brooklyn,Corcoran
"84 Front Street, Apt. 10C",DUMBO,5950,2 Beds,2 Baths,Brooklyn,Corcoran
"84 Front Street, Apt. 10C",Vinegar Hill,5950,2 Beds,2 Baths,Brooklyn,Corcoran
"4 North 5th Street, Apt. 18-E",Williamsburg,5750,2 Beds,2 Baths,Brooklyn,Corcoran
"276 Suydam Street, Apt. 3A",Bushwick,2800,2 Beds,1 Bath,Brooklyn,Corcoran
"77 South 6th Street, Apt. 1",Williamsburg,2300,Studio,1 Bath,Brooklyn,Corcoran
Graham Avenue,Williamsburg,2395,1 Bed,1 Bath,Brooklyn,Corcoran
"34 North 7th Street, Apt. 10H",Williamsburg,3800,1 Bed,1 Bath,Brooklyn,Corcoran
"1430 Putnam Avenue, Apt. 3-L",Bushwick,2525,3 Beds,1 Bath,Brooklyn,Corcoran
"847 Madison Street, Apt. PH",Bedford-Stuyvesant,2925,2 Beds,1 Bath,Brooklyn,Corcoran
"764 ST JOHNS Place, Apt. 2D",Crown Heights,2400,1 Bed,1 Bath,Brooklyn,Corcoran
Atlantic Avenue,Boerum Hill,3475,3 Beds,1 Bath,Brooklyn,Corcoran
"25 Lexington Avenue, Apt. 404",Clinton Hill,3354,1 Bed,1 Bath,Brooklyn,Corcoran
"383 Parkside Avenue, Apt. 2",Lefferts Gardens,4000,2 Beds,2 Baths,Brooklyn,Corcoran
"200 Hull Street, Apt. 1",Bedford-Stuyvesant,2100,2 Beds,1 Bath,Brooklyn,Corcoran
"543 17th Street, Apt. 3",Park Slope,2300,1 Bed,1 Bath,Brooklyn,Corcoran
Broadway,Williamsburg,2795,2 Beds,1 Bath,Brooklyn,Corcoran
"199 State Street, Apt. 3B",Brooklyn Heights,5625,2 Beds,2 Baths,Brooklyn,Corcoran
Court Street,Boerum Hill,4975,2 Beds,1 Bath,Brooklyn,Corcoran
Broadway,Williamsburg,2750,1 Bed,2 Baths,Brooklyn,Corcoran
"446 Kingston Avenue, Apt. F-21",Lefferts Gardens,1750,1 Bed,1 Bath,Brooklyn,Corcoran
"195 Spencer Street, Apt. 3A",Clinton Hill,3800,1 Bed,1 Bath,Brooklyn,Corcoran
"25 Lexington Avenue, Apt. 403",Clinton Hill,3210,1 Bed,1 Bath,Brooklyn,Corcoran
Bay Ridge Parkway,Bay Ridge,1699,1 Bed,1 Bath,Brooklyn,Corcoran
"1 Main Street, Apt. 8k",DUMBO,6995,1 Bed,2 Baths,Brooklyn,Corcoran
"1 Main Street, Apt. 8k",Vinegar Hill,6995,1 Bed,2 Baths,Brooklyn,Corcoran
"280 Ocean Parkway, Apt. 5-S",Kensington,1890,1 Bed,1 Bath,Brooklyn,Corcoran
Bond Street,Gowanus,3660,1 Bed,1 Bath,Brooklyn,Corcoran
Franklin Avenue,Crown Heights,3115,2 Beds,1 Bath,Brooklyn,Corcoran
"383 Parkside Avenue, Apt. 3",Lefferts Gardens,3995,2 Beds,1 Bath,Brooklyn,Corcoran
State Street,Brooklyn Heights,2500,1 Bed,1 Bath,Brooklyn,Corcoran
Union Avenue,Williamsburg,4725,2 Beds,2 Baths,Brooklyn,Corcoran
"25 Lexington Avenue, Apt. 202",Clinton Hill,3354,1 Bed,2 Baths,Brooklyn,Corcoran
"30 Main Street, Apt. 11H",DUMBO,7950,2 Beds,2 Baths,Brooklyn,Corcoran
"30 Main Street, Apt. 11H",Vinegar Hill,7950,2 Beds,2 Baths,Brooklyn,Corcoran
Manhattan Avenue,Greenpoint,2400,1 Bed,1 Bath,Brooklyn,Corcoran
Ocean Avenue,Sheepshead Bay,2500,3 Beds,1 Bath,Brooklyn,Corcoran
"6801 Bay Parkway, Apt. 15",Brooklyn Heights,1600,1 Bed,1 Bath,Brooklyn,Corcoran
"270 East 2nd Street, Apt. 1F",Kensington,2400,1 Bed,2 Baths,Brooklyn,Corcoran
"25 Lexington Avenue, Apt. 301",Clinton Hill,3282,1 Bed,1 Bath,Brooklyn,Corcoran
"21 India Street, Apt. T-1703",Greenpoint,3883,1 Bed,1 Bath,Brooklyn,Corcoran
North 8th Street,Williamsburg,6250,2 Beds,2 Baths,Brooklyn,Corcoran
"90 Atlantic Avenue, Apt. 2A",Brooklyn Heights,5000,3 Beds,2 Baths,Brooklyn,Corcoran
Columbia Place,Brooklyn Heights,2500,1 Bed,1 Bath,Brooklyn,Corcoran
North 1st Street,Williamsburg,2600,2 Beds,1 Bath,Brooklyn,Corcoran
"248 Duffield Street, Apt. 6VV",Downtown Brooklyn,4241,1 Bed,1 Bath,Brooklyn,Corcoran
"25 Lexington Avenue, Apt. PH1",Clinton Hill,5750,2 Beds,2 Baths,Brooklyn,Corcoran
EAGLE Street,Greenpoint,8500,3 Beds,2 Baths,Brooklyn,Corcoran
"2 North 6th Place, Apt. 3J",Williamsburg,3350,Studio,1 Bath,Brooklyn,Corcoran
"2 North 6th Place, Apt. 3J",Williamsburg,3350,Studio,1 Bath,Brooklyn,Corcoran
"149 Sterling Street, Apt. 1C",Lefferts Gardens,2500,2 Beds,1 Bath,Brooklyn,Corcoran
16th Street,Gowanus,1388,Studio,1 Bath,Brooklyn,Corcoran
"2422 Snyder Avenue, Apt. 2",Flatbush,3000,3 Beds,1 Bath,Brooklyn,Corcoran
East 29th Street,Sheepshead Bay,2850,3 Beds,1 Bath,Brooklyn,Corcoran
Myrtle Avenue,Clinton Hill,3060,1 Bed,1 Bath,Brooklyn,Corcoran
"50 Greenpoint Avenue, Apt. 5C",Greenpoint,6300,3 Beds,2 Baths,Brooklyn,Corcoran
Vanderbilt Avenue,Prospect Heights,7500,2 Beds,2 Baths,Brooklyn,Corcoran
"50 Plaza Street East, Apt. 2A",Park Slope,6295,4 Beds,3 Baths,Brooklyn,Corcoran
"273 18th Street, Apt. 2",Greenwood,3300,3 Beds,1 Bath,Brooklyn,Corcoran
"6803 3rd Avenue, Apt. A-3",Bay Ridge,2300,2 Beds,1 Bath,Brooklyn,Corcoran
"768 Nostrand Avenue, Apt. 3",empty neighborhood,2800,3 Beds,1 Bath,Brooklyn,Corcoran
Bridge Street,Downtown Brooklyn,3250,1 Bed,1 Bath,Brooklyn,Corcoran
"150 Myrtle Avenue, Apt. 3606",Downtown Brooklyn,6800,3 Beds,3 Baths,Brooklyn,Corcoran
JEFFERSON Avenue,Bushwick,2200,2 Beds,1 Bath,Brooklyn,Corcoran
North 9th Street,Williamsburg,2450,2 Beds,1 Bath,Brooklyn,Corcoran
"1568 Pacific Street, Apt. 4B",Crown Heights,2250,2 Beds,1 Bath,Brooklyn,Corcoran
Bridge Street,Downtown Brooklyn,3300,1 Bed,1 Bath,Brooklyn,Corcoran
"1 Hanson Place, Apt. 13M",Fort Greene,5700,2 Beds,2 Baths,Brooklyn,Corcoran
"414 Elmwood Avenue, Apt. 3L",Midwood,1800,1 Bed,1 Bath,Brooklyn,Corcoran
Bushwick Avenue,Bushwick,2100,1 Bed,1 Bath,Brooklyn,Corcoran
"145 72nd Street, Apt. F4",Bay Ridge,1550,Studio,1 Bath,Brooklyn,Corcoran
"2422 Snyder Avenue, Apt. 4",Flatbush,3300,3 Beds,1 Bath,Brooklyn,Corcoran
Metropolitan Avenue,Williamsburg,3650,1 Bed,1 Bath,Brooklyn,Corcoran
Utica Avenue,Crown Heights,1850,2 Beds,1 Bath,Brooklyn,Corcoran
Lexington Avenue,Bedford-Stuyvesant,2800,3 Beds,1 Bath,Brooklyn,Corcoran
53rd Street,Sunset Park,2250,2 Beds,1 Bath,Brooklyn,Corcoran
"230A 6th Avenue, Apt. 2",Park Slope,4295,2 Beds,2 Baths,Brooklyn,Corcoran
"214 Clinton Street, Apt. 2C",Cobble Hill,4500,2 Beds,1 Bath,Brooklyn,Corcoran
Huntington Street,Carroll Gardens,2995,1 Bed,1 Bath,Brooklyn,Corcoran
"1050 Decatur Street, Apt. 1RSB",Bushwick,2975,3 Beds,2 Baths,Brooklyn,Corcoran
"242 Montrose Avenue, Apt. 1R",Williamsburg,3200,2 Beds,1 Bath,Brooklyn,Corcoran
"328A Irving Avenue, Apt. 1sb",Bushwick,2000,2 Beds,1 Bath,Brooklyn,Corcoran
"527 Lincoln Place, Apt. 502",Crown Heights,3700,2 Beds,1 Bath,Brooklyn,Corcoran
Lafayette Avenue,Fort Greene,2400,Studio,1 Bath,Brooklyn,Corcoran
Sackett Street,Carroll Gardens,3200,2 Beds,1 Bath,Brooklyn,Corcoran
"406 Tompkins Avenue, Apt. 4TH FLOOR",Bedford-Stuyvesant,2099,2 Beds,1 Bath,Brooklyn,Corcoran
"729 Lafayette Avenue, Apt. 1-G",Bedford-Stuyvesant,3138,3 Beds,2 Baths,Brooklyn,Corcoran
"717 Manhattan Avenue, Apt. 3A",Greenpoint,10995,4 Beds,3 Baths,Brooklyn,Corcoran
Ridge Boulevard,Dyker Heights,2300,2 Beds,1 Bath,Brooklyn,Corcoran
ST JOHNS Place,Prospect Heights,2415,1 Bed,1 Bath,Brooklyn,Corcoran
"1165 Flatbush Avenue, Apt. 3",Flatbush,2000,2 Beds,1 Bath,Brooklyn,Corcoran
Rockaway Pkwy,empty neighborhood,2400,3 Beds,1 Bath,Brooklyn,Corcoran
Saint Marks Avenue,Crown Heights,3150,2 Beds,2 Baths,Brooklyn,Corcoran
"388 Bridge Street, Apt. PH50A",Downtown Brooklyn,8500,3 Beds,2 Baths,Brooklyn,Corcoran
Eastern Parkway,Prospect Heights,1900,1 Bed,1 Bath,Brooklyn,Corcoran
Ocean Parkway,Kensington,1700,1 Bed,1 Bath,Brooklyn,Corcoran
"282 20th Street, Apt. 1",Park Slope,3200,2 Beds,1 Bath,Brooklyn,Corcoran
"65 Atlantic Avenue, Apt. 16",Brooklyn Heights,1850,Studio,1 Bath,Brooklyn,Corcoran
"355 Myrtle Avenue, Apt. 2",Fort Greene,3800,3 Beds,1 Bath,Brooklyn,Corcoran
"101 Warren Street, Apt. A-4B",Cobble Hill,5995,2 Beds,2 Baths,Brooklyn,Corcoran
Eastern Parkway,Crown Heights,2686,1 Bed,1 Bath,Brooklyn,Corcoran
"377 14th Street, Apt. 3F",Park Slope,3200,2 Beds,1 Bath,Brooklyn,Corcoran
"1753 East 12th Street, Apt. PH3",Midwood,2800,2 Beds,1 Bath,Brooklyn,Corcoran
"53 Boerum Place, Apt. 9G",Downtown Brooklyn,4500,2 Beds,2 Baths,Brooklyn,Corcoran
Dorchester Road,Ditmas Park,4400,3 Beds,2 Baths,Brooklyn,Corcoran
"9026 FORT HAMILTON Parkway, Apt. 2",Bay Ridge,2600,2 Beds,1 Bath,Brooklyn,Corcoran
Duffield Street,Downtown Brooklyn,4122,1 Bed,1 Bath,Brooklyn,Corcoran
"39 East 21st Street, Apt. 5C",Lefferts Gardens,2769,2 Beds,1 Bath,Brooklyn,Corcoran
"1368 East 18th Street, Apt. 2-R",Midwood,1800,2 Beds,1 Bath,Brooklyn,Corcoran
Clay Street,Greenpoint,2700,2 Beds,1 Bath,Brooklyn,Corcoran
Ocean Avenue,Ditmas Park,2175,1 Bed,1 Bath,Brooklyn,Corcoran
"135 Lincoln Place, Apt. 1",Park Slope,2600,1 Bed,1 Bath,Brooklyn,Corcoran
Lafayette Avenue,Bedford-Stuyvesant,3300,3 Beds,1 Bath,Brooklyn,Corcoran
East 43rd Street,empty neighborhood,1650,1 Bed,1 Bath,Brooklyn,Corcoran
McGuinness Boulevard,Greenpoint,2500,2 Beds,1 Bath,Brooklyn,Corcoran
Sterling Place,Crown Heights,2995,3 Beds,2 Baths,Brooklyn,Corcoran
72nd Street,Dyker Heights,2650,3 Beds,2 Baths,Brooklyn,Corcoran
"671 Decatur Street, Apt. 1-L",Bedford-Stuyvesant,2350,3 Beds,1 Bath,Brooklyn,Corcoran
East 14th Street,Midwood,2425,2 Beds,1 Bath,Brooklyn,Corcoran
East 14th Street,Midwood,2425,1 Bed,1 Bath,Brooklyn,Corcoran
Herkimer Street,Bedford-Stuyvesant,2683,2 Beds,1 Bath,Brooklyn,Corcoran
Clinton Street,Carroll Gardens,2800,2 Beds,1 Bath,Brooklyn,Corcoran
Grand Street,Williamsburg,3345,1 Bed,1 Bath,Brooklyn,Corcoran
"429 Kent Avenue, Apt. 730",Williamsburg,3700,1 Bed,1 Bath,Brooklyn,Corcoran
"429 Kent Avenue, Apt. 838",Williamsburg,6500,2 Beds,1 Bath,Brooklyn,Corcoran
"323 2nd Street, Apt. 3L",Park Slope,3300,2 Beds,1 Bath,Brooklyn,Corcoran
Sterling Place,Crown Heights,2725,3 Beds,1 Bath,Brooklyn,Corcoran
Eastern Parkway,Crown Heights,2895,1 Bed,1 Bath,Brooklyn,Corcoran
"1366 East 3rd Street, Apt. D-5",Dyker Heights,1575,1 Bed,1 Bath,Brooklyn,Corcoran
Bushwick Avenue,Bushwick,2450,1 Bed,1 Bath,Brooklyn,Corcoran
"1314 Ocean Parkway, Apt. 4D",Midwood,1700,1 Bed,1 Bath,Brooklyn,Corcoran
"104 Rogers Avenue, Apt. 4",Crown Heights,4200,4 Beds,1 Bath,Brooklyn,Corcoran
"429 Kent Avenue, Apt. 839",Williamsburg,4100,1 Bed,1 Bath,Brooklyn,Corcoran
Havemeyer Street,Williamsburg,2750,2 Beds,1 Bath,Brooklyn,Corcoran
"360 Ocean Parkway, Apt. 5B",Kensington,2400,2 Beds,1 Bath,Brooklyn,Corcoran
"63 Malcolm X Boulevard, Apt. 2-A",Bedford-Stuyvesant,2300,3 Beds,1 Bath,Brooklyn,Corcoran
"331 Kosciuszko Street, Apt. 3-R",Bedford-Stuyvesant,2250,2 Beds,1 Bath,Brooklyn,Corcoran
"212 North 9th Street, Apt. PHB",Williamsburg,6300,2 Beds,2 Baths,Brooklyn,Corcoran
"3400 Snyder Avenue, Apt. 2",Flatbush,1900,Studio,1 Bath,Brooklyn,Corcoran
"1 Hanson Place, Apt. 9M",Fort Greene,6495,2 Beds,2 Baths,Brooklyn,Corcoran
"1020 Park Place, Apt. 3-F",Crown Heights,2500,2 Beds,1 Bath,Brooklyn,Corcoran
"429 Kent Avenue, Apt. L35",Williamsburg,14000,3 Beds,3 Baths,Brooklyn,Corcoran
Decatur Street,Bedford-Stuyvesant,2900,2 Beds,1 Bath,Brooklyn,Corcoran
Decatur Street,Bedford-Stuyvesant,2450,1 Bed,1 Bath,Brooklyn,Corcoran
"209 Malcolm X Boulevard, Apt. STO...",Bedford-Stuyvesant,1250,Studio,1 Bath,Brooklyn,Corcoran
Shore Road,Bay Ridge,3000,2 Beds,2 Baths,Brooklyn,Corcoran
"1278 Halsey Street, Apt. 1",Bushwick,2507,3 Beds,1 Bath,Brooklyn,Corcoran
"4600 9th Avenue, Apt. 609",Sunset Park,2369,2 Beds,1 Bath,Brooklyn,Corcoran
"705 Saint Marks Avenue, Apt. 2B",Crown Heights,2350,2 Beds,1 Bath,Brooklyn,Corcoran
"443 Bainbridge Street, Apt. 3A",Bedford-Stuyvesant,2250,1 Bed,1 Bath,Brooklyn,Corcoran
"42 South Oxford Street, Apt. 5",Fort Greene,2500,1 Bed,1 Bath,Brooklyn,Corcoran
Bainbridge Street,Bedford-Stuyvesant,2150,2 Beds,1 Bath,Brooklyn,Corcoran
"429 Kent Avenue, Apt. TH5",Williamsburg,14250,4 Beds,4 Baths,Brooklyn,Corcoran
"429 Kent Avenue, Apt. D317",Williamsburg,8250,3 Beds,3 Baths,Brooklyn,Corcoran
Webster Avenue,Kensington,2850,1 Bed,1 Bath,Brooklyn,Corcoran
Webster Avenue,Kensington,2975,1 Bed,1 Bath,Brooklyn,Corcoran
"633 Grand Avenue, Apt. 1",Prospect Heights,1800,1 Bed,1 Bath,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 14A",Brooklyn Heights,14000,3 Beds,2 Baths,Brooklyn,Corcoran
Decatur Street,Bushwick,2700,3 Beds,1 Bath,Brooklyn,Corcoran
100 Pioneer Street,Red Hook,2900,2 Beds,1 Bath,Brooklyn,Corcoran
Webster Avenue,Kensington,2100,1 Bed,1 Bath,Brooklyn,Corcoran
"39 East 21st Street, Apt. 6C",Lefferts Gardens,2723,2 Beds,1 Bath,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 17D",Brooklyn Heights,11139,3 Beds,3 Baths,Brooklyn,Corcoran
"588 10TH Street, Apt. #3",Park Slope,3600,3 Beds,1 Bath,Brooklyn,Corcoran
Webster Avenue,Kensington,2600,1 Bed,1 Bath,Brooklyn,Corcoran
Webster Avenue,Kensington,2700,1 Bed,1 Bath,Brooklyn,Corcoran
"733 Rogers Avenue, Apt. 501",Flatbush,2654,2 Beds,1 Bath,Brooklyn,Corcoran
"930 East 7th Street, Apt. 3C",Flatbush,1495,Studio,1 Bath,Brooklyn,Corcoran
Blue Slip,Greenpoint,3465,1 Bed,1 Bath,Brooklyn,Corcoran
Bainbridge Street,Bedford-Stuyvesant,3450,3 Beds,2 Baths,Brooklyn,Corcoran
"74 Greenpoint Avenue, Apt. A-4",Greenpoint,2000,Studio,1 Bath,Brooklyn,Corcoran
FRONT Street,Downtown Brooklyn,6438,2 Beds,2 Baths,Brooklyn,Corcoran
"25 Washington Street, Apt. 5B",DUMBO,4650,2 Beds,1 Bath,Brooklyn,Corcoran
"25 Washington Street, Apt. 5B",Vinegar Hill,4650,2 Beds,1 Bath,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. PHC",Brooklyn Heights,11072,2 Beds,2 Baths,Brooklyn,Corcoran
"74 Greenpoint Avenue, Apt. D2",Greenpoint,2500,1 Bed,1 Bath,Brooklyn,Corcoran
1533 Pacific Street,Crown Heights,2584,2 Beds,1 Bath,Brooklyn,Corcoran
Webster Avenue,Kensington,2475,1 Bed,1 Bath,Brooklyn,Corcoran
"52 Clark Street, Apt. 3DEF",Brooklyn Heights,6050,3 Beds,3 Baths,Brooklyn,Corcoran
"345 Clinton Avenue, Apt. 1H",Clinton Hill,2600,1 Bed,1 Bath,Brooklyn,Corcoran
"759 Bergen Street, Apt. 3",Crown Heights,3600,3 Beds,1 Bath,Brooklyn,Corcoran
Bergen Street,Prospect Heights,3999,3 Beds,1 Bath,Brooklyn,Corcoran
"712 LEXINGTON Avenue, Apt. 1",Bedford-Stuyvesant,3200,2 Beds,2 Baths,Brooklyn,Corcoran
"847 East 19th Street, Apt. 3A",Midwood,2495,3 Beds,1 Bath,Brooklyn,Corcoran
"39 East 21st Street, Apt. 4A",Lefferts Gardens,1985,Studio,1 Bath,Brooklyn,Corcoran
"39 East 21st Street, Apt. 5B",Lefferts Gardens,2446,1 Bed,1 Bath,Brooklyn,Corcoran
East 21st Street,Lefferts Gardens,1892,Studio,1 Bath,Brooklyn,Corcoran
"39 East 21st Street, Apt. 2D",Lefferts Gardens,2215,1 Bed,1 Bath,Brooklyn,Corcoran
"39 East 21st Street, Apt. 1B",Lefferts Gardens,2262,Studio,1 Bath,Brooklyn,Corcoran
Hanson Place,Fort Greene,5200,2 Beds,2 Baths,Brooklyn,Corcoran
"333 Schermerhorn Street, Apt. 22e",Downtown Brooklyn,3450,1 Bed,1 Bath,Brooklyn,Corcoran
"39 East 21st Street, Apt. 6B",Lefferts Gardens,2862,2 Beds,1 Bath,Brooklyn,Corcoran
"15 Bridge Park Drive, Apt. 7L1",Brooklyn Heights,7380,3 Beds,2 Baths,Brooklyn,Corcoran
FRONT Street,Downtown Brooklyn,6788,3 Beds,2 Baths,Brooklyn,Corcoran
"1 Hanson Place, Apt. 19A",Fort Greene,3600,1 Bed,1 Bath,Brooklyn,Corcoran
"518 Bainbridge Street, Apt. 2A",Bedford-Stuyvesant,1800,1 Bed,1 Bath,Brooklyn,Corcoran
Gates Avenue,Bedford-Stuyvesant,1975,1 Bed,1 Bath,Brooklyn,Corcoran
Eastern Parkway,Crown Heights,3153,1 Bed,1 Bath,Brooklyn,Corcoran
"264 Webster Avenue, Apt. 205",Kensington,1800,Studio,1 Bath,Brooklyn,Corcoran
Clifton Place,Clinton Hill,3250,2 Beds,1 Bath,Brooklyn,Corcoran
"420 Kent Avenue, Apt. 6172A",Williamsburg,4999,2 Beds,1 Bath,Brooklyn,Corcoran
"500 4th Avenue, Apt. 10J",Gowanus,4200,2 Beds,2 Baths,Brooklyn,Corcoran
"291 Sterling Place, Apt. 2",Prospect Heights,8500,4 Beds,2 Baths,Brooklyn,Corcoran
North 6th Street,Williamsburg,3250,2 Beds,1 Bath,Brooklyn,Corcoran
Seigel Street,empty neighborhood,3600,3 Beds,1 Bath,Brooklyn,Corcoran
"381 South 5th Street, Apt. 303",Williamsburg,2650,1 Bed,1 Bath,Brooklyn,Corcoran
BELMONT Avenue,empty neighborhood,2205,3 Beds,1 Bath,Brooklyn,Corcoran
"150 Myrtle Avenue, Apt. 2301",Downtown Brooklyn,5300,2 Beds,2 Baths,Brooklyn,Corcoran
Berry Street,Williamsburg,6500,2 Beds,2 Baths,Brooklyn,Corcoran
"267 6th Street, Apt. 3H",Park Slope,2288,Studio,1 Bath,Brooklyn,Corcoran
South 1st Street,Williamsburg,3200,2 Beds,1 Bath,Brooklyn,Corcoran
"910 Union Street, Apt. 2C",Park Slope,3522,1 Bed,1 Bath,Brooklyn,Corcoran
"88 Withers Street, Apt. 6D",Williamsburg,5200,2 Beds,1 Bath,Brooklyn,Corcoran
Pierrepont Street,Brooklyn Heights,10615,2 Beds,2 Baths,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 1F2",Brooklyn Heights,5169,1 Bed,1 Bath,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 19C",Brooklyn Heights,9877,2 Beds,2 Baths,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 1A9",Brooklyn Heights,11308,3 Beds,2 Baths,Brooklyn,Corcoran
Avenue X,Sheepshead Bay,1400,1 Bed,1 Bath,Brooklyn,Corcoran
Pacific Street,Crown Heights,2200,2 Beds,1 Bath,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 9A",Brooklyn Heights,11446,3 Beds,2 Baths,Brooklyn,Corcoran
Pierrepont Street,Brooklyn Heights,6692,2 Beds,2 Baths,Brooklyn,Corcoran
Pacific Street,Prospect Heights,3000,1 Bed,1 Bath,Brooklyn,Corcoran
HAWTHORNE Street,empty neighborhood,2600,3 Beds,1 Bath,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 16C",Brooklyn Heights,12923,3 Beds,3 Baths,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 1D5",Brooklyn Heights,13846,3 Beds,3 Baths,Brooklyn,Corcoran
Pierrepont Street,Brooklyn Heights,7886,2 Beds,2 Baths,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 1C7",Brooklyn Heights,12257,3 Beds,3 Baths,Brooklyn,Corcoran
Harman Street,Bushwick,2300,2 Beds,1 Bath,Brooklyn,Corcoran
South 1st Street,Williamsburg,3400,2 Beds,1 Bath,Brooklyn,Corcoran
"257 Gold Street, Apt. 1403",Fort Greene,2450,Studio,1 Bath,Brooklyn,Corcoran
Grand Street,Williamsburg,3071,1 Bed,1 Bath,Brooklyn,Corcoran
Pierrepont Street,Brooklyn Heights,13846,3 Beds,2 Baths,Brooklyn,Corcoran
Pierrepont Street,Brooklyn Heights,13500,3 Beds,2 Baths,Brooklyn,Corcoran
"146 Pierrepont Street, Apt. 8A",Brooklyn Heights,11072,3 Beds,2 Baths,Brooklyn,Corcoran
Pierrepont Street,Brooklyn Heights,6933,2 Beds,2 Baths,Brooklyn,Corcoran
"651 New York Avenue, Apt. PH",Flatbush,5500,3 Beds,2 Baths,Brooklyn,Corcoran
"360 Monroe Street, Apt. 2",Bedford-Stuyvesant,3400,3 Beds,2 Baths,Brooklyn,Corcoran
Clinton Street,Carroll Gardens,3500,3 Beds,2 Baths,Brooklyn,Corcoran
Clermont Avenue,Fort Greene,5095,2 Beds,2 Baths,Brooklyn,Corcoran
Green Street,Greenpoint,4685,2 Beds,2 Baths,Brooklyn,Corcoran
"341 Eastern Parkway, Apt. 5C",Crown Heights,3500,1 Bed,1 Bath,Brooklyn,Corcoran
"100 Jay Street, Apt. 4J",DUMBO,2950,Studio,1 Bath,Brooklyn,Corcoran
"100 Jay Street, Apt. 4J",Vinegar Hill,2950,Studio,1 Bath,Brooklyn,Corcoran
Monitor Street,Greenpoint,2599,1 Bed,1 Bath,Brooklyn,Corcoran
"621 WESTMINSTER Road, Apt. 3A",Ditmas Park,2400,2 Beds,1 Bath,Brooklyn,Corcoran
"136 Webster Avenue, Apt. 2",Kensington,2200,2 Beds,1 Bath,Brooklyn,Corcoran
Eastern Parkway,Crown Heights,3200,2 Beds,1 Bath,Brooklyn,Corcoran
