Address,Price,Rental_type,Beds_baths,Sqfeet,Boro
"499 Dean Street, 1A - Prospect Heights, New York",6800,Multi-Family,3 Beds | 2 Baths,"Approximate Sq. Feet: 2,000",Brooklyn
"The Clocktower, 1 Main Street, 4K - Dumbo, New York",6800,"Condo, Doorman",2 Beds | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,414",Brooklyn
"150 Myrtle Avenue, 3606 - Downtown Brooklyn, New York",6800,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,612",Brooklyn
"181 Front, 181 Front Street, 5C - Dumbo, New York",6788,Rental,3 Beds | 2 Baths,Listing ID: 3843072,Brooklyn
"112 Berkeley Pl, 1 - Park Slope, New York",6750,Rental,2 Beds | 2 Baths | 1 Half Bath,Listing ID: 3883940,Brooklyn
"150 North 5th Street, 3K - Williamsburg, New York",6750,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3881362,Brooklyn
"34 Prospect Pl, 2 - Park Slope, New York",6700,Rental,5 Beds | 2 Baths,"Approximate Sq. Feet: 1,750",Brooklyn
"440 Kent Avenue, 14B - Williamsburg, New York",6700,"Condo, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 1,500",Brooklyn
"50 North 5th Street, W7N - Williamsburg, New York",6675,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3858981,Brooklyn
"45 Hoyt Street, 16J - Downtown Brooklyn, New York",6650,Rental,2 Beds | 2 Baths,Listing ID: 3857171,Brooklyn
"415 Red Hook Ln, 11D - Downtown Brooklyn, New York",6645,Rental,3 Beds | 2 Baths,Listing ID: 3860483,Brooklyn
"21 India Street, T701 - Greenpoint, New York",6630,"Condo, Doorman",3 Beds | 2 Baths,Listing ID: 3867859,Brooklyn
"242 Carlton Avenue, 2 - Fort Greene, New York",6600,Condo,4 Beds | 2 Baths,"Approximate Sq. Feet: 2,000",Brooklyn
"29 Willow Street, 4L - Brooklyn Heights, New York",6600,Rental,2 Beds | 2 Baths,Listing ID: 3518361,Brooklyn
"21 India Street, T601 - Greenpoint, New York",6550,"Condo, Doorman",3 Beds | 2 Baths,Listing ID: 3868634,Brooklyn
"2752 Ocean Avenue, 1 - Sheepshead Bay, New York",6500,Rental,Studio,Listing ID: 429647,Brooklyn
"2752 Ocean Avenue, 1 - Sheepshead Bay, New York",6500,Rental,Studio,Listing ID: 429555,Brooklyn
"160 Irving Ave - Bushwick, New York",6500,Commercial,,Approximate Exterior Sq. Ft: 2500 Sq Ft,Brooklyn
"120 3RD PL, 1 - Carroll Gardens, New York",6500,Rental,3 Beds | 3 Baths,Listing ID: 2722824,Brooklyn
"5002 Avenue N - Brooklyn Other, New York",6500,Commercial,,"Approximate Sq. Feet: 2,000 | Approximate Exterior Sq. Ft: 2660 Sq Ft",Brooklyn
"463 Fourth Avenue, Corner - Park Slope, New York",6500,Rental,Studio,Listing ID: 429960,Brooklyn
"846 Carroll Street, 1A - Park Slope, New York",6500,Condo,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,100",Brooklyn
"100 Congress Street, 206 - Brooklyn, New York",6500,Rental,3 Beds | 2 Baths,Listing ID: 5005306,Brooklyn
"100 Congress Street, 206 - Cobble Hill, New York",6500,Condo,3 Beds | 2 Baths,Listing ID: 3890441,Brooklyn
"THE HENDRIK, 509 Pacific Street, 4C - Boerum Hill, New York",6500,Condo,2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,337",Brooklyn
"1349 Pacific Street, 2 - Crown Heights, New York",6500,Multi-Family,5 Beds | 2 Baths,"Approximate Sq. Feet: 1,900",Brooklyn
"Clover House, 107 Columbia Hts, 3G - Brooklyn Heights, New York",6500,Rental,2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,088",Brooklyn
"OOSTEN, 429 Kent Avenue, 838 - Williamsburg, New York",6500,"Condo, Doorman",Loft | 2 Beds | 1 Bath,"Approximate Sq. Feet: 1,136",Brooklyn
"23 South Portland Avenue, 2 - Fort Greene, New York",6495,Rental,2 Beds | 2 Baths,Listing ID: 3867812,Brooklyn
"1 Hanson Pl, 9M - Fort Greene, New York",6495,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,305",Brooklyn
"Courthouse Apartments, 125 Court Street, 7NB - Brooklyn Heights, New York",6495,"Rental, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 969,Brooklyn
"196-200 PPW, 196 Prospect Park West, 3R - Park Slope, New York",6485,Condo,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,500",Brooklyn
"325 Kent Avenue, 1164 - Williamsburg, New York",6470,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3858676,Brooklyn
"181 Front, 181 Front Street, 4A - Dumbo, New York",6438,Rental,2 Beds | 2 Baths,Listing ID: 3860293,Brooklyn
"21 India Street, S509 - Greenpoint, New York",6430,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3855754,Brooklyn
"10 Downing Street, 3S - Clinton Hill, New York",6400,Multi-Family,1 Bed | 1 Bath,Listing ID: 3870449,Brooklyn
"153 Remsen Street, 14A - Brooklyn Heights, New York",6354,,2 Beds | 2 Baths,Listing ID: 3861988,Brooklyn
"80 METROPOLITAN, 80 Metropolitan Avenue, 4H - Williamsburg, New York",6350,"Condo, Doorman",Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,205",Brooklyn
"300 Ashland Pl, 33B - Fort Greene, New York",6300,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3834572,Brooklyn
"212 North 9th Street, PHB - Williamsburg, New York",6300,Condo,2 Beds | 2 Baths,Approximate Sq. Feet: 983,Brooklyn
"Pacific Views, 233 Pacific Street, 4C - Cobble Hill, New York",6300,Condo,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,341",Brooklyn
"275 Conover Street, 4F - Red Hook, New York",6300,"Rental, Doorman",Loft | 1 Bed | 2 Baths,Listing ID: 3823699,Brooklyn
"ONE HANSON PLACE, 1 Hanson Pl, 13K - Fort Greene, New York",6300,"Condo, Doorman",Loft | 3 Beds | 2 Baths,"Approximate Sq. Feet: 1,357",Brooklyn
"50 Greenpoint Avenue, 5C - Greenpoint, New York",6300,"Condo, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 1,246",Brooklyn
"201 Court Street, DUPLEX - Cobble Hill, New York",6300,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,700",Brooklyn
"50 Plaza Street East, 2A - Park Slope, New York",6295,"Cooperative, Doorman",4 Beds | 3 Baths,"Approximate Sq. Feet: 1,550",Brooklyn
"121 Dikeman Street, 1 - Red Hook, New York",6250,Multi-Family,2 Beds | 2 Baths,Listing ID: 3847665,Brooklyn
"21 India Street, 35E - Greenpoint, New York",6250,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,088",Brooklyn
"181 Front, 181 Front Street, 8C - Dumbo, New York",6232,Rental,2 Beds | 2 Baths,Listing ID: 3846579,Brooklyn
"75 Columbia Street, 5A - Cobble Hill, New York",6200,"Condo, Doorman",3 Beds | 2 Baths,Listing ID: 3854843,Brooklyn
"580 Carroll Condominium, 580 Carroll Street, 1A - Park Slope, New York",6200,Condo,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,212",Brooklyn
"29 Willow Street, 3R - Brooklyn Heights, New York",6200,Rental,2 Beds | 1 Bath,Listing ID: 2344489,Brooklyn
"29 Willow Street, 2R - Brooklyn Heights, New York",6200,Rental,2 Beds | 1 Bath,Listing ID: 3751426,Brooklyn
"29 Willow Street, 1L - Brooklyn Heights, New York",6200,Rental,2 Beds | 1 Bath,Listing ID: 1574380,Brooklyn
"527 Dean Street, 1L - Prospect Heights, New York",6200,Rental,3 Beds | 2 Baths | 1 Half Bath,Listing ID: 3785007,Brooklyn
"52 Clark Street, 3DEF - Brooklyn Heights, New York",6150,"Rental, Doorman",3 Beds | 3 Baths,Listing ID: 3859897,Brooklyn
"21 India Street, T2102 - Greenpoint, New York",6140,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3884182,Brooklyn
"21 India Street, S401 - Greenpoint, New York",6140,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3872021,Brooklyn
"Level, 2 North 6th Pl, 15D - Williamsburg, New York",6138,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,099",Brooklyn
"250 Ashland Pl, PH3E - Fort Greene, New York",6121,Rental,2 Beds | 2 Baths,Listing ID: 3889959,Brooklyn
"1 North 4th Pl, 4E - Williamsburg, New York",6120,"Rental, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 1,405",Brooklyn
"Clover House, 107 Columbia Hts, 10B - Brooklyn Heights, New York",6072,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,072",Brooklyn
"CITY VIEW GARDENS, 316 2nd Street, 3E - Park Slope, New York",6050,Condo,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,350",Brooklyn
"25 101st Ave - Brooklyn Other, New York",6000,Commercial,,"Approximate Sq. Feet: 1,546 | Approximate Exterior Sq. Ft: 1546 Sq Ft",Brooklyn
"449 Hancock St, TOWNHOUSE - Bedford - Stuyvesant, New York",6000,Multi-Family,4 Beds | 3 Baths,"Approximate Sq. Feet: 3,000",Brooklyn
"728 Driggs Ave - Brooklyn Other, New York",6000,Commercial,,Approximate Exterior Sq. Ft: 4850 Sq Ft,Brooklyn
"null, 557 Carroll Street, STOREFRONT - Park Slope, New York",6000,Condo,Studio | 1 Bath,Listing ID: 3115126,Brooklyn
"79 Warren Street - Columbia Street Waterfront District, New York",6000,Commercial,,"Approximate Sq. Feet: 2,475",Brooklyn
"434 Dewitt Avenue - East New York, New York",6000,Rental,Studio,Listing ID: 425228,Brooklyn
"345 Lenox Rd, PHB - Flatbush, New York",6000,Condo,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,330",Brooklyn
"272 Dean Street, GARDEN - Boerum Hill, New York",6000,Condo,3 Beds | 3 Baths,"Approximate Sq. Feet: 1,811",Brooklyn
"440 13th Street, COMMERCIAL - Park Slope, New York",6000,Condo,Studio | 2 Baths,"Approximate Sq. Feet: 2,700",Brooklyn
"70 Washington Street, 7B - Dumbo, New York",6000,"Condo, Doorman",Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,236",Brooklyn
"THE MILL BUILDING, 85 North 3rd Street, 312 - Williamsburg, New York",6000,"Condo, Doorman",Loft | 1 Bath,Listing ID: 3869255,Brooklyn
"154 Summit Street, GARDEN - Carroll Gardens, New York",5999,Condo,2 Beds | 2 Baths,Listing ID: 3843807,Brooklyn
"35 Clifton Pl, 2 - Clinton Hill, New York",5995,Multi-Family,3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,616",Brooklyn
"21 India Street, T1812 - Greenpoint, New York",5980,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3867946,Brooklyn
"45 Hoyt Street, 12E - Downtown Brooklyn, New York",5955,Rental,2 Beds | 2 Baths,Listing ID: 3860541,Brooklyn
"84 Front Street, 10C - Dumbo, New York",5950,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,220",Brooklyn
"465 Pacific Street, 301 - Boerum Hill, New York",5950,"Condo, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 1,182",Brooklyn
"178 North 11th Street, 6E - Williamsburg, New York",5945,Rental,3 Beds | 2 Baths,Listing ID: 3888806,Brooklyn
"21 India Street, T1712 - Greenpoint, New York",5920,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3880317,Brooklyn
"741 61st Street - Sunset Park, New York",5900,Rental,Studio,Approximate Exterior Sq. Ft: 6000 Sq Ft,Brooklyn
"195 Maple Street, TH - Prospect-Lefferts Gardens, New York",5900,Single Family Townhouse,3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,720",Brooklyn
"531 Graham Avenue, COMM - Greenpoint, New York",5900,Rental,Studio | 2 Baths,"Approximate Sq. Feet: 1,600",Brooklyn
"KIRKMAN LOFTS, 37 Bridge Street, 3C - Downtown Brooklyn, New York",5900,Condo,1 Bed | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,120",Brooklyn
"420 Kent Avenue, 14022A - Williamsburg, New York",5870,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3813069,Brooklyn
"The Eagle, 86 Fleet Pl, 32C - Downtown Brooklyn, New York",5861,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,143",Brooklyn
"530 East 5th Street, 3F - Kensington, New York",5850,Single Family Townhouse,2 Beds | 2 Baths,Listing ID: 3842934,Brooklyn
"461 Dean Street, 28C - Prospect Heights, New York",5815,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3888244,Brooklyn
"1434 Flatbush Ave - Flatbush, New York",5800,Commercial,,"Approximate Sq. Feet: 1,400 | Approximate Exterior Sq. Ft: 2000 Sq Ft",Brooklyn
"215 Berkeley Pl, GARDEN - Bath Beach, New York",5800,Condo,2 Beds | 1 Bath,Listing ID: 3877455,Brooklyn
"100 Sterling Pl, 1F - Park Slope, New York",5800,Condo,2 Beds | 2 Baths,Approximate Sq. Feet: 979,Brooklyn
"21 India Street, T1501 - Greenpoint, New York",5800,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3855750,Brooklyn
"420 Kent Avenue, 21082A - Williamsburg, New York",5785,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3787250,Brooklyn
"325 Kent Avenue, 1552 - Williamsburg, New York",5770,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3883783,Brooklyn
"209 23rd Street, 16B - Greenwood, New York",5762,Multi-Family,1 Bed | 1 Bath,Listing ID: 3888369,Brooklyn
"1 NORTHSIDE PIERS, 4 North 5th Street, 18E - Williamsburg, New York",5750,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,152",Brooklyn
"441 1st Street, 1L - Park Slope, New York",5750,Rental,3 Beds | 2 Baths,Listing ID: 3890479,Brooklyn
"47 North 4th Street, 14H - Williamsburg, New York",5750,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,234",Brooklyn
"28 St Marks Avenue, 1 - Park Slope, New York",5700,Rental,4 Beds | 2 Baths,"Approximate Sq. Feet: 5,700",Brooklyn
"125 North 10th Street, S2I - Williamsburg, New York",5700,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,123",Brooklyn
"1 Hanson Pl, 13M - Fort Greene, New York",5700,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,305",Brooklyn
"21 India Street, 39D - Greenpoint, New York",5700,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,182",Brooklyn
"181 Front, 181 Front Street, 7A - Dumbo, New York",5684,Rental,2 Beds | 2 Baths,Listing ID: 3859036,Brooklyn
"555 10th Street, 46F - Park Slope, New York",5675,Multi-Family,1 Bed | 1 Bath,Listing ID: 3893815,Brooklyn
"555 10th Street, 46G - Park Slope, New York",5625,Multi-Family,1 Bed | 1 Bath,Listing ID: 3649487,Brooklyn
"Lookout, 199 State Street, 3B - Brooklyn Heights, New York",5625,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,278",Brooklyn
"415 Red Hook Ln, 15G - Downtown Brooklyn, New York",5618,Rental,2 Beds | 2 Baths,Listing ID: 3871391,Brooklyn
"209 23rd Street, 27A - Greenwood, New York",5606,Multi-Family,1 Bed | 1 Bath,Listing ID: 3888370,Brooklyn
"88 Wyckoff Street, 4F - Brooklyn, New York",5600,Rental,3 Beds | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,290",Brooklyn
"77 Newel Street, 1 - Greenpoint, New York",5600,Rental,4 Beds | 4 Baths,Listing ID: 3886410,Brooklyn
"35 Broadway, 2A - Williamsburg, New York",5600,Rental,Loft | 2 Beds | 1 Bath,"Approximate Sq. Feet: 1,614",Brooklyn
"80 Green Street, 3 - Greenpoint, New York",5600,,4 Beds | 3 Baths,"Approximate Sq. Feet: 1,000",Brooklyn
"1575 E 19 Street - Midwood, New York",5600,Rental,Studio,Listing ID: 432139,Brooklyn
"401 Hicks Street, B6B - Brooklyn, New York",5600,Rental,3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,313",Brooklyn
"The Eagle, 86 Fleet Pl, 20U - Downtown Brooklyn, New York",5592,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,141",Brooklyn
"Level, 2 North 6th Pl, 12C - Williamsburg, New York",5587,Rental,2 Beds | 2 Baths,Approximate Sq. Feet: 993,Brooklyn
"Level, 2 North 6th Street, 12C - Williamsburg, New York",5587,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3827643,Brooklyn
"81 Washington Street, 3A - Dumbo, New York",5575,Rental,Loft | 1 Bed | 1 Bath,"Approximate Sq. Feet: 1,366",Brooklyn
"NOVO, 343 Fourth Avenue, 11B - Park Slope, New York",5575,"Condo, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 1,200",Brooklyn
"21 India Street, S304 - Greenpoint, New York",5570,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3887281,Brooklyn
"181 Front, 181 Front Street, 8B - Dumbo, New York",5540,Rental,2 Beds | 2 Baths,Listing ID: 3862030,Brooklyn
"Level, 2 North 6th Pl, 13C - Williamsburg, New York",5532,Rental,2 Beds | 2 Baths,Approximate Sq. Feet: 993,Brooklyn
"50 North 5th Street, W7D - Williamsburg, New York",5525,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3858979,Brooklyn
"45 Hoyt Street, 20K - Downtown Brooklyn, New York",5510,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,200",Brooklyn
"1218 Liberty Ave - Brooklyn Other, New York",5500,Commercial,,"Approximate Sq. Feet: 1,400 | Approximate Exterior Sq. Ft: 2030 Sq Ft",Brooklyn
"42 Washington Ave - Clinton Hill, New York",5500,Commercial,,"Approximate Sq. Feet: 2,800 | Approximate Exterior Sq. Ft: 2800 Sq Ft",Brooklyn
"449 39 Street - Sunset Park, New York",5500,Rental,Studio,"Approximate Sq. Feet: 3,185 | Approximate Exterior Sq. Ft: 3506 Sq Ft",Brooklyn
"803 Eighth Avenue, COMMERCIAL - Park Slope, New York",5500,Condo,Studio | 1 Bath,Listing ID: 3739859,Brooklyn
"365 Bridge Street, 18B - Downtown Brooklyn, New York",5500,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,593",Brooklyn
"315 Garfield Pl, APT.1 - Park Slope, New York",5500,Rental,1 Bed | 2 Baths,"Approximate Sq. Feet: 1,400",Brooklyn
"240 9th Street, 2 - Gowanus, New York",5500,Condo,3 Beds | 2 Baths,Listing ID: 3810521,Brooklyn
"401A Monroe Street, TWNH - Bedford - Stuyvesant, New York",5500,Single Family Townhouse,4 Beds | 2 Baths,"Approximate Sq. Feet: 2,300",Brooklyn
"78 Prospect Park West, 2FF - Park Slope, New York",5500,Rental,3 Beds | 2 Baths,Listing ID: 3886606,Brooklyn
"180 Nassau Street, 10C - Dumbo, New York",5500,"Rental, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,133",Brooklyn
"462 Sackett Street, 2 - Carroll Gardens, New York",5500,Rental,3 Beds | 2 Baths,Listing ID: 3895132,Brooklyn
"660 St Marks Avenue, 2 - Crown Heights, New York",5500,Condo,3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,000",Brooklyn
"21 India Street, 37D - Greenpoint, New York",5500,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,194",Brooklyn
"388 Bridge Street, 38H - Downtown Brooklyn, New York",5500,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,170",Brooklyn
"411 Degraw Street, 1 - Gowanus, New York",5495,Rental,2 Beds | 1 Bath,Listing ID: 3748181,Brooklyn
"THE EDGE CONDOMINIUM, 22 North 6th Street, 3L - Williamsburg, New York",5495,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3893944,Brooklyn
"Caton Pl - Kensington, New York",5462,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,382",Brooklyn
"1 North 4th Pl, 20K - Williamsburg, New York",5431,"Rental, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,038",Brooklyn
"50 North 5th Street, W6D - Williamsburg, New York",5425,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3888953,Brooklyn
"441 1st Street, 2L - Park Slope, New York",5400,Rental,3 Beds | 2 Baths,Listing ID: 3867365,Brooklyn
"21 India Street, T1911 - Greenpoint, New York",5380,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3887077,Brooklyn
"30 Washington Street, 1J - Dumbo, New York",5375,Rental,2 Beds | 2 Baths,Approximate Sq. Feet: 864,Brooklyn
"220 Water Street, 223 - Dumbo, New York",5350,"Rental, Doorman",2 Beds | 1 Bath,Approximate Sq. Feet: 971,Brooklyn
"263 Adelphi Street, 1 - Fort Greene, New York",5300,Rental,3 Beds | 2 Baths,Listing ID: 3825623,Brooklyn
"18 Dikeman Street, 2C - Red Hook, New York",5300,Condo,3 Beds | 2 Baths,Listing ID: 3868476,Brooklyn
"29 Willow Street, 4R - Brooklyn Heights, New York",5300,Rental,1 Bed | 1 Bath,"Approximate Sq. Feet: 1,000",Brooklyn
"80 METROPOLITAN, 80 Metropolitan Avenue, 2S - Williamsburg, New York",5300,"Condo, Doorman",Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,050",Brooklyn
"150 Myrtle Avenue, 2301 - Downtown Brooklyn, New York",5300,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,113",Brooklyn
"The Nevins, 319 Schermerhorn Street, 15B - Boerum Hill, New York",5300,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,048",Brooklyn
"529 5th Street, 1R - Park Slope, New York",5295,Rental,4 Beds | 2 Baths,"Approximate Sq. Feet: 1,600",Brooklyn
"The ARIAS, 150 Fourth Avenue, 10A - Park Slope, New York",5295,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3895562,Brooklyn
"181 Front, 181 Front Street, 2C - Dumbo, New York",5292,Rental,2 Beds | 2 Baths,Listing ID: 3860276,Brooklyn
"88 Atlantic Avenue, 2B1 - Brooklyn Heights, New York",5292,Rental,3 Beds | 2 Baths,Listing ID: 3889621,Brooklyn
"305 McGuinness Boulevard, 5A - Greenpoint, New York",5250,Condo,Loft | 2 Beds | 2 Baths,Listing ID: 3828202,Brooklyn
"94 North 3rd Street, 6D - Williamsburg, New York",5200,Rental,2 Beds | 1 Bath,Listing ID: 3873721,Brooklyn
"862 Union Street, 1B - Park Slope, New York",5200,Rental,3 Beds | 2 Baths,Listing ID: 3886803,Brooklyn
"222 Lincoln Pl, 2 - Park Slope, New York",5200,Rental,2 Beds | 1 Bath,Listing ID: 3863481,Brooklyn
"94 North 3rd Street, 5F - Williamsburg, New York",5200,Rental,2 Beds | 1 Bath,Listing ID: 3873722,Brooklyn
"429 Kent Avenue, 804 - Brooklyn, New York",5200,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,176",Brooklyn
"88 Withers Street, 6D - Williamsburg, New York",5200,Condo,2 Beds | 1 Bath,Approximate Sq. Feet: 918,Brooklyn
"236 North 7th Street, 1L - Williamsburg, New York",5200,Rental,2 Beds | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,475",Brooklyn
"OOSTEN, 429 Kent Avenue, 804 - Williamsburg, New York",5200,"Condo, Doorman",Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,176",Brooklyn
"146 Pierrepont Street, 1F2 - Brooklyn Heights, New York",5169,Rental,1 Bed | 1 Bath,Listing ID: 3856068,Brooklyn
"415 Red Hook Ln, 21C - Downtown Brooklyn, New York",5155,Rental,2 Beds | 2 Baths,Listing ID: 3892781,Brooklyn
"60 South 8th Street, 809 - Williamsburg, New York",5150,Condo,2 Beds | 2 Baths,Listing ID: 3895246,Brooklyn
"60 South 8th Street, 903 - Williamsburg, New York",5150,Condo,2 Beds | 2 Baths,Listing ID: 3895168,Brooklyn
"29 Willow Street, 5L - Brooklyn Heights, New York",5100,Rental,1 Bed | 1 Bath,Listing ID: 1410023,Brooklyn
"651 New York Avenue, PH - Prospect-Lefferts Gardens, New York",5076,Condo,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,713",Brooklyn
"Fifth & Wythe, 55 North 5th Street, 501WW - Williamsburg, New York",5067,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3878261,Brooklyn
"Clover House, 107 Columbia Hts, 11E - Brooklyn Heights, New York",5041,Rental,1 Bed | 1 Bath,Approximate Sq. Feet: 609,Brooklyn
"The Amberly, 120 Nassau Street, 10J1 - Dumbo, New York",5035,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 754,Brooklyn
"802 Avenue U - Gravesend, New York",5000,Rental,Studio,Listing ID: 429161,Brooklyn
"816 51 Street - Sunset Park, New York",5000,Rental,Studio,"Approximate Sq. Feet: 1,280 | Approximate Exterior Sq. Ft: 2003 Sq Ft",Brooklyn
"1735 Pitkin Ave - Brooklyn Other, New York",5000,Commercial,,Approximate Exterior Sq. Ft: 4600 Sq Ft,Brooklyn
"6204 5 Avenue - Sunset Park, New York",5000,Rental,Studio,Approximate Exterior Sq. Ft: 2000 Sq Ft,Brooklyn
"607 Manhattan Avenue, 6 - Greenpoint, New York",5000,Condo,2 Beds | 2 Baths,Listing ID: 3879576,Brooklyn
"75 Livingston Street, 2A - Brooklyn Heights, New York",5000,"Cooperative, Doorman",2 Beds | 1 Bath,"Approximate Sq. Feet: 1,700",Brooklyn
"180 Nassau Street, 2A - Dumbo, New York",5000,"Rental, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 839,Brooklyn
"184 Eagle Street, MEDICALSPA - Greenpoint, New York",5000,Rental,Loft | 1 Bath,"Approximate Sq. Feet: 1,200",Brooklyn
"46 South 2nd Street, 1C - Williamsburg, New York",5000,Condo,2 Beds | 3 Baths,"Approximate Sq. Feet: 1,524",Brooklyn
"468 Warren Street, 2 - Boerum Hill, New York",5000,Condo,2 Beds | 2 Baths,Approximate Sq. Feet: 995,Brooklyn
"13 4th Street, 1 - Carroll Gardens, New York",5000,Rental,3 Beds | 2 Baths,Listing ID: 3855977,Brooklyn
"90 Atlantic Avenue, 2A - Cobble Hill, New York",5000,Rental,3 Beds | 2 Baths,Listing ID: 3866184,Brooklyn
"271 Jefferson Avenue, 1 - Bedford - Stuyvesant, New York",5000,Multi-Family,3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,800",Brooklyn
"MERCHANT HOUSE, 618 Dean Street, 1E - Prospect Heights, New York",5000,Condo,2 Beds | 3 Baths,"Approximate Sq. Feet: 2,342",Brooklyn
"Bridge Harbor Heights, 75 Poplar Street, 2J - Brooklyn Heights, New York",5000,Condo,2 Beds | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,080",Brooklyn
"420 Kent Avenue, 6172A - Williamsburg, New York",4999,"Rental, Doorman",2 Beds | 1 Bath,Listing ID: 3852093,Brooklyn
"1 NORTHSIDE PIERS, 4 North 5th Street, 5B - Williamsburg, New York",4995,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,133",Brooklyn
"308 Eckford Street, 7A - Williamsburg, New York",4995,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,240",Brooklyn
