"120 East 62nd Street, Apt. 2C",2600,Studio / 1 Bath / Rental,Upper East Side
"297 West 112th Street, Apt. 3-C",3400,2 Beds / 2 Baths / Rental,Harlem
"344 East 65th Street, Apt. 4-D",2900,1 Bed / 1 Bath / Rental,Upper East Side
"160 West 16th Street, Apt. 6A",4100,1 Bed / 1 Bath / 799 Sq. Ft. / Rental,Chelsea/Hudson Yards
East 3rd Street,4300,"3 Beds / 1 Bath / 1,000 Sq. Ft. / Rental",East Village
"504-510 West 110th Street, Apt. 4-D",2750,1 Bed / 1 Bath / Condo,Morningside Heights
"536 West 158th Street, Apt. 53",1876,1 Bed / 1 Bath / Rental,Washington Heights
"53 Howard Street, Apt. 3C",7000,"1 Bed / 1 Bath / 1,000 Sq. Ft. / Rental",Soho/Nolita
"531 East 88th Street, Apt. 1C",2000,Studio / 1 Bath / 480 Sq. Ft. / Co-op,Upper East Side
"107 West 89th Street, Apt. G-A",12000,"3 Beds / 3 Baths / 2,000 Sq. Ft. / Condo",Upper West Side
"333 East 46th Street, Apt. 12J",3495,2 Beds / 1 Bath / 610 Sq. Ft. / Condo/Co-op,Midtown East
"338 East 61st Street, Apt. 12",3000,2 Beds / 1 Bath / Rental,Upper East Side
"225 West 146th Street, Apt. A",2800,3 Beds / 1 Bath / Rental,Harlem
"7 West 21st Street, Apt. 1608",5953,1 Bed / 1 Bath / Rental,Flatiron
"101 Delancey Street, Apt. 4",3200,2 Beds / 1 Bath / Rental,Lower East Side
"312 East 30th Street, Apt. 11-E",5395,3 Beds / 1 Bath / 750 Sq. Ft. / Rental,Murray Hill
Saint Nicholas Avenue,3600,"3 Beds / 1 Bath / 1,150 Sq. Ft. / Condo/Co-op",Harlem
"88 Mulberry Street, Apt. 6",6500,4 Beds / 1 Bath / Rental,Chinatown
"260 West 26th Street, Apt. 10S",4350,1 Bed / 1 Bath / Rental,Chelsea/Hudson Yards
Central Park West,10000,2 Beds / 2 Baths / Rental,Upper West Side
"785 West End Avenue, Apt. 3-D",3000,1 Bed / 1 Bath / Rental,Upper West Side
"325 Fifth Avenue, Apt. 22H",6850,"2 Beds / 2 Baths / 1,198 Sq. Ft. / Condo",Murray Hill
"24 East 97th Street, Apt. #14",3675,3 Beds / 1 Bath / 800 Sq. Ft. / Rental,Upper East Side
"24 East 97th Street, Apt. #8",3750,3 Beds / 1 Bath / 820 Sq. Ft. / Rental,Upper East Side
"517 West 134th Street, Apt. PH-8",4200,2 Beds / 1 Bath,Harlem
"524 East 6th Street, Apt. 8",3000,1 Bed / 1 Bath / 600 Sq. Ft. / Co-op,East Village
"238 East 50th Street, Apt. 3A",3595,2 Beds / 1 Bath / 750 Sq. Ft. / Rental,Midtown East
"180 Water Street, Apt. 1608n",3800,1 Bed / 1 Bath / Rental,Financial District
"64 West 82nd Street, Apt. 5-R",2350,10 Units / 5 Floors / Multi-Family Townhouse,Upper West Side
"244 West 72nd Street, Apt. 9F",2295,Studio / 1 Bath / 400 Sq. Ft. / Rental,Upper West Side
"230 West 108th Street, Apt. 6-C",3890,3 Beds / 1 Bath / Rental,Upper West Side
"54 West 106th Street, Apt. 1D",3150,1 Bed / 1 Bath / 770 Sq. Ft. / Rental,Upper West Side
"530 West 123rd Street, Apt. 9",4400,4 Beds / 1 Bath / Rental,Morningside Heights
"304 West 30th Street, Apt. 17",1490,Studio / 1 Bath / Rental,Chelsea/Hudson Yards
"30 Morningside Drive, Apt. 123",4380,1 Bed / 1 Bath / Condo,Morningside Heights
"150 West 51st Street, Apt. 1031",3500,1 Bed / 1 Bath / 600 Sq. Ft. / Condo,Midtown West
"37 East 29th Street, Apt. 3",3199,2 Beds / 1 Bath / Rental,Flatiron
"160 Claremont Avenue, Apt. 5-F",2900,2 Beds / 1 Bath / Rental,Morningside Heights
"163 East 92nd Street, Apt. 6",2425,1 Bed / 1 Bath / Rental,Upper East Side
East 40th Street,3600,1 Bed / 1 Bath / 782 Sq. Ft. / Condo,Murray Hill
"10 Rutgers Street, Apt. 1B",8025,"3 Beds / 2 Baths / 1,100 Sq. Ft. / Rental",Lower East Side
"241 Waverly Place, Apt. 1",4800,1 Bed / 1 Bath / 600 Sq. Ft. / Rental,West Village
"419 West 44th Street, Apt. 2W",4000,8 Units / 4 Floors / Multi-Family Townhouse,Clinton
MacDougal Street,2456,Studio / 1 Bath / Rental,Greenwich Village
"254 East 68th Street, Apt. 6-F",4095,"2 Beds / 1 Bath / 1,050 Sq. Ft. / Rental",Upper East Side
"949 Columbus Avenue, Apt. 8",3200,9 Units / 5 Floors / Multi-Family Townhouse,Upper West Side
"268 West 136th Street, Apt. 5",1800,8 Units / 4 Floors / Multi-Family Townhouse,Harlem
"203 West 103rd Street, Apt. 2A",2000,Studio / 1 Bath / Rental,Upper West Side
East 44th Street,7475,2 Beds / 2 Baths / Rental,Midtown East
East 44th Street,4800,1 Bed / 1 Bath / Rental,Midtown East
East 13th Street,2550,Single Family Townhouse,East Village
"102 West 80th Street, Apt. 52",2450,Studio / 1 Bath / 450 Sq. Ft. / Co-op,Upper West Side
"341 West 45th Street, Apt. 507",2350,Studio / 1 Bath / Rental,Clinton
"235 West 48th Street, Apt. 22K",5400,1 Bed / 1 Bath / Rental,Midtown West
"105 Duane Street, Apt. 42H",6490,2 Beds / 1 Bath / 850 Sq. Ft. / Rental,Tribeca
"747 Tenth Avenue, Apt. 38E",6500,"4 Beds / 1 Bath / 1,050 Sq. Ft. / Rental",Clinton
"793 Ninth Avenue, Apt. 3R",3300,2 Beds / 1 Bath / 680 Sq. Ft. / Rental,Clinton
"45 Tudor City Place, Apt. 1404",2800,1 Bed / 1 Bath / 500 Sq. Ft. / Co-op,Midtown East
"478 Ninth Avenue, Apt. 2-A",6500,3 Beds / 1 Bath / Rental,Clinton
"104 West 83rd Street, Apt. 2-E",3500,1 Bed / 1 Bath / Rental,Upper West Side
"100 Allen Street, Apt. 2A",2550,1 Bed / 1 Bath / Rental,Lower East Side
"1788 Third Avenue, Apt. 5",3695,"3 Beds / 1 Bath / 1,100 Sq. Ft. / Rental",East Harlem
"326 Columbus Avenue, Apt. 2-A",2000,Studio / 1 Bath / Rental,Upper West Side
"570 West 182nd Street, Apt. A4",3208,3 Beds / 1 Bath / Rental,Washington Heights
"330 East 38th Street, Apt. 32A",4250,1 Bed / 1 Bath / 900 Sq. Ft. / Condo,Murray Hill
"405 East 61st Street, Apt. CHOUSE",6100,"2 Beds / 1 Bath / 1,100 Sq. Ft. / Rental",Upper East Side
"437 West 43rd Street, Apt. 4R",2300,1 Bed / 1 Bath / 500 Sq. Ft. / Condo,Clinton
"331 East 33rd Street, Apt. 5",3305,2 Beds / 1 Bath / Rental,Murray Hill
"35 East 38th Street, Apt. 10-A",2695,1 Bed / 1 Bath / 500 Sq. Ft. / Condo,Murray Hill
East 63rd Street,4500,3 Beds / 1 Bath / Rental,Upper East Side
"215 East 29th Street, Apt. 54",2100,Studio / 1 Bath / Co-op,Murray Hill
"114 West 76th Street, Apt. 2-R",2900,10 Units / 5 Floors / Multi-Family Townhouse,Upper West Side
"38 West 74th Street, Apt. 2A",3450,14 Units / 6 Floors / Multi-Family Townhouse,Upper West Side
"747 Ninth Avenue, Apt. 3N",4095,5 Floors / Townhouse,Midtown West
"133 Essex Street, Apt. 402",4295,2 Beds / 1 Bath / 800 Sq. Ft. / Condo,Lower East Side
"243 East 120th Street, Apt. 3F",2300,2 Beds / 1 Bath / Rental,East Harlem
"845 United Nations Plaza, Apt. 18H",6795,"2 Beds / 2 Baths / 1,329 Sq. Ft. / Condo",Midtown East
"250 East 90th Street, Apt. 4-S",2350,2 Beds / 1 Bath / 900 Sq. Ft. / Rental,Upper East Side
"1770 Madison Avenue, Apt. 5C",3180,1 Bed / 1 Bath / Rental,East Harlem
"858 West End Avenue, Apt. 1-B",1895,8 Units / 5 Floors / Multi-Family Townhouse,Upper West Side
West 12th Street,3500,6 Units / 4 Floors / 500 Sq. Ft. / Multi-Family Townhouse,Greenwich Village
"346 East 120th Street, Apt. 2F",3375,3 Beds / 3 Baths / Rental,Upper East Side
"300 West 135th Street, Apt. 2-M",3300,1 Bed / 1 Bath / 675 Sq. Ft. / Condo,Harlem
"111 East 115th Street, Apt. 3-E",3495,2 Beds / 2 Baths / Rental,East Harlem
"129 East 47th Street, Apt. 4-B",2895,2 Beds / 1 Bath / Rental,Midtown East
"321 West 37th Street, Apt. 5-H",4415,1 Bed / 2 Baths / 864 Sq. Ft. / Rental,Clinton
"181 East 119th Street, Apt. 3-H",3100,1 Bed / 1 Bath / 781 Sq. Ft. / Condo,East Harlem
"212 East 57th Street, Apt. 7-C",6500,"2 Beds / 2 Baths / 1,260 Sq. Ft. / Condo",Midtown East
"414 West 121st Street, Apt. 4",3199,4 Beds / 1 Bath / Co-op,Morningside Heights
"148 West 17th Street, Apt. 5-C",2383,Studio / 1 Bath / Rental,Chelsea/Hudson Yards
"414 East 116th Street, Apt. 4",2499,2 Beds / 1 Bath / 900 Sq. Ft. / Rental,East Harlem
"156 West 77th Street, Apt. 2A",3800,10 Units / 5 Floors / 700 Sq. Ft. / Multi-Family Townhouse,Upper West Side
"405 East 90th Street, Apt. 1-B",2395,1 Bed / 1 Bath / Rental,Upper East Side
"135 West 96th Street, Apt. 9D",3000,Studio / 1 Bath / Rental,Upper West Side
"144 East 37th Street, Apt. 1F",2100,Loft / 1 Bath / Rental,Murray Hill
"1431 York Avenue, Apt. 53",2690,2 Beds / 1 Bath / Rental,Upper East Side
"214 East 24th Street, Apt. 3G",3895,2 Beds / 1 Bath / Rental,Murray Hill
"30 Morningside Drive, Apt. 708",7654,"2 Beds / 2 Baths / 1,167 Sq. Ft. / Condo",Morningside Heights
"140 West 70th Street, Apt. 4-F",2375,10 Units / 5 Floors / Multi-Family Townhouse,Upper West Side
2266 Frederick Douglass Boulevard...,2995,3 Beds / 1 Bath / Rental,Harlem
"314 East 78th Street, Apt. 24-A",2995,2 Beds / 1 Bath / Rental,Upper East Side
"330 West 43rd Street, Apt. 9",2295,1 Bed / 1 Bath / Rental,Clinton
"372 Fifth Avenue, Apt. 7-L",4195,"1 Bed / 1 Bath / 1,287 Sq. Ft. / Co-op",Midtown West
East 74th Street,2675,Studio / 1 Bath / 500 Sq. Ft. / Co-op,Upper East Side
Nassau Street,6750,"2 Beds / 2 Baths / 1,305 Sq. Ft. / Condo",Financial District
"349 West 45th Street, Apt. 5-RW",2300,1 Bed / 1 Bath / Rental,Clinton
Park Avenue,4750,1 Bed / 1 Bath / 730 Sq. Ft. / Condo,Upper East Side
"516 West 47th Street, Apt. S4K",2600,Studio / 1 Bath / 428 Sq. Ft. / Condo,Clinton
"45 West 67th Street, Apt. 17-C",3600,1 Bed / 1 Bath / 719 Sq. Ft. / Condo,Upper West Side
"315 West 113th Street, Apt. 6C",2600,1 Bed / 1 Bath / Rental,Harlem
"8 West 90th Street, Apt. 1-B",3500,10 Units / 5 Floors / Multi-Family Townhouse,Upper West Side
"154 Chambers Street, Apt. 3",5000,1 Bed / 1 Bath / Rental,Tribeca
2305 Adam Clayton Powell Boulevar...,2800,"3 Beds / 1 Bath / 1,111 Sq. Ft. / Rental",Harlem
East 76th Street,15000,"2 Beds / 2 Baths / 1,850 Sq. Ft. / Condo",Upper East Side
"111 East 115th Street, Apt. 5-F",2675,1 Bed / 1 Bath / Rental,East Harlem
"130 Water Street, Apt. 7-B",5000,"2 Beds / 2 Baths / 1,266 Sq. Ft. / Condo",Financial District
"253 West 72nd Street, Apt. 1701",3350,1 Bed / 1 Bath / Rental,Upper West Side
"235 West End Avenue, Apt. 11-G",3795,1 Bed / 1 Bath / Condo,Upper West Side
"1991 Broadway, Apt. 7-C",5600,"2 Beds / 1 Bath / 1,100 Sq. Ft. / Condo",Upper West Side
West 84th Street,2995,1 Bed / 1 Bath / Rental,Upper West Side
"303 West 146th Street, Apt. 2F",2750,1 Bed / 1 Bath / 650 Sq. Ft. / Condo,Harlem
"171 East 90th Street, Apt. 3B",2249,Studio / 1 Bath / Rental,Upper East Side
Tenth Avenue,2940,1 Bed / 1 Bath / Rental,Clinton
East 55th Street,7000,"2 Beds / 2 Baths / 1,560 Sq. Ft. / Condo",Sutton Area
East 33rd Street,4000,2 Units / 5 Floors / 800 Sq. Ft. / Multi-Family Townhouse,Murray Hill
"260 West 52nd Street, Apt. 10E",3425,Studio / 1 Bath / 574 Sq. Ft. / Rental,Midtown West
"20 West Street, Apt. 33H",2695,Studio / 1 Bath / 460 Sq. Ft. / Condo,Financial District
Park Avenue,9000,"3 Beds / 3 Baths / 2,000 Sq. Ft. / Condo",East Harlem
Columbus Cir,79000,"4 Beds / 4 Baths / 3,491 Sq. Ft. / Condo/Co-op",Upper West Side
16 Jane Street,2635,5 Floors / Single Family Townhouse,West Village
"460 West 20th Street, Apt. 2U",4400,1 Bed / 1 Bath / Rental,Chelsea/Hudson Yards
"504 West 167th Street, Apt. 3A",2300,2 Beds / 1 Bath / Rental,Washington Heights
"1565 Second Avenue, Apt. 3",4000,"3 Beds / 1 Bath / 1,000 Sq. Ft. / Rental",Upper East Side
"1627 Park Avenue, Apt. 3D",2000,1 Bed / 1 Bath / Rental,East Harlem
West 42nd Street,5950,"2 Beds / 2 Baths / 1,068 Sq. Ft. / Condo",Clinton
"180 7TH Avenue, Apt. 3C",3300,1 Bed / 1 Bath / Rental,Chelsea/Hudson Yards
"240 East 24th Street, Apt. 4G",2850,1 Bed / 1 Bath / 700 Sq. Ft. / Co-op,Gramercy
"63 Bank Street, Apt. 5C",4150,2 Beds / 1 Bath / Rental,West Village
East 85th Street,6500,"1 Bed / 1 Bath / 1,025 Sq. Ft. / Condo",Upper East Side
East 41st Street,2695,1 Bed / 1 Bath / Co-op,Murray Hill
"101 West 79th Street, Apt. 7D",7500,"2 Beds / 2 Baths / 1,214 Sq. Ft. / Condo",Upper West Side
West 55th Street,3595,1 Bed / 1 Bath / Rental,Midtown West
West 18th Street,6750,1 Bed / 1 Bath / 914 Sq. Ft. / Condo,Chelsea/Hudson Yards
"250 West 93rd Street, Apt. 17-D",5100,1 Bed / 1 Bath / Rental,Upper West Side
"560 West 170th Street, Apt. 2G",1625,Studio / 1 Bath / 400 Sq. Ft. / Rental,Washington Heights
East 58th Street,2950,2 Beds / 1 Bath / Rental,Sutton Area
"400 East 14th Street, Apt. 4C",3950,1 Bed / 1 Bath / 510 Sq. Ft. / Condo,East Village
"113 Elizabeth Street, Apt. 4-A",6495,10 Units / 5 Floors / Multi-Family Townhouse,Chinatown
"322 West 57th Street, Apt. 29L",3500,Studio / 1 Bath / 566 Sq. Ft. / Condo,Midtown West
East 21st Street,5950,1 Bed / 1 Bath / 713 Sq. Ft. / Condo,Gramercy
"510 West 146th Street, Apt. 6A",2278,2 Beds / 1 Bath / Rental,Hamilton Heights
"415 West 23rd Street, Apt. 2E",4300,1 Bed / 1 Bath / Rental,Chelsea/Hudson Yards
East 83rd Street,2599,Studio / 1 Bath / Rental,Upper East Side
West 33rd Street,3969,1 Bed / 1 Bath / Rental,Midtown West
Dutch Street,5360,1 Bed / 1 Bath / Condo,Financial District
"606 West 113th Street, Apt. 3B",3200,2 Beds / 1 Bath / Co-op,Morningside Heights
West 15th Street,11000,"3 Beds / 2 Baths / 2,100 Sq. Ft. / Co-op",Flatiron
West 33rd Street,4153,1 Bed / 1 Bath / Rental,Midtown West
"280 Park Avenue South, Apt. 19L",6995,"2 Beds / 2 Baths / 1,115 Sq. Ft. / Condo",Flatiron
"364 East 91ST Street, Apt. 405",4600,2 Beds / 1 Bath / Rental,Upper East Side
"209 East 4th Street, Apt. A",2400,Studio / 1 Bath / 550 Sq. Ft. / Rental,East Village
"144 West 139th Street, Apt. 12",2475,2 Beds / 2 Baths / Rental,Harlem
West 136th Street,1575,Studio / 1 Bath / Rental,Harlem
"2211 Third Avenue, Apt. 8D",2992,1 Bed / 1 Bath / 583 Sq. Ft. / Rental,East Harlem
"243 Third Avenue, Apt. 3",6000,3 Beds / 1 Bath / Rental,Gramercy
"20 Broad Street, Apt. PH1",7200,3 Beds / 1 Bath / Rental,Financial District
"20 Broad Street, Apt. 2408",4175,1 Bed / 1 Bath / Rental,Financial District
"521 West 158th Street, Apt. 2F",3500,3 Units / 3 Floors / Multi-Family Townhouse,Washington Heights
Suffolk Street,2450,1 Bed / 1 Bath / Rental,Lower East Side
West 147th Street,3295,4 Beds / 1 Bath / Rental,Hamilton Heights
East 41st Street,4550,"3 Beds / 1 Bath / 1,100 Sq. Ft. / Co-op",Murray Hill
"333 East 108th Street, Apt. 3D",2295,2 Beds / 1 Bath / Rental,Upper East Side
"303 West 76th Street, Apt. 3A",3150,10 Units / 4 Floors / Multi-Family Townhouse,Upper West Side
West 86th Street,4750,1 Bed / 1 Bath / Rental,Upper West Side
"240 East 46th Street, Apt. 10H",2650,Studio / 1 Bath / 425 Sq. Ft. / Condo,Midtown East
"516 West 159th Street, Apt. 7",2500,3 Beds / 1 Bath / Rental,Washington Heights
"7 West 21st Street, Apt. 7G",5760,1 Bed / 1 Bath / Rental,Flatiron
"150 East 44th Street, Apt. 45-B",4875,1 Bed / 1 Bath / Rental,Midtown East
West 20th Street,3695,1 Bed / 1 Bath / Rental,Flatiron
Sixth Avenue,3600,1 Bed / 1 Bath / 650 Sq. Ft. / Co-op,Soho/Nolita
"230 East 44th Street, Apt. 12E",4029,2 Beds / 1 Bath / Rental,Midtown East
"626 1ST Avenue, Apt. W5F",3400,Studio / 1 Bath / Condo/Co-op,Midtown East
"626 1ST Avenue, Apt. W46J",3990,Studio / 1 Bath / Condo/Co-op,Midtown East
"150 East 44th Street, Apt. 45-B",4875,1 Bed / 1 Bath / Rental,Midtown East
"510 Amsterdam Avenue, Apt. 4B",3185,2 Beds / 1 Bath / 776 Sq. Ft. / Rental,Upper West Side
"330 West 43rd Street, Apt. 9",2295,1 Bed / 1 Bath / Rental,Clinton
Barclay Street,15995,"3 Beds / 3 Baths / 2,028 Sq. Ft. / Condo",Tribeca
"440 West 45th Street, Apt. 3-E",3495,2 Beds / 1 Bath / Rental,Clinton
"271 West 47th Street, Apt. 28J",3404,Studio / 1 Bath / 525 Sq. Ft. / Rental,Midtown West
"500 West 56th Street, Apt. 1407",4500,1 Bed / 1 Bath / 659 Sq. Ft. / Rental,Midtown West
"382 Central Park West, Apt. 20X",5862,"2 Beds / 1 Bath / 1,200 Sq. Ft. / Condo",Upper West Side
"21 West 86th Street, Apt. 14-A",12995,"3 Beds / 3 Baths / 1,580 Sq. Ft. / Rental",Upper West Side
"70 West 37th Street, Apt. 917",5996,2 Beds / 2 Baths / Rental,Midtown West
East 72nd Street,10000,"3 Beds / 3 Baths / 1,600 Sq. Ft. / Co-op",Upper East Side
"407 East 12th Street, Apt. 2FW",5350,2 Beds / 2 Baths / 997 Sq. Ft. / Condo,East Village
Bradhurst Avenue,3150,2 Beds / 2 Baths / 901 Sq. Ft. / Condo,Harlem
East 30th Street,3195,2 Beds / 1 Bath / 600 Sq. Ft. / Condo,Murray Hill
"116 West 73rd Street, Apt. 2-B",3600,10 Units / 6 Floors / Multi-Family Townhouse,Upper West Side
"329 East 6th Street, Apt. 14",3000,1 Bed / 1 Bath / Rental,East Village
West 22nd Street,2450,8 Units / 5 Floors / 300 Sq. Ft. / Multi-Family Townhouse,Chelsea/Hudson Yards
West 85th Street,2995,1 Bed / 1 Bath / Rental,Upper West Side
"130 West 118th Street, Apt. DUPLEX",7950,"2 Units / 4 Floors / 3,000 Sq. Ft. / Multi-Family Townhouse",Harlem
"242 West 109th Street, Apt. 5C",3150,2 Beds / 1 Bath / Rental,Upper West Side
East 80th Street,1995,Studio / 1 Bath / Co-op,Upper East Side
"343 West 51st Street, Apt. 5E",3200,1 Bed / 1 Bath / Rental,Clinton
"242 West 53rd Street, Apt. 62A",17995,3 Beds / 3 Baths / Rental,Midtown West
"257 Water Street, Apt. 3",6900,4 Beds / 2 Baths / Rental,Financial District
"257 Water Street, Apt. 6A",6400,4 Beds / 2 Baths / 900 Sq. Ft. / Rental,Financial District
"399 East 8th Street, Apt. PH",11000,"3 Beds / 3 Baths / 1,650 Sq. Ft. / Condo",East Village
"226 West 150th Street, Apt. 1G",2085,1 Bed / 1 Bath / Rental,Harlem
"1 Christopher Street, Apt. 14B",3195,Studio / 1 Bath / Co-op,Greenwich Village
"530 West 159th Street, Apt. 1fw",1900,Studio / 1 Bath / Rental,Washington Heights
"150 East 44th Street, Apt. 24-E",4200,1 Bed / 1 Bath / 750 Sq. Ft. / Rental,Midtown East
"626 1ST Avenue, Apt. W46F",7236,2 Beds / 2 Baths / Condo/Co-op,Midtown East
East 38th Street,3695,2 Beds / 1 Bath / 800 Sq. Ft. / Condo,Murray Hill
"450 Broome Street, Apt. 3-E",7950,"2 Beds / 2 Baths / 1,032 Sq. Ft. / Rental",Soho/Nolita
"88 Mulberry Street, Apt. 4",6000,4 Beds / 1 Bath / Rental,Chinatown
"211 West 70th Street, Apt. 4-A",4375,7 Units / 5 Floors / Multi-Family Townhouse,Upper West Side
"70 West 37th Street, Apt. 902",4242,1 Bed / 1 Bath / Rental,Midtown West
"275 West 96th Street, Apt. 6R",5000,"2 Beds / 1 Bath / 1,055 Sq. Ft. / Condo",Upper West Side
"554 West 54th Street, Apt. 29I",5407,1 Bed / 2 Baths / Rental,Clinton
"349 West 45th Street, Apt. 5-RW",2295,1 Bed / 1 Bath / Rental,Clinton
"80 Park Avenue, Apt. 20P",4200,1 Bed / 1 Bath / 791 Sq. Ft. / Condo,Murray Hill
"80 Park Avenue, Apt. 6E",3900,1 Bed / 1 Bath / 850 Sq. Ft. / Condo,Murray Hill
"55 Wall Street, Apt. 722A",4300,1 Bed / 1 Bath / 858 Sq. Ft. / Condo,Financial District
Park Avenue,2500,Studio / 1 Bath / 357 Sq. Ft. / Rental,Murray Hill
West 57th Street,3900,Studio / 1 Bath / 600 Sq. Ft. / Condo,Midtown West
"20 Broad Street, Apt. 2019",4700,1 Bed / 1 Bath / Rental,Financial District
"65 East 54th Street, Apt. 5R",2900,Studio / 1 Bath / 500 Sq. Ft. / Rental,Midtown East
"211 Ave A, Apt. 11",2850,1 Bed / 1 Bath / Rental,East Village
"242 West 53rd Street, Apt. 60F",5975,1 Bed / 1 Bath / Rental,Midtown West
"242 West 53rd Street, Apt. 29A",6625,2 Beds / 2 Baths / Rental,Midtown West
110 Ridge Street,3600,1 Floor / Commercial,Lower East Side
East 19th Street,4050,1 Bed / 1 Bath / Rental,Gramercy
Water Street,7500,"2 Beds / 2 Baths / 1,300 Sq. Ft. / Condo",Financial District
"525 West 28th Street, Apt. 1440",5100,1 Bed / 1 Bath / 595 Sq. Ft. / Rental,Chelsea/Hudson Yards
"509 East 12th Street, Apt. A-TWO",3995,2 Beds / 1 Bath / Rental,East Village
"440 East 13th Street, Apt. A4A",3100,1 Bed / 1 Bath / Rental,East Village
East 87th Street,3600,1 Bed / 1 Bath / 608 Sq. Ft. / Rental,Upper East Side
"43 West 69th Street, Apt. 3-B",2350,Studio / 1 Bath / Rental,Upper West Side
"7 West 108th Street, Apt. 1-A",5250,4 Beds / 2 Baths / Rental,Upper West Side
"7 East 20th Street, Apt. 11R",10000,"1 Bed / 1 Bath / 2,300 Sq. Ft. / Condo",Flatiron
"467 West 164th Street, Apt. 4A",1875,21 Units / 5 Floors / Townhouse,Washington Heights
"150 East 44th Street, Apt. 46-A",3625,Studio / 1 Bath / Rental,Midtown East
"305 East 51st Street, Apt. 25B",6200,"1 Bed / 1 Bath / 1,000 Sq. Ft. / Condo",Midtown East
"230 East 44th Street, Apt. 9B",4033,2 Beds / 1 Bath / Rental,Midtown East
"8 West 108th Street, Apt. 25",4765,4 Beds / 1 Bath / Rental,Upper West Side
"166 Perry Street, Apt. 2C",12500,"2 Beds / 2 Baths / 1,555 Sq. Ft. / Condo",West Village
"105 East 15th Street, Apt. 4",5000,2 Beds / 2 Baths / 600 Sq. Ft. / Co-op,Gramercy
"128 First Avenue, Apt. 1",4695,Townhouse,East Village
"100 Barclay Street, Apt. 11J",8600,"1 Bed / 1 Bath / 1,054 Sq. Ft. / Condo",Tribeca
"88 Leonard Street, Apt. 1214",3650,Studio / 1 Bath / Rental,Tribeca
"88 Leonard Street, Apt. 715",5590,1 Bed / 1 Bath / Rental,Tribeca
"88 Leonard Street, Apt. 915",6650,1 Bed / 1 Bath / Rental,Tribeca
Jane Street,9700,"2 Beds / 2 Baths / 1,344 Sq. Ft. / Condo",West Village
"251 West 89th Street, Apt. 3F",12995,"3 Beds / 2 Baths / 2,111 Sq. Ft. / Condo",Upper West Side
"382 Central Park West, Apt. 12C",6200,"2 Beds / 2 Baths / 1,141 Sq. Ft. / Condo",Upper West Side
"153 East 32nd Street, Apt. 3L",3575,1 Bed / 1 Bath / Rental,Murray Hill
"70 West 37th Street, Apt. 718",3831,1 Bed / 1 Bath / Rental,Midtown West
"210 West 70th Street, Apt. 502",5400,1 Bed / 1 Bath / 800 Sq. Ft. / Rental,Upper West Side
"88 Mulberry Street, Apt. 3",4000,3 Beds / 1 Bath / Rental,Chinatown
"247 West 46th Street, Apt. 3604",8500,"2 Beds / 2 Baths / 1,310 Sq. Ft. / Condo",Midtown West
"203 East 121st Street, Apt. 305",2495,1 Bed / 1 Bath / 725 Sq. Ft. / Rental,East Harlem
East 10th Street,2800,1 Bed / 1 Bath / 550 Sq. Ft. / Rental,East Village
West 113TH Street,1838,1 Bed / 1 Bath / Rental,Harlem
West 55th Street,3300,1 Bed / 1 Bath / 800 Sq. Ft. / Rental,Midtown West
West 14th Street,2400,1 Bed / 1 Bath / Rental,Chelsea/Hudson Yards
Fifth Avenue,12500,"2 Beds / 2 Baths / 1,850 Sq. Ft. / Condo",Midtown East
"109 East 36th Street, Apt. 2F",2950,1 Bed / 1 Bath / 700 Sq. Ft. / Rental,Murray Hill
Washington Square North,12000,4 Units / 5 Floors / Multi-Family Townhouse,Greenwich Village
Tenth Avenue,3650,2 Beds / 1 Bath / Rental,Clinton
East 40th Street,3400,1 Bed / 1 Bath / 848 Sq. Ft. / Condo,Murray Hill
"131 East 17th Street, Apt. 14",3395,17 Units / 4 Floors / Multi-Family Townhouse,Gramercy
"120 East 4th Street, Apt. 4A",4200,2 Beds / 1 Bath / Rental,East Village
"419 West 56th Street, Apt. 1B",1850,Studio / 1 Bath / Rental,Clinton
"245 East 60th Street, Apt. 2",5500,3 Beds / 1 Bath / Mixed Use Townhouse,Upper East Side
"230 East 44th Street, Apt. 9N",3117,1 Bed / 1 Bath / Rental,Midtown East
"2588 7TH Avenue, Apt. 1G",2550,2 Beds / 1 Bath / Rental,Harlem
"1 Irving Place, Apt. V15D",4400,1 Bed / 1 Bath / 670 Sq. Ft. / Condo,Gramercy
"133 West 145th Street, Apt. 52",2099,2 Beds / 1 Bath / Rental,Harlem
"8 West 108th Street, Apt. 41",5730,5 Beds / 2 Baths / Rental,Upper West Side
"1 Christopher Street, Apt. 15F",6250,1 Bed / 1 Bath / Co-op,Greenwich Village
"280 Park Avenue South, Apt. 20E",5500,1 Bed / 1 Bath / 750 Sq. Ft. / Condo,Flatiron
"39 Christopher Street, Apt. 1B",2995,1 Bed / 1 Bath / 350 Sq. Ft. / Rental,Greenwich Village
"626 1ST Avenue, Apt. W42H",5076,Studio / 1 Bath / Condo/Co-op,Midtown East
"1 Irving Place, Apt. V15D",4400,1 Bed / 1 Bath / 670 Sq. Ft. / Condo,Gramercy
"338 East 61st Street, Apt. 6",2995,2 Beds / 1 Bath / Rental,Upper East Side
"88 Leonard Street, Apt. 1505",4850,1 Bed / 1 Bath / Rental,Tribeca
"2109 Broadway, Apt. 11144",7450,2 Beds / 2 Baths / Condo,Upper West Side
"70 West 37th Street, Apt. 501",3504,Studio / 1 Bath / Rental,Midtown West
