Address,Price,Rental_type,Beds_baths,Sqfeet,Boro
"200 Riverside Boulevard, 19J - Upper West Side, New York",6400,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,100",Manhattan
"800 Fifth Avenue, 26A - Upper East Side, New York",6400,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 900,Manhattan
"332 West 47TH Street, 4A - Clinton, New York",6400,Rental,4 Beds | 3 Baths,Listing ID: 3858240,Manhattan
"29 Seventh Avenue South, 4A - West Village - Meatpacking District, New York",6400,"Rental, Doorman",3 Beds | 2 Baths,Listing ID: 3795762,Manhattan
"120 Riverside Boulevard, 16J - Upper West Side, New York",6400,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,288",Manhattan
"WATERSIDE PLAZA, 20 Waterside Plaza, WSC2 - Kips Bay, New York",6399,"Rental, Doorman",3 Beds | 2 Baths,Listing ID: 3833821,Manhattan
"The Cambridge, 500 East 85th Street, 8A - Upper East Side, New York",6395,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3882374,Manhattan
"The Regent, 45 West 60th Street, 19K - Lincoln Square, New York",6395,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3877240,Manhattan
"290 West 12th Street, 5F - West Village - Meatpacking District, New York",6395,Rental,2 Beds | 2 Baths,Listing ID: 3827305,Manhattan
"4610 Center Boulevard, 1013 - Long Island City, New York",6394,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3861437,Manhattan
"300 East 39th Street, 11H - Murray Hill, New York",6377,"Rental, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,033",Manhattan
"45 Wall Street, 1814 - Financial District, New York",6371,"Rental, Doorman",Studio | 1 Bath,Approximate Sq. Feet: 604 | Approximate Exterior Sq. Ft: 672,Manhattan
"1214 Fifth Avenue, 37J - Upper East Side, New York",6360,"Rental, Doorman",2 Beds | 1 Bath,Approximate Sq. Feet: 950,Manhattan
"TRUFFLES TRIBECA, 34 Desbrosses Street, 902 - TriBeCa, New York",6350,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 750,Manhattan
"The Westminster, 180 West 20th Street, 8U - Chelsea, New York",6320,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 740,Manhattan
"147 West 22nd Street, 5N - Chelsea, New York",6300,Cooperative,Loft | 1 Bed | 1 Bath,"Approximate Sq. Feet: 1,300",Manhattan
"20 Fifth Avenue, 12B - Greenwich Village, New York",6300,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3738087,Manhattan
"The Revere Condo, 400 East 54th Street, 27A - Sutton Area, New York",6300,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,053",Manhattan
"321 West 16th Street, 1E - Chelsea, New York",6295,Rental,3 Beds | 2 Baths,Listing ID: 3827320,Manhattan
"290 West 12th Street, 5D - West Village - Meatpacking District, New York",6295,Rental,2 Beds | 2 Baths,Listing ID: 3857642,Manhattan
"Bamford, 333 East 56th Street, 16K - Sutton Area, New York",6295,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3884982,Manhattan
"141 West 10th Street, 10 - West Village - Meatpacking District, New York",6295,Rental,3 Beds | 1 Bath,Listing ID: 3888275,Manhattan
"INDEPENDENCE PLAZA, 40 Harrison Street, 5K - TriBeCa, New York",6295,Rental,2 Beds | 2 Baths,Approximate Sq. Feet: 913,Manhattan
"LA PREMIERE, 230 West 55th Street, 21D - Clinton, New York",6295,"Rental, Doorman",3 Beds | 2 Baths,Listing ID: 3867275,Manhattan
"2 Gold Street, 1703 - Financial District, New York",6290,"Rental, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,050",Manhattan
"261 Hudson, 261 Hudson Street, 5V - SoHo - Nolita, New York",6278,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3869972,Manhattan
"Liberty Plaza, 10 Liberty Street, 35G - Financial District, New York",6278,"Rental, Doorman",2.5 Beds | 2 Baths,Listing ID: 3869771,Manhattan
"The Rollins, 145 Clinton Street, 3K - Lower East Side, New York",6276,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3883382,Manhattan
"140 Riverside Boulevard, 1127 - Upper West Side, New York",6256,"Rental, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,140",Manhattan
"600 Gateway Plaza, 395 South End Avenue, 4B - Battery Park City, New York",6255,"Rental, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 903,Manhattan
"45 Christopher Street, 3C - Greenwich Village, New York",6250,"Condo, Doorman",1 Bed | 1 Bath | 1 Half Bath,Approximate Sq. Feet: 903,Manhattan
"60 Riverside Boulevard, 609 - Lincoln Square, New York",6250,"Condo, Doorman",1 Bed | 2 Baths,Approximate Sq. Feet: 958,Manhattan
"205 East 59th Street, 22B - Upper East Side, New York",6250,"Condo, Doorman",1.5 Beds | 2 Baths,"Approximate Sq. Feet: 1,113 | Approximate Exterior Sq. Ft: 153",Manhattan
"The Tate, 535 West 23rd Street, N05J - Chelsea, New York",6240,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3869977,Manhattan
"The Tate, 535 West 23rd Street, S8E - Chelsea, New York",6240,"Rental, Doorman",1 Bed | 2 Baths,Approximate Sq. Feet: 800,Manhattan
"777 Sixth Avenue, 15C - Flatiron District, New York",6237,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,086",Manhattan
"1 Union Square South, 1 Union Square South, 16J - Greenwich Village, New York",6235,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 829,Manhattan
"Avalon Midtown West, 250 West 50th Street, 31A - Midtown, New York",6229,"Rental, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,027",Manhattan
"160 Madison Avenue, 40F - Flatiron District, New York",6226,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3874165,Manhattan
"30 West Street, 11C - Battery Park City, New York",6200,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,150",Manhattan
"THE PYTHIAN, 135 West 70th Street, 8C - Upper West Side, New York",6200,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,617",Manhattan
"MANHATTAN PARK, 10-40 River Rd, 15C - Roosevelt Island, New York",6200,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,452",Manhattan
"THE HUDSON, 225 West 60th Street, 19B - Lincoln Square, New York",6200,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,227",Manhattan
"325 Fifth Avenue, 37C - Midtown, New York",6200,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,151",Manhattan
"25 West 68th Street, 4C - Upper West Side, New York",6200,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3802201,Manhattan
"Belmont, 320 East 46th Street, 29A - Turtle Bay, New York",6195,Rental,2 Beds | 2 Baths | 1 Half Bath,Listing ID: 3860405,Manhattan
"253 Elizabeth Street, 1R - Little Italy - Chinatown, New York",6195,Rental,4 Beds | 2 Baths,Listing ID: 3769199,Manhattan
"LA PREMIERE, 230 West 55th Street, 15D - Clinton, New York",6195,"Rental, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 1,195",Manhattan
"INDEPENDENCE PLAZA, 80 North Moore Street, 36B - TriBeCa, New York",6195,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3884975,Manhattan
"INDEPENDENCE PLAZA, 80 North Moore Street, 8H - TriBeCa, New York",6195,"Rental, Doorman",2 Beds | 1 Bath,Listing ID: 3884974,Manhattan
"TriBeCa Park, 400 Chambers Street, 23K - Battery Park City, New York",6195,"Rental, Doorman",1 Bed | 2 Baths,Approximate Sq. Feet: 801,Manhattan
"19 Dutch, 19 Dutch Street, 59G - Financial District, New York",6190,Rental,1 Bed | 1 Bath,Listing ID: 3801310,Manhattan
"Chelsea Centro, 200 West 26th Street, PH9 - Chelsea, New York",6190,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 950,Manhattan
"364 West 18th Street, 1E - Chelsea, New York",6175,Rental,2 Beds | 1 Bath,"Approximate Sq. Feet: 1,200",Manhattan
"The Sierra, 130 West 15th Street, 14E - Chelsea, New York",6175,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3857481,Manhattan
"Avalon Midtown West, 250 West 50th Street, 37B - Midtown, New York",6163,"Rental, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 947,Manhattan
"220 East 24th Street, 2H - Kips Bay, New York",6150,Rental,2 Beds | 2 Baths,Listing ID: 3835201,Manhattan
"The Sierra, 130 West 15th Street, 4E - Chelsea, New York",6145,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 642,Manhattan
"The Rollins, 145 Clinton Street, 14A - Lower East Side, New York",6138,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3883366,Manhattan
"360 East 65th Street, 18D - Upper East Side, New York",6137,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3895384,Manhattan
"WATERSIDE PLAZA, 20 Waterside Plaza, WSC1 - Kips Bay, New York",6120,"Rental, Doorman",3 Beds | 2 Baths,Listing ID: 3833819,Manhattan
"Avalon Bowery Place, 11 East 1st Street, 405 - East Village, New York",6115,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3803307,Manhattan
"The Westminster, 180 West 20th Street, 12W - Chelsea, New York",6110,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 660,Manhattan
"Carnegie Hill Place, 1510 Lexington Avenue, 12G - Upper East Side, New York",6095,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3814162,Manhattan
"Avalon Bowery Place, 11 East 1st Street, 221 - East Village, New York",6083,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3771248,Manhattan
"The Westminster, 180 West 20th Street, 10R - Chelsea, New York",6070,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 740,Manhattan
"101 West 15th Street, 213 - Chelsea, New York",6045,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3895386,Manhattan
"The Westminster, 180 West 20th Street, 16E - Chelsea, New York",6030,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3827943,Manhattan
"Columbus Square, 805 Columbus Avenue, 5F - Upper West Side, New York",6005,"Rental, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 979,Manhattan
"15 Charles Street, 10D - Greenwich Village, New York",6000,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 785,Manhattan
"639 1/2 Hudson Street, 2 - West Village - Meatpacking District, New York",6000,Rental,3 Beds | 2 Baths,Listing ID: 3827898,Manhattan
"400 West 50TH Street, RETAIL - Clinton, New York",6000,Commercial,| 1 Bath,Approximate Sq. Feet: 450,Manhattan
"154 Attorney Street, 502 - Lower East Side, New York",6000,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,228",Manhattan
"124 East 84 Street Corp., 124 East 84th Street, 9C - Upper East Side, New York",6000,"Cooperative, Doorman",2 Beds | 1 Bath | 1 Half Bath,Listing ID: 3799728,Manhattan
"330 Third Avenue, 15A - Gramercy - Union Square, New York",6000,"Cooperative, Doorman",1 Bed | 1 Bath,Listing ID: 3869809,Manhattan
"The York, 435 East 79th Street, PHG - Upper East Side, New York",6000,"Rental, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,147",Manhattan
"47 East 64th Street, 1A - Upper East Side, New York",6000,"Commercial, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 800,Manhattan
"303 East 57th Street, 12B - Midtown, New York",6000,"Cooperative, Doorman",2 Beds | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,300",Manhattan
"135 West 52nd Street, 15D - Midtown, New York",6000,"Condo, Doorman",1 Bed | 2 Baths,Approximate Sq. Feet: 904,Manhattan
"315 West 33rd Street, 25J - Chelsea, New York",6000,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3884822,Manhattan
"444 West 19th Street, 202 - Chelsea, New York",6000,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 850 | Approximate Exterior Sq. Ft: 450,Manhattan
"Essex House, 160 Central Park South, 820 - Central Park South, New York",6000,"Condo, Doorman",1 Bed | 1 Bath,Listing ID: 3881597,Manhattan
"200 East 21st Street, 8B - Gramercy - Union Square, New York",6000,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 773,Manhattan
"15 William, 15 William Street, D2 - Financial District, New York",6000,"Condo, Doorman",1 Bed | 2 Baths,"Approximate Sq. Feet: 1,065",Manhattan
"The Sierra, 130 West 15th Street, 14E - Chelsea, New York",6175,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3857481,Manhattan
"Avalon Midtown West, 250 West 50th Street, 37B - Midtown, New York",6163,"Rental, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 947,Manhattan
"220 East 24th Street, 2H - Kips Bay, New York",6150,Rental,2 Beds | 2 Baths,Listing ID: 3835201,Manhattan
"The Sierra, 130 West 15th Street, 4E - Chelsea, New York",6145,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 642,Manhattan
"The Rollins, 145 Clinton Street, 14A - Lower East Side, New York",6138,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3883366,Manhattan
"360 East 65th Street, 18D - Upper East Side, New York",6137,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3895384,Manhattan
"WATERSIDE PLAZA, 20 Waterside Plaza, WSC1 - Kips Bay, New York",6120,"Rental, Doorman",3 Beds | 2 Baths,Listing ID: 3833819,Manhattan
"Avalon Bowery Place, 11 East 1st Street, 405 - East Village, New York",6115,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3803307,Manhattan
"The Westminster, 180 West 20th Street, 12W - Chelsea, New York",6110,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 660,Manhattan
"Carnegie Hill Place, 1510 Lexington Avenue, 12G - Upper East Side, New York",6095,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3814162,Manhattan
"Avalon Bowery Place, 11 East 1st Street, 221 - East Village, New York",6083,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3771248,Manhattan
"The Westminster, 180 West 20th Street, 10R - Chelsea, New York",6070,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 740,Manhattan
"101 West 15th Street, 213 - Chelsea, New York",6045,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3895386,Manhattan
"The Westminster, 180 West 20th Street, 16E - Chelsea, New York",6030,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3827943,Manhattan
"Columbus Square, 805 Columbus Avenue, 5F - Upper West Side, New York",6005,"Rental, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 979,Manhattan
"15 Charles Street, 10D - Greenwich Village, New York",6000,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 785,Manhattan
"639 1/2 Hudson Street, 2 - West Village - Meatpacking District, New York",6000,Rental,3 Beds | 2 Baths,Listing ID: 3827898,Manhattan
"400 West 50TH Street, RETAIL - Clinton, New York",6000,Commercial,| 1 Bath,Approximate Sq. Feet: 450,Manhattan
"154 Attorney Street, 502 - Lower East Side, New York",6000,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,228",Manhattan
"124 East 84 Street Corp., 124 East 84th Street, 9C - Upper East Side, New York",6000,"Cooperative, Doorman",2 Beds | 1 Bath | 1 Half Bath,Listing ID: 3799728,Manhattan
"330 Third Avenue, 15A - Gramercy - Union Square, New York",6000,"Cooperative, Doorman",1 Bed | 1 Bath,Listing ID: 3869809,Manhattan
"The York, 435 East 79th Street, PHG - Upper East Side, New York",6000,"Rental, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,147",Manhattan
"47 East 64th Street, 1A - Upper East Side, New York",6000,"Commercial, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 800,Manhattan
"303 East 57th Street, 12B - Midtown, New York",6000,"Cooperative, Doorman",2 Beds | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,300",Manhattan
"135 West 52nd Street, 15D - Midtown, New York",6000,"Condo, Doorman",1 Bed | 2 Baths,Approximate Sq. Feet: 904,Manhattan
"315 West 33rd Street, 25J - Chelsea, New York",6000,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3884822,Manhattan
"444 West 19th Street, 202 - Chelsea, New York",6000,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 850 | Approximate Exterior Sq. Ft: 450,Manhattan
"Essex House, 160 Central Park South, 820 - Central Park South, New York",6000,"Condo, Doorman",1 Bed | 1 Bath,Listing ID: 3881597,Manhattan
"200 East 21st Street, 8B - Gramercy - Union Square, New York",6000,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 773,Manhattan
"15 William, 15 William Street, D2 - Financial District, New York",6000,"Condo, Doorman",1 Bed | 2 Baths,"Approximate Sq. Feet: 1,065",Manhattan
"76 MADISON, 76 Madison Avenue, 5C - NoMad, New York",5999,"Condo, Doorman",Loft | 1 Bed | 1 Bath,Approximate Sq. Feet: 827,Manhattan
"ONE LINCOLN PLAZA, 20 West 64th Street, 27R - Lincoln Square, New York",5999,"Condo, Doorman",2 Beds | 2 Baths,Listing ID: 3745274,Manhattan
"322 West 57th Street, 19S - Midtown, New York",5999,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,045",Manhattan
"Laurence Towers, 200 East 33rd Street, 2E - Kips Bay, New York",5995,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3885390,Manhattan
"346 East 18th Street, 1A - Gramercy - Union Square, New York",5995,Rental,3 Beds | 1 Bath,Listing ID: 3825933,Manhattan
"346 East 18th Street, D - Gramercy - Union Square, New York",5995,Rental,3 Beds | 2 Baths,Listing ID: 3820945,Manhattan
"346 East 18th Street, 2C - Gramercy - Union Square, New York",5995,Rental,3 Beds | 2 Baths,Listing ID: 3808631,Manhattan
"340 East 18th Street, 3D - Gramercy - Union Square, New York",5995,Rental,3 Beds | 1 Bath,Listing ID: 3881826,Manhattan
"Twenty9th Park Madison, 39 East 29th Street, 21D - NoMad, New York",5995,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 826,Manhattan
"146 Duane Street, 4C - TriBeCa, New York",5995,Rental,Loft | 1 Bed | 1 Bath,"Approximate Sq. Feet: 1,300",Manhattan
"Chelsea Centro, 200 West 26th Street, 11N - Chelsea, New York",5995,"Rental, Doorman",1 Bed | 2 Baths,Approximate Sq. Feet: 900,Manhattan
"Greenwich Club Residence, 88 Greenwich Street, 1104 - Financial District, New York",5995,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,213",Manhattan
"105 West 29th Street, 33K - Flatiron District, New York",5990,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 709,Manhattan
"222 East 44th Street, 39K - Midtown, New York",5980,Rental,1 Bed | 1 Bath,Listing ID: 3883458,Manhattan
"AVA High Line, 525 West 28th Street, 239 - Chelsea, New York",5980,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3803552,Manhattan
"Emerald Green, 320 West 38th Street, 2131 - Fashion Center, New York",5969,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3877237,Manhattan
"Archstone Camargue, 303 East 83rd Street, 31G - Upper East Side, New York",5960,"Rental, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,038",Manhattan
"Avalon Bowery Place, 11 East 1st Street, 412 - East Village, New York",5960,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3834155,Manhattan
"450 West 17th Street, 401 - Chelsea, New York",5955,"Condo, Doorman",1 Bed | 1 Bath,Listing ID: 3883787,Manhattan
"Fifty Third and Eighth, 301 West 53rd Street, 23F - Clinton, New York",5950,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,040",Manhattan
"200 East 21st Street, 6D - Gramercy - Union Square, New York",5950,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 713,Manhattan
"200 East 21st Street, 7B - Gramercy - Union Square, New York",5950,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 772,Manhattan
"800 Sixth, 800 Sixth Avenue, 17B - NoMad, New York",5944,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 729,Manhattan
"1214 Fifth Avenue, 22C - Upper East Side, New York",5928,"Rental, Doorman",1 Bed | 1 Bath,"Approximate Sq. Feet: 1,025",Manhattan
"Avalon Bowery Place, 11 East 1st Street, 310 - East Village, New York",5920,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3834219,Manhattan
"One West End, 1 West End Avenue, 8E - Upper West Side, New York",5900,"Condo, Doorman",1 Bed | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,155",Manhattan
"140 East 56th Street, 1A - Midtown, New York",5900,"Commercial, Doorman",,Approximate Sq. Feet: 872,Manhattan
"520 West 23rd Street, 4B - Chelsea, New York",5900,"Condo/Cooperative, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 894,Manhattan
"425 East 63rd Street, W7D - Upper East Side, New York",5900,"Condo/Cooperative, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,250",Manhattan
"The Meurice, 145 West 58th Street, 10J - Midtown, New York",5900,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3827488,Manhattan
"140 East 56th Street, 1A - Midtown, New York",5900,"Commercial, Doorman",,Approximate Sq. Feet: 872,Manhattan
"345 Meatpacking, 345 West 14th Street, 2B - Chelsea, New York",5895,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 693,Manhattan
"200 Stanton Street, 6 - Lower East Side, New York",5895,Rental,3 Beds | 2 Baths,Listing ID: 3881675,Manhattan
"235 East 40th Street, 9GH - Murray Hill, New York",5895,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,284",Manhattan
"Avalon West Chelsea, 282 Eleventh Avenue, 1002 - Chelsea, New York",5870,"Rental, Doorman",2 Beds | 1 Bath,Approximate Sq. Feet: 882,Manhattan
"Hawthorn Park, 160 West 62nd Street, 43E - Lincoln Square, New York",5862,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3885190,Manhattan
"2-14 50th Avenue, 805E - Long Island City, New York",5860,"Rental, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 994,Manhattan
"156 West 20th Street, GARDEN - Chelsea, New York",5850,Rental,2 Beds | 1 Bath,Listing ID: 3845934,Manhattan
"450 West 17th Street, 918 - Chelsea, New York",5850,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 750,Manhattan
"4615 Center Boulevard, 3708 - Long Island City, New York",5839,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3868553,Manhattan
"255 West 92nd Street, 5D - Upper West Side, New York",5833,Condo,2 Beds | 2 Baths,Approximate Exterior Sq. Ft: 800,Manhattan
"Liberty Plaza, 10 Liberty Street, 29F - Financial District, New York",5809,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3885197,Manhattan
"GREENE ST ASSOCIATE, 15 Greene Street, 3 - SoHo - Nolita, New York",5800,Cooperative,Loft | 1 Bed | 1 Bath,"Approximate Sq. Feet: 1,200",Manhattan
"ONE LINCOLN PLAZA, 20 West 64th Street, 24L - Lincoln Square, New York",5800,"Condo, Doorman",1 Bed | 1 Bath | 1 Half Bath,Approximate Sq. Feet: 954,Manhattan
"135 West 52nd Street, 9D - Midtown, New York",5800,"Condo, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 904,Manhattan
"135 West 52nd Street, 10C - Midtown, New York",5800,"Condo, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 904,Manhattan
"346 East 18th Street, C - Gramercy - Union Square, New York",5795,Rental,3 Beds | 1 Bath,Listing ID: 3858457,Manhattan
"353 East 83rd Street, 22H - Upper East Side, New York",5795,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3830451,Manhattan
"124 Ridge Street, 8 - Lower East Side, New York",5795,Rental,3 Beds | 1 Bath,Listing ID: 3881760,Manhattan
"345 East 5TH Street, 1 - East Village, New York",5795,Rental,3 Beds | 1 Bath,Listing ID: 3893857,Manhattan
"The Somerset, 1365 York Avenue, 30C - Upper East Side, New York",5795,"Rental, Doorman",1.5 Beds | 2 Baths,Listing ID: 3877215,Manhattan
"401 East 34th Street, N18J - Murray Hill, New York",5795,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 740,Manhattan
"175 West 60th Street, 45E - Lincoln Square, New York",5792,Rental,1 Bed | 1 Bath,Listing ID: 3877241,Manhattan
"Montrose, 308 East 38th Street, 16F - Murray Hill, New York",5750,"Rental, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,060",Manhattan
"130 Barrow Street, 304 - West Village - Meatpacking District, New York",5750,Condo,Loft | 1 Bed | 1 Bath,Approximate Sq. Feet: 850,Manhattan
"DOWNTOWN BY STARCK, 15 Broad Street, 730 - Financial District, New York",5750,"Condo, Doorman",Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,454",Manhattan
"Tribeca Tower, 105 Duane Street, 39H - TriBeCa, New York",5750,"Rental, Doorman",1 Bed | 2 Baths,"Approximate Sq. Feet: 1,000",Manhattan
"Fifty Third and Eighth, 301 West 53rd Street, 4K - Clinton, New York",5750,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,040",Manhattan
"TriBeCa Park, 400 Chambers Street, 27A - Battery Park City, New York",5730,"Rental, Doorman",1 Bed | 2 Baths,Listing ID: 3884009,Manhattan
"TriBeCa Park, 400 Chambers Street, 5H - Battery Park City, New York",5720,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 800,Manhattan
"60 East 55th Street, 16A - Midtown, New York",5700,"Condo, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 900,Manhattan
"The Charleston, 225 East 34th Street, 12G - Murray Hill, New York",5700,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,000 | Approximate Exterior Sq. Ft: 63",Manhattan
"The Bel Canto, 1991 Broadway, 15A - Upper West Side, New York",5700,"Condo, Doorman",2 Beds | 2 Baths,Approximate Sq. Feet: 987,Manhattan
"TRUMP PLAZA, 167 East 61st Street, 18B - Upper East Side, New York",5700,"Cooperative, Doorman",1 Bed | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,000",Manhattan
"Essex Crossing, 242 Broome Street, 12D - Lower East Side, New York",5700,Condo,1 Bed | 1 Bath,Approximate Sq. Feet: 766,Manhattan
"11-02 49th Avenue, 7C - Long Island City, New York",5700,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,389 | Approximate Exterior Sq. Ft: 343",Manhattan
"The Bristol, 300 East 56th Street, 3M - Sutton Area, New York",5695,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3882378,Manhattan
"The Bristol, 300 East 56th Street, 6L - Sutton Area, New York",5695,"Rental, Doorman",2 Beds | 1 Bath | 1 Half Bath,Listing ID: 3882379,Manhattan
"10 Downing Street, 5L - West Village - Meatpacking District, New York",5695,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3868815,Manhattan
"20 Park, 20 Park Avenue, 8C - Murray Hill, New York",5683,"Rental, Doorman",1 Bed | 1 Bath,Listing ID: 3886787,Manhattan
"Capitol at Chelsea, 55 West 26th Street, 7E - NoMad, New York",5675,"Rental, Doorman",1 Bed | 1 Bath,Approximate Sq. Feet: 573,Manhattan
