Address,Price,Rental_type,Beds_baths,Sqfeet,Boro
"492 Broome Street, 8 - SoHo - Nolita, New York",14000,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 3,000",Manhattan
"380 W 12th Street, 1F - New York, New York",14000,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 2,200",Manhattan
"1323 Madison Avenue, 1 - Carnegie Hill, New York",14000,Rental,3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,750",Manhattan
"634 Washington Street, GA - West Village - Meatpacking District, New York",14000,Cooperative,4 Beds | 3 Baths,Listing ID: 3504031,Manhattan
"GANSEVORT CO-OP COR, 652 Hudson Street, 3S - West Village - Meatpacking District, New York",14000,Cooperative,Loft | 3 Beds | 2 Baths,"Approximate Sq. Feet: 3,000",Manhattan
"74 East 79th Street, 14/15A - Upper East Side, New York",14000,"Rental, Doorman",3 Beds | 3 Baths,Listing ID: 3874132,Manhattan
"Madison Belvedere, 10 East 29th Street, 45B - NoMad, New York",14000,"Rental, Doorman",3 Beds | 3 Baths,Listing ID: 3878882,Manhattan
"10 Charles Street, GRDTRPLX - West Village - Meatpacking District, New York",14000,Rental,2 Beds | 2 Baths | 1 Half Bath,Listing ID: 3829237,Manhattan
"The Plaza Residences, 1 Central Park South, 1907 - Central Park South, New York",14000,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,378",Manhattan
"The Visionaire, 70 Little West Street, 10B - Battery Park City, New York",14000,"Condo, Doorman",4 Beds | 3 Baths,"Approximate Sq. Feet: 2,130",Manhattan
"40 Bond Street, 5B - NoHo, New York",14000,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,382",Manhattan
"241 Central Park West, 16D - Upper West Side, New York",14000,"Rental, Doorman",2 Beds | 3 Baths,Listing ID: 3895726,Manhattan
"380 West 12th Street, 1F - West Village - Meatpacking District, New York",14000,"Cooperative, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 2,200",Manhattan
"Four Seasons, 30 Park Pl, 56D - TriBeCa, New York",14000,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,538",Manhattan
"Atelier, 635 West 42nd Street, 25TT - Clinton, New York",14000,"Condo, Doorman",4 Beds | 4 Baths,"Approximate Sq. Feet: 2,100",Manhattan
"The Zachary, 125 East 12th Street, 1F - East Village, New York",13995,"Condo, Doorman",Loft | 3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,300",Manhattan
"Cipriani Club Residences, 55 Wall Street, PH910 - Financial District, New York",13995,"Condo, Doorman",3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,220",Manhattan
"The Park 900 Condominium, 900 Park Avenue, 17BC - Upper East Side, New York",13980,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,000",Manhattan
"The Wellington, 200 East 62nd Street, GF - Upper East Side, New York",13933,"Condo, Doorman",Studio | 3 Baths,"Approximate Sq. Feet: 1,672",Manhattan
"441 West 21st Street, 2 - Chelsea, New York",13900,Multi-Family,3 Beds | 3 Baths,"Approximate Sq. Feet: 3,000",Manhattan
"98 Riverside Drive, 17DE - Upper West Side, New York",13750,"Rental, Doorman",4 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,153",Manhattan
"112 East 35th Street - Murray Hill, New York",13750,Commercial,,"Approximate Sq. Feet: 5,000",Manhattan
"Beekman Mansion, 439 East 51st Street, 9F - Beekman, New York",13750,"Cooperative, Doorman",4 Beds | 3 Baths,"Approximate Sq. Feet: 2,025",Manhattan
"HUYS, 404 Park Avenue South, 3D - NoMad, New York",13750,"Condo, Doorman",3 Beds | 2 Baths,Listing ID: 3858835,Manhattan
"565 Broome Street, S12C - SoHo - Nolita, New York",13750,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,681",Manhattan
"226 Lafayette Street, 3E - SoHo - Nolita, New York",13500,Cooperative,Loft | 4 Beds | 2 Baths,"Approximate Sq. Feet: 2,850",Manhattan
"222 West 80th Street, 4B - Upper West Side, New York",13500,Rental,2 Beds | 2 Baths,Listing ID: 3739702,Manhattan
"1165 Fifth Avenue, 10C - Upper East Side, New York",13500,"Cooperative, Doorman",4 Beds | 3 Baths,Listing ID: 3676603,Manhattan
"147 Lexington Avenue, PH - NoMad, New York",13500,Rental,3 Beds | 4 Baths,Listing ID: 3829736,Manhattan
"486 Broadway, PH - SoHo - Nolita, New York",13500,,Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 2,196",Manhattan
"12 Gramercy Park South, 1R/2R - Gramercy - Union Square, New York",13500,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,886",Manhattan
"133 East 15th Street, LB - Gramercy - Union Square, New York",13500,Cooperative,4 Beds | 2 Baths,Listing ID: 3867344,Manhattan
"21 East 12th Street, 21 East 12th Street, 10A - Greenwich Village, New York",13500,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,478",Manhattan
"135 West 81st Street, A - Upper West Side, New York",13500,Rental,4 Beds | 4 Baths,Listing ID: 3803905,Manhattan
"250 West Street, 4E - TriBeCa, New York",13500,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,888",Manhattan
"21 East 12th Street, 21 East 12th Street, 15A - Greenwich Village, New York",13500,"Condo, Doorman",2 Beds | 3 Baths,"Approximate Sq. Feet: 1,478",Manhattan
"The Zachary, 125 East 12th Street, PHC - East Village, New York",13500,"Condo, Doorman",Loft | 3 Beds | 2 Baths,"Approximate Sq. Feet: 2,095",Manhattan
"CENTURY, 25 Central Park West, 3M - Lincoln Square, New York",13500,"Condo, Doorman",3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,009",Manhattan
"The Diamond House, 170 East 77th Street, 4B - Upper East Side, New York",13500,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,241",Manhattan
"205 East 59th Street, 11C - Upper East Side, New York",13500,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,600",Manhattan
"205 East 59th Street, 1903 - Upper East Side, New York",13500,"Condo, Doorman",3 Beds | 3 Baths,Listing ID: 3861856,Manhattan
"845 United Nations Plaza, 62A - Turtle Bay, New York",13500,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,016",Manhattan
"444 West 19th Street, PH1 - Chelsea, New York",13499,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,544",Manhattan
"Madison Belvedere, 10 East 29th Street, 37D - NoMad, New York",13250,"Rental, Doorman",3 Beds | 3 Baths,Listing ID: 3878752,Manhattan
"50 West Street, 42A - Financial District, New York",13250,"Condo, Doorman",2 Beds | 3 Baths,Listing ID: 3803132,Manhattan
"55 Thompson Soho, 55 Thompson Street, 301 - SoHo - Nolita, New York",13250,"Rental, Doorman",2 Beds | 2 Baths,Listing ID: 3867664,Manhattan
"233 West 26th Street, 2E - Chelsea, New York",13000,Cooperative,Loft | 3 Beds | 2 Baths | 1 Half Bath,Listing ID: 3834390,Manhattan
"240 Central Park South, 0 - Central Park South, New York",13000,"Rental, Doorman",Studio | 2 Baths,"Approximate Sq. Feet: 1,700",Manhattan
"1175 York Avenue, PHA6 - New York, New York",13000,Rental,4 Beds | 3 Baths | 1 Half Bath,Listing ID: 4983219,Manhattan
"37 EAST 67TH STREET, 37 East 67th Street, PHA - Upper East Side, New York",13000,Cooperative,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,650",Manhattan
"414 West BROADWAY, 4S - SoHo - Nolita, New York",13000,Condo,Loft | 2 Beds | 2 Baths,Listing ID: 3874653,Manhattan
"124 Hudson Street, 3B - TriBeCa, New York",13000,"Condo, Doorman",Loft | 2 Beds | 2 Baths,Listing ID: 3798184,Manhattan
"151 Spring Street, 6 - SoHo - Nolita, New York",13000,Rental,2 Beds | 2 Baths | 1 Half Bath,Listing ID: 3839761,Manhattan
"25 West 94th Street, 2 - Upper West Side, New York",13000,Multi-Family,4 Beds | 3 Baths,Listing ID: 3895259,Manhattan
"101 West 79th Street, 15C - Upper West Side, New York",13000,"Condo, Doorman",3 Beds | 2 Baths | 1 Half Bath,Listing ID: 3861555,Manhattan
"Carnegie Hill Tower, 40 East 94th Street, 23A - Carnegie Hill, New York",13000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,830",Manhattan
"1175 York Avenue, PHA6 - Upper East Side, New York",13000,"Condo/Cooperative, Doorman",4 Beds | 3 Baths | 1 Half Bath,Listing ID: 3865637,Manhattan
"The Seymour, 261 West 25th Street, 6D - Chelsea, New York",13000,"Condo, Doorman",3 Beds | 2 Baths | 1 Half Bath,Approximate Exterior Sq. Ft: 65,Manhattan
"33 West 56th Street, 8E - Midtown, New York",13000,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,600",Manhattan
"The Savoy, 200 East 61st Street, 5FG - Upper East Side, New York",13000,"Condo, Doorman",3 Beds | 4 Baths,"Approximate Sq. Feet: 2,124",Manhattan
"The Easton, 205 East 92nd Street, 37B - Upper East Side, New York",13000,"Rental, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 1,650",Manhattan
"473 West Broadway, 3 - SoHo - Nolita, New York",12995,Rental,Loft | 2 Beds | 1 Bath,Listing ID: 3874498,Manhattan
"The Bryant, 16 West 40th Street, 26A - Midtown, New York",12995,Condo,2 Beds | 3 Baths,"Approximate Sq. Feet: 1,650",Manhattan
"251 W 89th Street, 3F - New York, New York",12995,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 2,111",Manhattan
"251 West 89th Street, 3F - Upper West Side, New York",12995,"Condo, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 2,111",Manhattan
"The Beekman Residences, 5 Beekman Street, 46A - Financial District, New York",12995,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,624",Manhattan
"The Heritage, 240 Riverside Boulevard, 19B - Upper West Side, New York",12995,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 2,147",Manhattan
"The Brewster, 21 West 86th Street, 14A - Upper West Side, New York",12995,"Rental, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,580",Manhattan
"31 West 10th Street, 4 - Greenwich Village, New York",12990,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 2,000",Manhattan
"63 Greene Street, 5D - SoHo - Nolita, New York",12975,"Condo, Doorman",Loft | 2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,000",Manhattan
"The Solita, 161 Grand Street, 8B - SoHo - Nolita, New York",12950,"Condo, Doorman",Loft | 2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,831",Manhattan
"The Urban Glass House, 330 Spring Street, 3C - SoHo - Nolita, New York",12950,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,440",Manhattan
"The Plaza Residences, 1 Central Park South, 1807 - Central Park South, New York",12950,"Condo, Doorman",1 Bed | 2 Baths,"Approximate Sq. Feet: 1,390",Manhattan
"13 East 69th Street, 2F - Upper East Side, New York",12800,Condo,2 Beds | 3 Baths,Listing ID: 3781378,Manhattan
"1 Central Park West, 29B - Upper West Side, New York",12800,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,599",Manhattan
"101 West 24th Street, 37B - Chelsea, New York",12750,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,584",Manhattan
"Stonehenge 86, 103 East 86th Street, 11B - Carnegie Hill, New York",12700,"Rental, Doorman",3 Beds | 2 Baths,Listing ID: 3861801,Manhattan
"221 Centre Street, 9B - Lower East Side, New York",12500,Condo,Loft | 2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,831",Manhattan
"520 West Chelsea, 520 West 19th Street, 6C - Chelsea, New York",12500,"Condo, Doorman",3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,047",Manhattan
"The Chelsea 19 Condominium, 251 West 19th Street, 7A - Chelsea, New York",12500,"Condo, Doorman",Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,653",Manhattan
"259 Bowery, 5 - Little Italy - Chinatown, New York",12500,Condo,Loft | 1 Bed | 1 Bath,"Approximate Sq. Feet: 1,450",Manhattan
"RIVER TOWER, 420 East 54th Street, 3108 - Sutton Area, New York",12500,"Rental, Doorman",3 Beds | 2 Baths | 1 Half Bath,Listing ID: 3883440,Manhattan
"GEORGICA, 305 East 85th Street, 8D - Upper East Side, New York",12500,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,604",Manhattan
"915 West End Avenue, PHF - Upper West Side, New York",12500,"Rental, Doorman",3 Beds | 2 Baths,Listing ID: 3834040,Manhattan
"92 MORNINGSIDE, 92 Morningside Avenue, PH8B - Harlem, New York",12500,Condo,4 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,128",Manhattan
"Franklin Place, 5 Franklin Pl, 12C - TriBeCa, New York",12500,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,592",Manhattan
"175 Franklin Street, 4 - TriBeCa, New York",12500,Condo,2 Beds | 2 Baths,"Approximate Sq. Feet: 2,050",Manhattan
"15 Hudson Yards, 501 West 30th Street, 32D - Chelsea, New York",12500,Condo,2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,567",Manhattan
"111 Wooster Street, 6B - SoHo - Nolita, New York",12500,Condo,Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,910",Manhattan
"Essex House, 160 Central Park South, 2101 - Central Park South, New York",12500,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,250",Manhattan
"166 Perry Street, 2C - West Village - Meatpacking District, New York",12500,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,555",Manhattan
"One Manhattan Square, 252 South Street, 34C - Lower East Side, New York",12500,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,487",Manhattan
"1 Central Park West, 26B - Upper West Side, New York",12500,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,599",Manhattan
"29 Second Avenue, PH - East Village, New York",12370,,5 Beds | 3 Baths,Listing ID: 3870224,Manhattan
"15 Hudson Yards, 27D - Chelsea, New York",12300,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,571",Manhattan
"299 W. 12 CORP., 299 West 12th Street, 4D - West Village - Meatpacking District, New York",12250,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,200",Manhattan
"The Bancroft, 40 West 72nd Street, 0 - Upper West Side, New York",12101,"Cooperative, Doorman",Studio | 1 Bath,"Approximate Sq. Feet: 1,500",Manhattan
"112 East 61st Street, LDUPLEX - Upper East Side, New York",12000,Rental,2 Beds | 2 Baths | 1 Half Bath,Listing ID: 3871942,Manhattan
"THE GATSBY, 65 East 96th Street, 11B - Carnegie Hill, New York",12000,"Condo, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 1,900",Manhattan
"200 W End Avenue, 22B - New York, New York",12000,Rental,3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,627",Manhattan
"73 Worth Street, 3D - New York, New York",12000,Rental,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,859",Manhattan
"The Julliard Building, 18 Leonard Street, 4B - TriBeCa, New York",12000,"Condo, Doorman",Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 2,082",Manhattan
"26 Washington Square North, 4 - Greenwich Village, New York",12000,Cooperative,3 Beds | 2 Baths,Listing ID: 3890326,Manhattan
"26 Washington Square North, 5 - Greenwich Village, New York",12000,Cooperative,3 Beds | 2 Baths,Listing ID: 3884781,Manhattan
"26 East 126th Street - Harlem, New York",12000,Multi-Family,4 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 3,896",Manhattan
"414 West BROADWAY, 3N - SoHo - Nolita, New York",12000,Condo,Loft | 2 Beds | 2 Baths,Listing ID: 3884215,Manhattan
"Columbus Townhouse, 107 West 89th Street, GA - Upper West Side, New York",12000,Condo,3 Beds | 3 Baths,"Approximate Sq. Feet: 2,000",Manhattan
"77 Washington Pl, 2 - Greenwich Village, New York",12000,Rental,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,293",Manhattan
"The Worth Building, 73 Worth Street, 3D - TriBeCa, New York",12000,Condo,Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,859",Manhattan
"The Worth Building, 73 Worth Street, 3D - TriBeCa, New York",12000,Condo,Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,859",Manhattan
"200 West End Condominium, 200 West End Avenue, 22B - Upper West Side, New York",12000,"Condo, Doorman",3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,627",Manhattan
"21 Bleecker Street, 1E - Greenwich Village, New York",12000,Cooperative,Loft | 2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,300",Manhattan
"330 East 75th Street, 27BC - Upper East Side, New York",12000,"Condo, Doorman",4 Beds | 4 Baths,"Approximate Sq. Feet: 2,240",Manhattan
"626 First Avenue, W30B - Midtown, New York",12000,Rental,2 Beds | 2 Baths,Listing ID: 3856139,Manhattan
"52 East End Avenue, 16BC - Upper East Side, New York",12000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,900",Manhattan
"The Rushmore, 80 Riverside Boulevard, 24A - Upper West Side, New York",12000,"Condo, Doorman",3 Beds | 4 Baths,Listing ID: 3871212,Manhattan
"The Rushmore, 80 Riverside Boulevard, 25B - Upper West Side, New York",12000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,712",Manhattan
"44 Mercer Street, 5 - SoHo - Nolita, New York",12000,Condo,2 Beds | 2 Baths,"Approximate Sq. Feet: 1,515",Manhattan
"421 Hudson Street, 717 - West Village - Meatpacking District, New York",12000,"Condo, Doorman",Loft | 3 Beds | 2 Baths,Listing ID: 3847612,Manhattan
"THE PETERSFIELD, 115 Fourth Avenue, 3F - Greenwich Village, New York",12000,"Condo, Doorman",Loft | 2 Beds | 2 Baths,Listing ID: 3882141,Manhattan
"30 West Street, 28F - Battery Park City, New York",12000,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,097",Manhattan
"325 Fifth Avenue, 8F - Midtown, New York",12000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,775",Manhattan
"310 East 53rd Street, 10B - Sutton Area, New York",12000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,749",Manhattan
"223 East 80th Street, PH - Upper East Side, New York",11995,,2 Beds | 3 Baths,"Approximate Sq. Feet: 1,720",Manhattan
"The Plaza Residences, 1 Central Park South, 1604 - Central Park South, New York",11995,"Condo, Doorman",1 Bed | 2 Baths,"Approximate Sq. Feet: 1,279",Manhattan
"DOWNTOWN BY STARCK, 15 Broad Street, 3903 - Financial District, New York",11995,"Condo, Doorman",Loft | 3 Beds | 3 Baths,"Approximate Sq. Feet: 3,000",Manhattan
"Gramercy Starck, 340 East 23rd Street, PH3D - Gramercy - Union Square, New York",11995,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,785",Manhattan
"195 Hudson Street, 2E - TriBeCa, New York",11950,"Condo, Doorman",Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,800",Manhattan
"15 Hudson Yards, 501 West 30th Street, 27G - Chelsea, New York",11900,Condo,2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,464",Manhattan
"The Empire, 188 East 78th Street, 16B - Upper East Side, New York",11900,"Condo, Doorman",3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,500",Manhattan
"459 West 18th Street, CML - Chelsea, New York",11900,"Condo, Doorman",Studio | 1 Bath,"Approximate Sq. Feet: 2,100",Manhattan
"1255 Fifth Avenue, 3CDE - Upper East Side, New York",11900,"Condo, Doorman",4 Beds | 4 Baths,"Approximate Sq. Feet: 3,024",Manhattan
"1009 Park Avenue, 6B - Upper East Side, New York",11875,"Rental, Doorman",2 Beds | 2 Baths | 1 Half Bath,Listing ID: 3840957,Manhattan
"800 Fifth Avenue, 23B - Upper East Side, New York",11850,"Rental, Doorman",2 Beds | 2 Baths | 1 Half Bath,Listing ID: 3720668,Manhattan
"Olympic Tower, 641 Fifth Avenue, 29E - Midtown, New York",11800,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,800",Manhattan
"VESTRY PLACE, 181 Hudson Street, 1D - TriBeCa, New York",11750,Condo,5 Beds | 2 Baths,"Approximate Sq. Feet: 3,000",Manhattan
"53 West 82nd Street, 2 - Upper West Side, New York",11750,Cooperative,3 Beds | 2 Baths,Listing ID: 3880273,Manhattan
"155 Riverside Drive, 9B - Upper West Side, New York",11750,"Rental, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,500",Manhattan
"The Lucida, 151 East 85th Street, 12K - Upper East Side, New York",11750,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,448",Manhattan
"88 Leonard Street, PHA4 - TriBeCa, New York",11650,"Rental, Doorman",3 Beds | 3 Baths,Listing ID: 3868710,Manhattan
"34 Leonard Street, 3B - TriBeCa, New York",11595,"Rental, Doorman",Loft | 2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,600",Manhattan
"429 East 52nd Street, 32F - Sutton Area, New York",11538,"Rental, Doorman",3 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 2,050",Manhattan
"The Edgar House, 25 Ann Street, 6 - TriBeCa, New York",11500,Rental,Loft | 3 Beds | 2 Baths,"Approximate Sq. Feet: 2,300",Manhattan
"413 East 78th Street, PH - Upper East Side, New York",11500,Rental,4 Beds | 2 Baths,Listing ID: 3842757,Manhattan
"100 East 53rd Street, 28B - Midtown, New York",11500,"Condo, Doorman",1 Bed | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,375",Manhattan
"471 Washington Street, 4A - TriBeCa, New York",11500,"Condo, Doorman",2 Beds | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,445",Manhattan
"166 Perry Street, 3B - West Village - Meatpacking District, New York",11500,"Condo, Doorman",Loft | 2 Beds | 2 Baths,"Approximate Sq. Feet: 1,494",Manhattan
"DOWNTOWN BY STARCK, 15 Broad Street, 1610 - Financial District, New York",11500,"Condo, Doorman",Loft | 3 Beds | 3 Baths,"Approximate Sq. Feet: 2,220",Manhattan
"The Beekman Residences, 5 Beekman Street, 24A - Financial District, New York",11500,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,625",Manhattan
"15 Hudson Yards, 30D - Chelsea, New York",11500,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,571",Manhattan
"322 West 57th Street, 55U - Midtown, New York",11500,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,599",Manhattan
"The Rushmore, 80 Riverside Boulevard, 33B - Upper West Side, New York",11500,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,740",Manhattan
"310 East 53rd Street, 20A - Sutton Area, New York",11500,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,603",Manhattan
"310 East 53rd Street, 17A - Sutton Area, New York",11500,"Condo, Doorman",2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,603",Manhattan
"1735 York Avenue, PH2C - Upper East Side, New York",11455,"Rental, Doorman",3 Beds | 3 Baths,Listing ID: 3890127,Manhattan
"400 Fifth Avenue, 43E - Midtown, New York",11450,"Condo, Doorman",3 Beds | 3 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,866",Manhattan
"Tribeca Green, 325 North End Avenue, 17D - Battery Park City, New York",11395,"Rental, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 1,600",Manhattan
"228 Thompson Street, 2 - Greenwich Village, New York",11250,Rental,5 Beds | 2 Baths,Listing ID: 3842731,Manhattan
"685 First Avenue, 22M - Murray Hill, New York",11215,Condo,3 Beds | 2 Baths,"Approximate Sq. Feet: 1,415",Manhattan
"null, 557 Third Avenue, 4THFLOOR - Murray Hill, New York",11077,Condo,4 Beds | 4 Baths,"Approximate Sq. Feet: 2,500",Manhattan
"null, 557 Third Avenue, 3RDFLOOR - Murray Hill, New York",11077,Condo,4 Beds | 4 Baths,"Approximate Sq. Feet: 2,400",Manhattan
"429 East 52nd Street, 29AB - Sutton Area, New York",11077,"Rental, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,680",Manhattan
"THE SITE BLDG CONDO, 131 Mercer Street, 5A - SoHo - Nolita, New York",11000,Condo,Loft | 3 Beds | 2 Baths,"Approximate Sq. Feet: 1,750",Manhattan
"112 East 10th Street, 3 - East Village, New York",11000,Rental,2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,900",Manhattan
"399 East 8th Street, PH - East Village, New York",11000,Condo,3 Beds | 3 Baths,Listing ID: 3889857,Manhattan
"9 St Marks Pl, 1 - East Village, New York",11000,Rental,3 Beds | 1 Bath,"Approximate Sq. Feet: 2,000",Manhattan
"420 West End Avenue, 10B - Upper West Side, New York",11000,"Condo, Doorman",4 Beds | 3 Baths,Listing ID: 3844544,Manhattan
"THE MAYFAIR REGENT, 610 Park Avenue, 6F - Upper East Side, New York",11000,"Condo, Doorman",2 Beds | 3 Baths,"Approximate Sq. Feet: 1,684",Manhattan
"422 West 20th Street, PARLORA - Chelsea, New York",11000,"Condo, Doorman",3 Beds | 2 Baths,Listing ID: 3863475,Manhattan
"150 East 72nd Street, 8N - Upper East Side, New York",11000,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,377",Manhattan
"125 W 22nd Street, 10A - New York, New York",11000,Rental,2 Beds | 2 Baths | 1 Half Bath,"Approximate Sq. Feet: 1,600",Manhattan
"One Rector Park, 333 Rector Pl, 1103 - Battery Park City, New York",11000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 2,307",Manhattan
"817 West End Avenue, 8D - Upper West Side, New York",11000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,918",Manhattan
"The Laurel, 400 East 67th Street, 22B - Upper East Side, New York",11000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,700",Manhattan
"135 West 52nd Street, 24B - Midtown, New York",11000,"Condo, Doorman",2 Beds | 2 Baths,"Approximate Sq. Feet: 1,432",Manhattan
"The Plaza Residences, 1 Central Park South, 1411 - Central Park South, New York",11000,"Condo, Doorman",1 Bed | 1 Bath | 1 Half Bath,"Approximate Sq. Feet: 1,250",Manhattan
"322 West 57th Street, 45U - Midtown, New York",11000,"Condo, Doorman",3 Beds | 2 Baths,"Approximate Sq. Feet: 1,599",Manhattan
"330 East 38th Street, 39N - Murray Hill, New York",11000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 1,699",Manhattan
"1200 Fifth Avenue, 8B - Upper East Side, New York",11000,"Condo, Doorman",3 Beds | 3 Baths,"Approximate Sq. Feet: 2,032",Manhattan
