Henry Street,2450000,"2 Beds / 2 Baths / 1,289 Sq. Ft. / Condo",Cobble Hill
"401 95th Street, Apt. G3",760000,"2 Beds / 2 Baths / 1,092 Sq. Ft. / Condo",Bay Ridge
"7002 Ridge Boulevard, Apt. A8",350000,2 Beds / 1 Bath / 650 Sq. Ft. / Co-op,Bay Ridge
Henry Street,3600000,"3 Beds / 3 Baths / 1,908 Sq. Ft. / Condo",Cobble Hill
Webster Avenue,525000,1 Bed / 1 Bath / 850 Sq. Ft. / Co-op,Kensington
Clinton Avenue,4500000,Studio / Rental,Clinton Hill
8th Avenue,475000,1 Bed / 1 Bath / 396 Sq. Ft. / Co-op,Park Slope
124 Beadel Street,1150000,Multi-Family Townhouse,Greenpoint
"98 Front Street, Apt. PH-1A",2950000,"2 Beds / 1 Bath / 1,523 Sq. Ft. / Condo",DUMBO/Vinegar Hill
"98 Front Street, Apt. PH-1G",4650000,"4 Beds / 3 Baths / 2,115 Sq. Ft. / Condo",DUMBO/Vinegar Hill
Washington Avenue,1750000,"3 Beds / 2 Baths / 1,607 Sq. Ft. / Condo",Prospect Heights
"162 16th Street, Apt. 7A",1450000,"2 Beds / 2 Baths / 1,168 Sq. Ft. / Condo",Park Slope
Garfield Place,1675000,"3 Beds / 2 Baths / 1,237 Sq. Ft. / Condo",Park Slope
"145 Hicks Street, Apt. A30",885000,1 Bed / 1 Bath / Co-op,Brooklyn Heights
"596 Louisiana Avenue, Apt. 2",899000,"3 Beds / 2 Baths / 1,300 Sq. Ft. / Condo",empty neighborhood
888 Sterling Place,1850000,"2 Floors / 2,400 Sq. Ft. / House",Crown Heights
"1380 Dahill Road, Apt. 702",558000,2 Beds / 1 Bath / 860 Sq. Ft. / Condo,Bensonhurst
Front Street,1088000,1 Bed / 1 Bath / 990 Sq. Ft. / Condo,DUMBO/Vinegar Hill
Carroll Street,999000,2 Beds / 1 Bath / Condo,Red Hook
Ocean Avenue,490000,"2 Beds / 1 Bath / 1,004 Sq. Ft. / Co-op",Midwood
East 19th Street,599995,1 Bed / 1 Bath / 714 Sq. Ft. / Condo,Prospect Park South
"198 Roebling Street, Apt. 3A",1339500,"2 Beds / 1 Bath / 1,140 Sq. Ft. / Condo",Williamsburg
"125 Ashland Place, Apt. 9C",530000,1 Bed / 1 Bath / 750 Sq. Ft. / Co-op,Fort Greene
4th Avenue,498000,2 Beds / 1 Bath / 850 Sq. Ft. / Co-op,Bay Ridge
"9430 Ridge Boulevard, Apt. 2D",179000,Studio / 1 Bath / 325 Sq. Ft. / Co-op,Bay Ridge
76th Street,1275000,"2 Floors / 1,680 Sq. Ft. / House",Bay Ridge
Washington Avenue,2250000,"3 Beds / 2 Baths / 1,618 Sq. Ft. / Condo",Prospect Heights
638 Cleveland Street,799000,"2 Units / 3 Floors / 1,338 Sq. Ft. / Multi-Family Townhouse",empty neighborhood
Vernon Avenue,1280000,"2 Units / 2 Floors / 2,532 Sq. Ft. / Multi-Family Townhouse",Bedford-Stuyvesant
Jefferson Avenue,925000,3 Beds / 2 Baths / 919 Sq. Ft. / Condo,Bushwick
4th Avenue,575000,"2 Beds / 1 Bath / 1,000 Sq. Ft. / Co-op",Bay Ridge
1726 West 3rd Street,1749000,"2 Floors / 2,870 Sq. Ft. / Single Family Townhouse",Gravesend
"98 Front Street, Apt. 3M",635000,Studio / 1 Bath / 395 Sq. Ft. / Condo,DUMBO/Vinegar Hill
"90 5th Avenue, Apt. 4D",1065000,2 Beds / 2 Baths / 821 Sq. Ft. / Rental,Park Slope
West 5th Street,1188000,"2 Floors / 1,877 Sq. Ft. / House",Gravesend
"920 East 17th Street, Apt. 315",499000,2 Beds / 1 Bath / Co-op,Flatbush
"241 Bainbridge Street, Apt. 2",999000,"6 Units / 4 Floors / 1,177 Sq. Ft. / Multi-Family Townhouse",Bedford-Stuyvesant
North 11th Street,850000,1 Bed / 1 Bath / 700 Sq. Ft. / Condo,Williamsburg
"135 Bayard Street, Apt. 3A",1495000,"3 Beds / 3 Baths / 1,351 Sq. Ft. / Condo",Greenpoint
264 North 6th Street,2900000,"3 Units / 3 Floors / 3,615 Sq. Ft. / House",Williamsburg
Nevins Street,695000,Studio / 1 Bath / 462 Sq. Ft. / Condo,Downtown Brooklyn
"333 4th Street, Apt. 5I",535000,"1 Bed / 1 Bath / 1,595 Sq. Ft. / Co-op",Park Slope
Wyckoff Street,3750000,"2 Units / 3 Floors / 3,140 Sq. Ft. / Multi-Family Townhouse",Boerum Hill
"1390 Putnam Avenue, Apt. 4R",555000,1 Bed / 1 Bath / 642 Sq. Ft. / Rental,Bushwick
Clinton Avenue,699000,2 Beds / 1 Bath / Co-op,Clinton Hill
Windsor Place,1899000,"2 Units / 4 Floors / 2,268 Sq. Ft. / Multi-Family Townhouse",Park Slope
18th Street,1300000,2 Beds / 2 Baths / 946 Sq. Ft. / Condo,Greenwood
"151 Grand Street, Apt. 3",450000,1 Bed / 1 Bath / Co-op,Williamsburg
Berry Street,1650000,"2 Beds / 1 Bath / 1,211 Sq. Ft. / Condo",Williamsburg
6th Avenue,1500000,"2 Beds / 2 Baths / 1,019 Sq. Ft. / Condo",Park Slope
Marlborough Road,2800000,House,Prospect Park South
6th Avenue,1500000,"2 Beds / 2 Baths / 1,019 Sq. Ft. / Condo",Park Slope
"954 Bergen Street, Apt. 6B",1300000,"2 Beds / 2 Baths / 1,097 Sq. Ft. / Condo",Crown Heights
"1809 Emmons Avenue, Apt. PH6",1799000,"3 Beds / 2 Baths / 1,704 Sq. Ft. / Condo",Sheepshead Bay
"34 Maspeth Avenue, Apt. 401",1550000,"2 Beds / 2 Baths / 1,107 Sq. Ft. / Condo",Williamsburg
"372 15th Street, Apt. 4A",1095000,2 Beds / 1 Bath / Condo,Park Slope
"33 Conselyea Street, Apt. 1B",1599000,"1 Bed / 1 Bath / 1,160 Sq. Ft. / Condo",Williamsburg
Nevins Street,2550000,"3 Beds / 2 Baths / 1,582 Sq. Ft. / Condo",Downtown Brooklyn
"126 19th Street, Apt. 1",1395000,"2 Units / 1,674 Sq. Ft. / Multi-Family Townhouse",Greenwood
"126 19th Street, Apt. 2",1495000,"2 Units / 1,762 Sq. Ft. / Multi-Family Townhouse",Greenwood
"217 Eastern Parkway, Apt. 3A",768000,2 Beds / 1 Bath / Condo,Crown Heights
1370 Park Place,1500000,Multi-Family Townhouse,Crown Heights
"162 Washington Avenue, Apt. 4",1085000,2 Beds / 2 Baths / 839 Sq. Ft. / Condo,Clinton Hill
"162 Washington Avenue, Apt. 1",1490000,"2 Beds / 2 Baths / 1,539 Sq. Ft. / Condo",Clinton Hill
Pacific Street,5995000,"5 Beds / 3 Baths / 2,777 Sq. Ft. / Condo",Cobble Hill
Monroe Street,2600000,"3 Units / 3 Floors / 3,180 Sq. Ft. / Multi-Family Townhouse",Bedford-Stuyvesant
288 16th Street,2595000,3 Floors / Single Family Townhouse,Park Slope
Lafayette Avenue,1280000,Multi-Family Townhouse,Bedford-Stuyvesant
"206 Lexington Avenue, Apt. RESIDE...",1275000,"2 Beds / 2 Baths / 1,125 Sq. Ft. / Condo",Bedford-Stuyvesant
"162 Washington Avenue, Apt. 3",1100000,2 Beds / 2 Baths / 839 Sq. Ft. / Condo,Clinton Hill
Jefferson Avenue,2695000,Studio / Rental,Bushwick
8th Street,250000,Studio / 1 Bath / Condo,Park Slope
64th Street,570000,2 Beds / 2 Baths / 990 Sq. Ft. / Condo,Sunset Park
"647 Warren Street, Apt. 2",1550000,"3 Units / 3 Floors / 1,056 Sq. Ft. / Multi-Family Townhouse",Park Slope
176 Washington Park,4300000,"3 Units / 4 Floors / 4,694 Sq. Ft. / Multi-Family Townhouse",Fort Greene
702 Greene Avenue,1850000,"4 Units / 3 Floors / 3,600 Sq. Ft. / House",Bedford-Stuyvesant
151 East 49th Street,749000,"2 Units / 2 Floors / 1,408 Sq. Ft. / Multi-Family Townhouse",Flatbush
"199 State Street, Apt. 7D",1285000,"2 Beds / 2 Baths / 1,058 Sq. Ft. / Condo",Brooklyn Heights
"60 Plaza Street East, Apt. 4J",1100000,"2 Beds / 1 Bath / 1,083 Sq. Ft. / Co-op",Prospect Heights
Madison Street,839000,2 Beds / 2 Baths / 850 Sq. Ft. / Condo,Bedford-Stuyvesant
"433 101st Street, Apt. 1A",569000,1 Bed / 2 Baths / Condo,Bay Ridge
"710 Sixth Avenue, Apt. 5A",1079000,2 Beds / 2 Baths / 931 Sq. Ft. / Condo,Greenwood
"710 Sixth Avenue, Apt. 1B",897300,"1 Bed / 1 Bath / 1,139 Sq. Ft. / Condo",Greenwood
Visitation Place,2495000,"2 Units / 2 Floors / 3,572 Sq. Ft. / Multi-Family Townhouse",Red Hook
"710 Sixth Avenue, Apt. 2C",989000,2 Beds / 2 Baths / 991 Sq. Ft. / Condo,Greenwood
"710 Sixth Avenue, Apt. 4C",1079000,2 Beds / 2 Baths / 991 Sq. Ft. / Condo,Greenwood
103 Hemlock Street,750000,2 Units / 2 Floors / Multi-Family Townhouse,empty neighborhood
"100 Jay Street, Apt. 4M",1100000,1 Bed / 1 Bath / 789 Sq. Ft. / Condo,DUMBO/Vinegar Hill
436 45th Street,1895000,"Studio / 3,231 Sq. Ft. / Rental",Sunset Park
"710 Sixth Avenue, Apt. 5C",1099000,2 Beds / 2 Baths / 991 Sq. Ft. / Condo,Greenwood
20 Strong Place,3300000,Studio / Condo,Cobble Hill
Washington Avenue,1499000,2 Beds / 2 Baths / 887 Sq. Ft. / Condo,Crown Heights
"261 Union Avenue, Apt. 2",1030000,2 Beds / 2 Baths / 885 Sq. Ft. / Condo,Williamsburg
East 26th Street,1149000,"2 Units / 2 Floors / 2,096 Sq. Ft. / Multi-Family Townhouse",Flatbush
16 Lester Court,589000,"1 Floor / 1,320 Sq. Ft. / House",empty neighborhood
"46 Wilson Avenue, Apt. 2",790000,2 Beds / 1 Bath / 875 Sq. Ft. / Condo,Bushwick
Nevins Street,590000,Studio / 1 Bath / 467 Sq. Ft. / Condo,Downtown Brooklyn
Irving Place,1250000,"2 Beds / 2 Baths / 1,218 Sq. Ft. / Condo/Co-op",Clinton Hill
"475 Washington Avenue, Apt. 3G",1075000,"3 Beds / 2 Baths / 1,008 Sq. Ft. / Rental",Clinton Hill
4th Street,895000,"4 Units / 3 Floors / 1,050 Sq. Ft. / Multi-Family Townhouse",Park Slope
Hoyt Street,3800000,Studio / Condo,Boerum Hill
45 Halsey Street,2999000,3 Units / 3 Floors / Multi-Family Townhouse,Bedford-Stuyvesant
Nevins Street,910000,1 Bed / 1 Bath / 812 Sq. Ft. / Condo,Downtown Brooklyn
Irving Place,640000,1 Bed / 1 Bath / 654 Sq. Ft. / Condo/Co-op,Clinton Hill
34 Dikeman Street,2545000,"2 Units / 2 Floors / 1,710 Sq. Ft. / House",Red Hook
109 King Street,2545000,Single Family Townhouse,Red Hook
"426 Sterling Place, Apt. 2D",600000,1 Bed / 1 Bath / 650 Sq. Ft. / Co-op,Prospect Heights
Stanhope Street,899000,"1 Bed / 1 Bath / 1,255 Sq. Ft. / Condo/Co-op",Bushwick
Washington Street,1595000,"2 Beds / 2 Baths / 1,262 Sq. Ft. / Condo",DUMBO/Vinegar Hill
653 58th Street,1150000,"2 Units / 2 Floors / 1,516 Sq. Ft. / Multi-Family Townhouse",Sunset Park
"26 3rd Street, Apt. 2R",949000,2 Beds / 1 Bath / 862 Sq. Ft. / Condo,Carroll Gardens
Nevins Street,690000,Studio / 1 Bath / 462 Sq. Ft. / Condo,Downtown Brooklyn
Irving Place,895000,"1 Bed / 1 Bath / 1,060 Sq. Ft. / Condo/Co-op",Clinton Hill
1st Place,1300000,"2 Beds / 1 Bath / 1,400 Sq. Ft. / Condo",Carroll Gardens
218 Sumpter Street,1299000,House,Bedford-Stuyvesant
Union Street,2995000,5 Floors / Single Family Townhouse,Carroll Gardens
"77 Kingsland Avenue, Apt. 4F",675000,1 Bed / 1 Bath / 596 Sq. Ft. / Condo,Williamsburg
492 Stratford Road,2900000,2 Floors / House,Ditmas Park
"745 Lexington Avenue, Apt. Building",1400000,"2 Units / 3 Floors / 2,016 Sq. Ft. / Multi-Family Townhouse",Bedford-Stuyvesant
"138 71st Street, Apt. E1",490000,2 Beds / 1 Bath / 925 Sq. Ft. / Co-op,Bay Ridge
Covert Street,1500000,"2 Units / 2 Floors / 2,844 Sq. Ft. / Multi-Family Townhouse",Bushwick
"83 Granite Street, Apt. 2",1349000,"2 Units / 2 Floors / 3,300 Sq. Ft. / House",Bushwick
Livingston Street,2899000,3 Beds / 2 Baths / Condo,Brooklyn Heights
Bay Ridge Avenue,1578000,2 Units / 2 Floors / Multi-Family Townhouse,Dyker Heights
84 Carroll Street,2300000,"Studio / 2,401 Sq. Ft. / House",Carroll Gardens
Wilson Avenue,2250000,"2 Units / 3 Floors / 1,000 Sq. Ft. / Mixed Use Townhouse",Bushwick
Jay Street,1925000,"2 Beds / 2 Baths / 1,182 Sq. Ft. / Condo",DUMBO/Vinegar Hill
North 7th Street,1406000,2 Beds / 2 Baths / 985 Sq. Ft. / Condo,Williamsburg
Knickerbocker Avenue,1225000,"2 Units / 3 Floors / 3,200 Sq. Ft. / House",Bushwick
Bergen Street,1475000,"3 Beds / 3 Baths / 1,454 Sq. Ft. / House",Park Slope
"177 Amity Street, Apt. 3",775000,1 Bed / 1 Bath / 725 Sq. Ft. / Co-op,Cobble Hill
North 6th Street,799000,Studio / 1 Bath / 645 Sq. Ft. / Condo,Williamsburg
47 De Sales Place,1500000,"3 Units / 3 Floors / 4,127 Sq. Ft. / Multi-Family Townhouse",Bushwick
143 Noble Street,4750000,"Studio / 2,830 Sq. Ft. / House",Greenpoint
Court Street,515585,Studio / 1 Bath / 410 Sq. Ft. / Condo,Brooklyn Heights
"85 Livingston Street, Apt. 17N",525000,Studio / 1 Bath / 624 Sq. Ft. / Co-op,Downtown Brooklyn
"9201 Shore Road, Apt. D212",389000,1 Bed / 1 Bath / Co-op,Bay Ridge
"221 Mcdonald Avenue, Apt. 3B",475000,1 Bed / 1 Bath / 850 Sq. Ft. / Co-op,Windsor Terrace
41 De Sales Place,1650000,"3 Units / 3 Floors / 3,096 Sq. Ft. / Multi-Family Townhouse",Bushwick
"310 Lenox Road, Apt. 4D",339999,1 Bed / 1 Bath / 650 Sq. Ft. / Co-op,Lefferts Gardens
216 Parkville Avenue,1200000,"3 Units / 2 Floors / 3,120 Sq. Ft. / Multi-Family Townhouse",Kensington
"1 Pierrepont Street, Apt. PHB",11100000,"4 Beds / 4 Baths / 3,600 Sq. Ft. / Co-op",Brooklyn Heights
Clifton Place,1895000,3 Floors / House,Bedford-Stuyvesant
471 10th Street,2500000,2 Floors / House,Park Slope
"110 Livingston Street, Apt. 7B",1625000,"2 Beds / 2 Baths / 1,156 Sq. Ft. / Condo",Brooklyn Heights
Powers Street,1650000,"2 Units / 2 Floors / 1,760 Sq. Ft. / Multi-Family Townhouse",Williamsburg
Glenwood Road,449000,2 Beds / 1 Bath / Co-op,Flatbush
Broadway,910000,1 Bed / 1 Bath / 675 Sq. Ft. / Condo,Williamsburg
"265 State Street, Apt. 1601",3995000,"4 Beds / 3 Baths / 2,500 Sq. Ft. / Condo",Boerum Hill
Gerritsen Avenue,674999,"2 Beds / 2 Baths / 1,586 Sq. Ft. / Condo",Sheepshead Bay
"664 Jefferson Avenue, Apt. 1A",725000,1 Bed / 1 Bath / 936 Sq. Ft. / Condo,Bedford-Stuyvesant
"599 East 7th Street, Apt. 1B",439000,1 Bed / 1 Bath / Co-op,Kensington
"110 Livingston Street, Apt. 7U",1395000,"2 Beds / 2 Baths / 1,137 Sq. Ft. / Condo",Brooklyn Heights
"265 State Street, Apt. 905",1500000,"2 Beds / 2 Baths / 1,063 Sq. Ft. / Condo",Boerum Hill
"265 State Street, Apt. 1603",2700000,"3 Beds / 2 Baths / 1,629 Sq. Ft. / Condo",Boerum Hill
"265 State Street, Apt. 1113",2250000,"3 Beds / 2 Baths / 1,496 Sq. Ft. / Condo",Boerum Hill
East 88th Street,485000,1 Floor / House,empty neighborhood
130 15th Street,2600000,"Studio / 4,400 Sq. Ft. / House",Gowanus
North 7th Street,1700000,"2 Beds / 2 Baths / 1,100 Sq. Ft. / Condo",Williamsburg
931 79th Street,1298000,"2 Floors / 2,820 Sq. Ft. / House",Dyker Heights
Buffalo Avenue,1100000,"2 Units / 2 Floors / 1,784 Sq. Ft. / Multi-Family Townhouse",Bedford-Stuyvesant
"916 Pacific Street, Apt. 101",1380000,"2 Beds / 1 Bath / 1,676 Sq. Ft. / Condo",Crown Heights
Bushwick Avenue,2000000,"Studio / 2,400 Sq. Ft. / Rental",Bushwick
Webster Avenue,515000,1 Bed / 1 Bath / 738 Sq. Ft. / Condo,Kensington
"161 Dupont Street, Apt. PH",1315000,"2 Beds / 2 Baths / 1,210 Sq. Ft. / Condo",Greenpoint
"160 West Street, Apt. PH5C",1495000,"2 Beds / 2 Baths / 1,103 Sq. Ft. / Condo",Greenpoint
"9511 Shore Road, Apt. 212",449000,Studio / 1 Bath / 604 Sq. Ft. / Condo,Bay Ridge
Nassau Avenue,825000,2 Beds / 1 Bath / 917 Sq. Ft. / Condo,Greenpoint
"9265 Shore Road, Apt. 6C",248000,Studio / 1 Bath / 350 Sq. Ft. / Co-op,Bay Ridge
East 12th Street,1350000,"2 Units / 2 Floors / 1,961 Sq. Ft. / House",Midwood
Wyckoff Avenue,899500,1 Bed / 2 Baths / 932 Sq. Ft. / Condo,Bushwick
141 Lefferts Place,1750000,"5 Units / 3 Floors / 2,800 Sq. Ft. / Multi-Family Townhouse",Bedford-Stuyvesant
"57 Montague Street, Apt. 4E",444000,Studio / 1 Bath / Co-op,Brooklyn Heights
"792 Classon Avenue, Apt. PH-F",700000,1 Bed / 1 Bath / 595 Sq. Ft. / Condo,Crown Heights
"98 Front Street, Apt. 5-J",1855000,"3 Beds / 2 Baths / 1,126 Sq. Ft. / Condo",DUMBO/Vinegar Hill
70A Somers Street,1189000,"4 Beds / 2 Baths / 1,800 Sq. Ft. / House",Bedford-Stuyvesant
"98 Front Street, Apt. PH1K",2695000,"3 Beds / 3 Baths / 1,362 Sq. Ft. / Condo",DUMBO/Vinegar Hill
"98 Front Street, Apt. 7H",945000,1 Bed / 1 Bath / 552 Sq. Ft. / Condo,DUMBO/Vinegar Hill
"98 Front Street, Apt. PH1B",2400000,"2 Beds / 2 Baths / 1,126 Sq. Ft. / Condo",DUMBO/Vinegar Hill
"679 Quincy Street, Apt. 3",899500,"3 Beds / 2 Baths / 1,398 Sq. Ft. / Condo",Bedford-Stuyvesant
494 Monroe Street,1825000,"2 Units / 2 Floors / 2,280 Sq. Ft. / Multi-Family Townhouse",Bedford-Stuyvesant
"184 Kent Avenue, Apt. A-517",1100000,1 Bed / 1 Bath / 680 Sq. Ft. / Condo,Williamsburg
"307 72nd Street, Apt. 3-B",515000,2 Beds / 1 Bath / Co-op,Bay Ridge
"792 Classon Avenue, Apt. PH-R",1270000,"2 Beds / 1 Bath / 1,064 Sq. Ft. / Condo",Crown Heights
Schermerhorn Street,595000,Studio / 1 Bath / 600 Sq. Ft. / Co-op,Brooklyn Heights
Van Brunt Street,980000,2 Beds / 2 Baths / Condo,Red Hook
"98 Front Street, Apt. PH3A",4495000,"3 Beds / 2 Baths / 2,190 Sq. Ft. / Condo",DUMBO/Vinegar Hill
"98 Front Street, Apt. 5A",780000,Studio / 1 Bath / 474 Sq. Ft. / Condo,DUMBO/Vinegar Hill
"139 Skillman Avenue, Apt. 4C",735000,1 Bed / 1 Bath / 600 Sq. Ft. / Condo,Williamsburg
Westminster Road,1649000,2 Floors / House,Flatbush
101st Street,198000,Studio / 1 Bath / 350 Sq. Ft. / Co-op,Bay Ridge
4th Avenue,1395000,"3 Beds / 2 Baths / 1,406 Sq. Ft. / Condo",Gowanus
Parkway Court,1350000,"3 Units / 2 Floors / 2,240 Sq. Ft. / Multi-Family Townhouse",Gravesend
"792 Classon Avenue, Apt. 1F",1395000,"2 Beds / 2 Baths / 1,704 Sq. Ft. / Condo",Crown Heights
Van Brunt Street,850000,2 Beds / 2 Baths / Condo,Red Hook
Bergen Street,1495000,"2 Beds / 3 Baths / 2,252 Sq. Ft. / Condo",Prospect Heights
Bergen Street,1649000,"3 Beds / 3 Baths / 2,030 Sq. Ft. / Condo",Prospect Heights
"207 Park Place, Apt. 3E",1625000,"3 Beds / 1 Bath / 1,500 Sq. Ft. / Co-op",Prospect Heights
"184 Kent Avenue, Apt. C-205",1425000,2 Beds / 2 Baths / 956 Sq. Ft. / Condo,Williamsburg
4011 Ave I,575000,2 Floors / Single Family Townhouse,empty neighborhood
"35 Clarkson Avenue, Apt. A4",680000,2 Beds / 2 Baths / 767 Sq. Ft. / Condo,Lefferts Gardens
"98 Front Street, Apt. 6P",835000,1 Bed / 1 Bath / 515 Sq. Ft. / Condo,DUMBO/Vinegar Hill
"98 Front Street, Apt. 6S",665000,Studio / 1 Bath / 422 Sq. Ft. / Condo,DUMBO/Vinegar Hill
"98 Front Street, Apt. 8L",1215000,1 Bed / 1 Bath / 642 Sq. Ft. / Condo,DUMBO/Vinegar Hill
"184 Kent Avenue, Apt. D-403",1050000,1 Bed / 1 Bath / 639 Sq. Ft. / Condo,Williamsburg
Hicks Street,680000,1 Bed / 1 Bath / 700 Sq. Ft. / Co-op,Brooklyn Heights
"17 East 17th Street, Apt. B5",649000,2 Beds / 1 Bath / 765 Sq. Ft. / Condo,Prospect Park South
"98 Front Street, Apt. PH2G",2250000,"2 Beds / 2 Baths / 1,050 Sq. Ft. / Condo",DUMBO/Vinegar Hill
"98 Front Street, Apt. 6N",1410000,2 Beds / 2 Baths / 819 Sq. Ft. / Condo,DUMBO/Vinegar Hill
Ocean Parkway,505000,1 Bed / 1 Bath / 900 Sq. Ft. / Co-op,Windsor Terrace
"850 Metropolitan Avenue, Apt. 3A",907000,1 Bed / 1 Bath / 743 Sq. Ft. / Condo,Williamsburg
Court Street,1500000,"3 Beds / 3 Baths / 1,325 Sq. Ft. / House",Carroll Gardens
"98 Front Street, Apt. 8H",1550000,2 Beds / 2 Baths / 893 Sq. Ft. / Condo,DUMBO/Vinegar Hill
"110 Livingston Street, Apt. 4B",1549000,"2 Beds / 2 Baths / 1,156 Sq. Ft. / Condo",Brooklyn Heights
Greene Avenue,800000,2 Beds / 1 Bath / Co-op,Clinton Hill
12th Street,1275000,2 Beds / 1 Bath / Co-op,Park Slope
Chauncey Street,549000,1 Bed / 1 Bath / 707 Sq. Ft. / Condo,Bedford-Stuyvesant
"850 Metropolitan Avenue, Apt. 3I",1137000,2 Beds / 2 Baths / 956 Sq. Ft. / Condo,Williamsburg
"850 Metropolitan Avenue, Apt. 2D",867000,1 Bed / 1 Bath / 725 Sq. Ft. / Condo,Williamsburg
"850 Metropolitan Avenue, Apt. PHE",1287000,"2 Beds / 2 Baths / 1,028 Sq. Ft. / Condo",Williamsburg
299 Monroe Street,2350000,"2 Floors / 2,520 Sq. Ft. / House",Bedford-Stuyvesant
"901 Avenue H, Apt. 4H",575000,2 Beds / 1 Bath / Co-op,Ditmas Park
"507 President Street, Apt. 3L",475000,8 Units / 4 Floors / Multi-Family Townhouse,Gowanus
3 Verona Place,2689000,Multi-Family Townhouse,Bedford-Stuyvesant
"71 Lexington Avenue, Apt. 1",749999,1 Bed / 1 Bath / 750 Sq. Ft. / Condo,Clinton Hill
Pacific Street,700000,Studio / 1 Bath / 512 Sq. Ft. / Condo,Boerum Hill
"443 Bainbridge Street, Apt. 3A",569000,1 Bed / 1 Bath / 540 Sq. Ft. / Condo,Bedford-Stuyvesant
9th Street,1400000,"2 Beds / 2 Baths / 1,057 Sq. Ft. / Condo",Gowanus
"9 College Place, Apt. 1D",1549000,1 Bed / 1 Bath / 988 Sq. Ft. / Condo,Brooklyn Heights
1064 Halsey Street,1100000,Studio / House,Bushwick
"627 Dekalb Avenue, Apt. 4C",650000,1 Bed / 1 Bath / 673 Sq. Ft. / Condo,Bedford-Stuyvesant
"335-341 Nostrand Avenue, Apt. 401 B",510000,1 Bed / 1 Bath / 469 Sq. Ft. / Condo,Bedford-Stuyvesant
Union Street,2000000,3 Beds / 2 Baths / Condo,Carroll Gardens
Argyle Road,370000,Studio / 1 Bath / Co-op,Ditmas Park
East 52nd Street,525000,1 Floor / House,empty neighborhood
Union Street,2500000,"2 Beds / 2 Baths / 1,870 Sq. Ft. / Condo",Carroll Gardens
"335-341 Nostrand Avenue, Apt. 301 B",525000,1 Bed / 1 Bath / 487 Sq. Ft. / Condo,Bedford-Stuyvesant
"171 Concord Street, Apt. 4A",785000,1 Bed / 1 Bath / 662 Sq. Ft. / Condo,Downtown Brooklyn
9th Street,975000,2 Beds / 1 Bath / 816 Sq. Ft. / Condo,Gowanus
3rd Place,2750000,3 Beds / 2 Baths / Condo,Carroll Gardens
"850 Metropolitan Avenue, Apt. 2C",787000,1 Bed / 1 Bath / 653 Sq. Ft. / Condo,Williamsburg
"140 Scholes Street, Apt. 4B",650000,2 Beds / 1 Bath / 771 Sq. Ft. / Condo,Williamsburg
Ocean Parkway,850000,"2 Beds / 2 Baths / 1,070 Sq. Ft. / Condo",Kensington
392 Jefferson Avenue,2695000,2 Units / 3 Floors / Multi-Family Townhouse,Bedford-Stuyvesant
"120 North 7th Street, Apt. G3",1565000,"2 Beds / 2 Baths / 1,046 Sq. Ft. / Condo",Williamsburg
"220 Berkeley Place, Apt. 4F",455000,Studio / 1 Bath / Co-op,Park Slope
Franklin Street,3950000,"3 Units / 3 Floors / 4,132 Sq. Ft. / Multi-Family Townhouse",Greenpoint
"185 India Street, Apt. 2",1379000,"2 Beds / 2 Baths / 1,100 Sq. Ft. / Condo",Greenpoint
"75 Poplar Street, Apt. 2J",1450000,"2 Beds / 1 Bath / 1,080 Sq. Ft. / Condo",Brooklyn Heights
"176 Johnson Street, Apt. 2C",820000,1 Bed / 1 Bath / 811 Sq. Ft. / Condo,Downtown Brooklyn
805 Dean Street,1899999,"Studio / 1,944 Sq. Ft. / House",Crown Heights
32 Monroe Street,1899999,"3 Floors / 1,793 Sq. Ft. / Multi-Family Townhouse",Clinton Hill
Garfield Place,2250000,"2 Beds / 2 Baths / 2,163 Sq. Ft. / Condo",Park Slope
3701 Ave L,789000,2 Floors / Single Family Townhouse,Midwood
265 93rd Street,1250000,"2 Units / 2 Floors / 1,684 Sq. Ft. / Multi-Family Townhouse",Bay Ridge
"840 St Marks Avenue, Apt. 3-H",525000,"2 Beds / 1 Bath / 1,200 Sq. Ft. / Co-op",Crown Heights
Washington Avenue,1999000,"3 Beds / 2 Baths / 1,582 Sq. Ft. / Condo",Crown Heights
Carlton Avenue,4200000,"4 Floors / 2,660 Sq. Ft. / Multi-Family Townhouse",Fort Greene
"792 Classon Avenue, Apt. 3R",665000,1 Bed / 1 Bath / 594 Sq. Ft. / Condo,Crown Heights
Snyder Avenue,565000,"2 Floors / 1,307 Sq. Ft. / House",Flatbush
90 Tehama Street,1250000,2 Units / 2 Floors / Multi-Family Townhouse,Windsor Terrace
"233 Park Place, Apt. 18",699000,2 Beds / 1 Bath / 775 Sq. Ft. / Co-op,Prospect Heights
"111 Montgomery Street, Apt. 2N",595000,1 Bed / 1 Bath / 566 Sq. Ft. / Condo,Crown Heights
Devoe Street,3995000,"1 Floor / 2,112 Sq. Ft. / Multi-Family Townhouse",Williamsburg
"733 East 102nd Street, Apt. HOUSE",825000,"2 Units / 1 Floor / 1,760 Sq. Ft. / Multi-Family Townhouse",empty neighborhood
92 Newport Street,950000,"4 Units / 2 Floors / 3,200 Sq. Ft. / Multi-Family Townhouse",empty neighborhood
"161 Dupont Street, Apt. 3",1218000,"3 Beds / 2 Baths / 1,153 Sq. Ft. / Condo",Greenpoint
