Address,Neighborhood,Price,Beds,Baths,Boro,Agency
"455 Central Park West, 23B - Upper West Side, New York",Upper West Side,6995,2 Beds,3 Baths,Manhattan,Elliman
"The Powerhouse Condo, 2-17 51st Avenue, 606 - Long Island City, New York",Long Island City,6995,2 Beds,3 Baths,Manhattan,Elliman
"344 East 85th Street, 1F - Upper East Side, New York",Upper East Side,6995,3 Beds,2 Baths,Manhattan,Elliman
"535 West 147th Street, 2 - Upper West Side, New York",Upper West Side,6995,3 Beds,3 Baths,Manhattan,Elliman
"121 East 22nd Street, N205 - Gramercy - Union Square, New York",Gramercy ,6995,1 Bed,1 Bath,Manhattan,Elliman
"The View at East Coast, 46-30 Center Boulevard, 501 - Long Island City, New York",Long Island City,6995,3 Beds,3 Baths,Manhattan,Elliman
"312 East 30th Street, 14B - Kips Bay, New York",Kips Bay,6995,4 Beds,2 Baths,Manhattan,Elliman
"280 Park Avenue South, 19L - Gramercy - Union Square, New York",Gramercy ,6995,2 Beds,2 Baths,Manhattan,Elliman
"15 William, 15 William Street, 38E - Financial District, New York",Financial District,6995,2 Beds,2 Baths,Manhattan,Elliman
"325 Lexington Avenue, 22C - Murray Hill, New York",Murray Hill,6995,2 Beds,2 Baths,Manhattan,Elliman
"The Cole, 364 East 91st Street, 1302 - Upper East Side, New York",Upper East Side,6990,3 Beds,2 Baths,Manhattan,Elliman
"Tribeca Tower, 105 Duane Street, 20F - TriBeCa, New York",TriBeCa,6990,2 Beds,1 Bath,Manhattan,Elliman
"21 Chelsea, 120 West 21st Street, 1204 - Chelsea, New York",Chelsea,6989,2 Beds,2 Baths,Manhattan,Elliman
"15 Hudson Yards, 501 West 30th Street, 39F - Chelsea, New York",Chelsea,6975,1 Bed,1 Bath,Manhattan,Elliman
"92 MORNINGSIDE, 92 Morningside Avenue, 6C - Harlem, New York",Harlem,6950,2 Beds,2 Baths,Manhattan,Elliman
"BING & BING, 302 West 12th Street, 17B - West Village - Meatpacking District, New York",West Village ,6950,1 Bed,1 Bath,Manhattan,Elliman
"303 East 57th Street, 11I - Midtown, New York",Midtown,6950,2 Beds,2 Baths,Manhattan,Elliman
"106 Central Park South, 14G - Central Park South, New York",Central Park South,6950,2 Beds,2 Baths,Manhattan,Elliman
"455 Central Park West, 22B - Upper West Side, New York",Upper West Side,6950,2 Beds,2 Baths,Manhattan,Elliman
"Tribeca Green, 325 North End Avenue, 4A - Battery Park City, New York",Battery Park City,6918,2 Beds,2 Baths,Manhattan,Elliman
"411 West 35th Street, 5W - Midtown, New York",Midtown,6917,2 Beds,2 Baths,Manhattan,Elliman
"Essex House, 160 Central Park South, 3011 - Central Park South, New York",Central Park South,6900,1 Bed,1 Bath,Manhattan,Elliman
"257 Water Street, 3 - Financial District, New York",Financial District,6900,4 Beds,2 Baths,Manhattan,Elliman
"CLERMONT TOWER, 444 East 82nd Street, 11V - Upper East Side, New York",Upper East Side,6900,3 Beds,2 Baths,Manhattan,Elliman
"Riverbank West, 560 West 43rd Street, PH44D - Clinton, New York",Clinton,6900,2 Beds,2 Baths,Manhattan,Elliman
"Riverbank West, 560 West 43rd Street, 41B - Clinton, New York",Clinton,6900,2 Beds,2 Baths,Manhattan,Elliman
